condition	seed	template	data_lang	instr_lang	n	accuracy	top_pred	top_pred_count	top_pred_share	top_raw	top_raw_count	top_raw_share	correct_count	correct_via_constant_pred_count	correct_via_constant_pred_pct	correct_via_constant_raw_count	correct_via_constant_raw_pct
condition-1-en-20k	seed42	2	zh	es	204	0.5196	science/technology	140	0.6863	Science/Technology	107	0.5245	106	49	0.4623	36	0.3396
condition-1-en-20k	seed42	2	zh	ur	204	0.4951	science/technology	77	0.3775	سائنس/ٹیکنالوجی	50	0.2451	101	46	0.4554	33	0.3267
condition-1-en-20k	seed42	2	zh	zh	204	0.6176	science/technology	109	0.5343	science/technology	69	0.3382	126	48	0.3810	40	0.3175
condition-1-en-5k	seed123	1	en	en	204	0.7500	science/technology	89	0.4363	Science/Technology	87	0.4265	153	51	0.3333	50	0.3268
condition-1-en-5k	seed123	1	en	es	204	0.6618	science/technology	109	0.5343	Science/Technology	109	0.5343	135	51	0.3778	51	0.3778
condition-1-en-5k	seed123	1	en	ur	204	0.4902	science/technology	103	0.5049	science/تکنالوجی	74	0.3627	100	50	0.5000	39	0.3900
condition-1-en-5k	seed123	1	en	zh	204	0.7108	science/technology	95	0.4657	science/technology	95	0.4657	145	50	0.3448	50	0.3448
condition-1-en-5k	seed123	1	es	en	204	0.7549	science/technology	77	0.3775	Science/Technology	63	0.3088	154	45	0.2922	36	0.2338
condition-1-en-5k	seed123	1	es	es	204	0.6471	science/technology	114	0.5588	Science/Technology	114	0.5588	132	51	0.3864	51	0.3864
condition-1-en-5k	seed123	1	es	ur	204	0.4951	science/technology	77	0.3775	سائنس/تکنالوجی	57	0.2794	101	45	0.4455	37	0.3663
condition-1-en-5k	seed123	1	es	zh	204	0.6373	science/technology	105	0.5147	science/technology	102	0.5000	130	51	0.3923	51	0.3923
condition-1-en-5k	seed123	1	ur	en	204	0.6912	science/technology	89	0.4363	science/technology	88	0.4314	141	46	0.3262	46	0.3262
condition-1-en-5k	seed123	1	ur	es	204	0.5245	science/technology	134	0.6569	Science/Technology	68	0.3333	107	50	0.4673	16	0.1495
condition-1-en-5k	seed123	1	ur	ur	204	0.5637	science/technology	122	0.5980	science/تکنالوجی	80	0.3922	115	50	0.4348	34	0.2957
condition-1-en-5k	seed123	1	ur	zh	204	0.5539	science/technology	133	0.6520	science/technology	132	0.6471	113	51	0.4513	51	0.4513
condition-1-en-5k	seed123	1	zh	en	204	0.7451	science/technology	75	0.3676	science/technology	58	0.2843	152	44	0.2895	37	0.2434
condition-1-en-5k	seed123	1	zh	es	204	0.5882	science/technology	125	0.6127	Science/Technology	116	0.5686	120	51	0.4250	47	0.3917
condition-1-en-5k	seed123	1	zh	ur	204	0.5196	science/technology	93	0.4559	سائنس/تکنالوجی	49	0.2402	106	46	0.4340	28	0.2642
condition-1-en-5k	seed123	1	zh	zh	204	0.6716	science/technology	100	0.4902	science/technology	90	0.4412	137	50	0.3650	50	0.3650
condition-1-en-5k	seed123	2	en	en	204	0.7108	science/technology	90	0.4412	Science/Technology	89	0.4363	145	50	0.3448	50	0.3448
condition-1-en-5k	seed123	2	en	es	204	0.5245	science/technology	141	0.6912	Science/Technology	121	0.5931	107	51	0.4766	45	0.4206
condition-1-en-5k	seed123	2	en	ur	204	0.4167	science/technology	96	0.4706	سائنس/تکنالوجی	59	0.2892	85	48	0.5647	34	0.4000
condition-1-en-5k	seed123	2	en	zh	204	0.6471	science/technology	97	0.4755	science/technology	82	0.4020	132	49	0.3712	45	0.3409
condition-1-en-5k	seed123	2	es	en	204	0.6569	science/technology	96	0.4706	Science/Technology	96	0.4706	134	50	0.3731	50	0.3731
condition-1-en-5k	seed123	2	es	es	204	0.5000	science/technology	145	0.7108	Science/Technology	85	0.4167	102	51	0.5000	27	0.2647
condition-1-en-5k	seed123	2	es	ur	204	0.3529	science/technology	85	0.4167	سائنس/ٹیکنالوجی	50	0.2451	72	47	0.6528	35	0.4861
condition-1-en-5k	seed123	2	es	zh	204	0.5784	science/technology	110	0.5392	science/technology	71	0.3480	118	48	0.4068	38	0.3220
condition-1-en-5k	seed123	2	ur	en	204	0.6716	science/technology	84	0.4118	Science/Technology	66	0.3235	137	48	0.3504	35	0.2555
condition-1-en-5k	seed123	2	ur	es	204	0.5637	science/technology	121	0.5931	science/technology	71	0.3480	115	48	0.4174	27	0.2348
condition-1-en-5k	seed123	2	ur	ur	204	0.5441	science/technology	96	0.4706	سائنس/تکنالوجی	48	0.2353	111	45	0.4054	20	0.1802
condition-1-en-5k	seed123	2	ur	zh	204	0.5343	science/technology	119	0.5833	science/technology	117	0.5735	109	49	0.4495	47	0.4312
condition-1-en-5k	seed123	2	zh	en	204	0.6667	science/technology	94	0.4608	Science/Technology	93	0.4559	136	50	0.3676	49	0.3603
condition-1-en-5k	seed123	2	zh	es	204	0.5441	science/technology	126	0.6176	Science/Technology	105	0.5147	111	48	0.4324	39	0.3514
condition-1-en-5k	seed123	2	zh	ur	204	0.4853	science/technology	77	0.3775	سائنس/ٹیکنالوجی	36	0.1765	99	46	0.4646	27	0.2727
condition-1-en-5k	seed123	2	zh	zh	204	0.6275	science/technology	104	0.5098	science/technology	73	0.3578	128	47	0.3672	38	0.2969
condition-1-en-5k	seed42	1	en	en	204	0.7500	science/technology	90	0.4412	Science/Technology	87	0.4265	153	51	0.3333	49	0.3203
condition-1-en-5k	seed42	1	en	es	204	0.6373	science/technology	116	0.5686	Science/Technology	116	0.5686	130	51	0.3923	51	0.3923
condition-1-en-5k	seed42	1	en	ur	204	0.4755	science/technology	109	0.5343	science/تکنالوجی	82	0.4020	97	51	0.5258	40	0.4124
condition-1-en-5k	seed42	1	en	zh	204	0.6961	science/technology	100	0.4902	science/technology	100	0.4902	142	50	0.3521	50	0.3521
condition-1-en-5k	seed42	1	es	en	204	0.7647	science/technology	82	0.4020	Science/Technology	58	0.2843	156	48	0.3077	33	0.2115
condition-1-en-5k	seed42	1	es	es	204	0.6324	science/technology	118	0.5784	Science/Technology	118	0.5784	129	51	0.3953	51	0.3953
condition-1-en-5k	seed42	1	es	ur	204	0.5049	science/technology	80	0.3922	سائنس/تکنالوجی	58	0.2843	103	46	0.4466	37	0.3592
condition-1-en-5k	seed42	1	es	zh	204	0.6275	science/technology	108	0.5294	science/technology	103	0.5049	128	51	0.3984	51	0.3984
condition-1-en-5k	seed42	1	ur	en	204	0.6765	science/technology	95	0.4657	science/technology	94	0.4608	138	46	0.3333	46	0.3333
condition-1-en-5k	seed42	1	ur	es	204	0.5147	science/technology	138	0.6765	science/technology	84	0.4118	105	51	0.4857	42	0.4000
condition-1-en-5k	seed42	1	ur	ur	204	0.5539	science/technology	128	0.6275	science/تکنالوجی	88	0.4314	113	50	0.4425	35	0.3097
condition-1-en-5k	seed42	1	ur	zh	204	0.5441	science/technology	136	0.6667	science/technology	135	0.6618	111	51	0.4595	51	0.4595
condition-1-en-5k	seed42	1	zh	en	204	0.7500	science/technology	79	0.3873	science/technology	65	0.3186	153	45	0.2941	38	0.2484
condition-1-en-5k	seed42	1	zh	es	204	0.5588	science/technology	133	0.6520	Science/Technology	119	0.5833	114	51	0.4474	47	0.4123
condition-1-en-5k	seed42	1	zh	ur	204	0.5294	science/technology	93	0.4559	سائنس/تکنالوجی	50	0.2451	108	46	0.4259	30	0.2778
condition-1-en-5k	seed42	1	zh	zh	204	0.6618	science/technology	108	0.5294	science/technology	94	0.4608	135	51	0.3778	50	0.3704
condition-1-en-5k	seed42	2	en	en	204	0.7010	science/technology	94	0.4608	Science/Technology	93	0.4559	143	50	0.3497	50	0.3497
condition-1-en-5k	seed42	2	en	es	204	0.4951	science/technology	148	0.7255	Science/Technology	122	0.5980	101	51	0.5050	41	0.4059
condition-1-en-5k	seed42	2	en	ur	204	0.4363	science/technology	94	0.4608	سائنس/تکنالوجی	66	0.3235	89	48	0.5393	38	0.4270
condition-1-en-5k	seed42	2	en	zh	204	0.6520	science/technology	100	0.4902	science/technology	90	0.4412	133	49	0.3684	47	0.3534
condition-1-en-5k	seed42	2	es	en	204	0.6520	science/technology	99	0.4853	Science/Technology	99	0.4853	133	50	0.3759	50	0.3759
condition-1-en-5k	seed42	2	es	es	204	0.4951	science/technology	147	0.7206	Science/Technology	82	0.4020	101	51	0.5050	24	0.2376
condition-1-en-5k	seed42	2	es	ur	204	0.3873	science/technology	86	0.4216	سائنس/ٹیکنالوجی	45	0.2206	79	46	0.5823	27	0.3418
condition-1-en-5k	seed42	2	es	zh	204	0.5735	science/technology	116	0.5686	science/technology	80	0.3922	117	49	0.4188	41	0.3504
condition-1-en-5k	seed42	2	ur	en	204	0.6569	science/technology	91	0.4461	Science/Technology	61	0.2990	134	49	0.3657	29	0.2164
condition-1-en-5k	seed42	2	ur	es	204	0.5392	science/technology	134	0.6569	science/technology	81	0.3971	110	51	0.4636	30	0.2727
condition-1-en-5k	seed42	2	ur	ur	204	0.5392	science/technology	95	0.4657	سائنس/تکنالوجی	51	0.2500	110	44	0.4000	22	0.2000
condition-1-en-5k	seed42	2	ur	zh	204	0.5196	science/technology	124	0.6078	science/technology	122	0.5980	106	49	0.4623	47	0.4434
condition-1-en-5k	seed42	2	zh	en	204	0.6667	science/technology	97	0.4755	Science/Technology	96	0.4706	136	50	0.3676	49	0.3603
condition-1-en-5k	seed42	2	zh	es	204	0.5294	science/technology	129	0.6324	Science/Technology	101	0.4951	108	48	0.4444	36	0.3333
condition-1-en-5k	seed42	2	zh	ur	204	0.4951	science/technology	75	0.3676	سیاست	35	0.1716	101	46	0.4554	19	0.1881
condition-1-en-5k	seed42	2	zh	zh	204	0.6225	science/technology	109	0.5343	science/technology	79	0.3873	127	48	0.3780	40	0.3150
condition-1-en-5k	seed456	1	en	en	204	0.7598	science/technology	89	0.4363	Science/Technology	88	0.4314	155	51	0.3290	50	0.3226
condition-1-en-5k	seed456	1	en	es	204	0.6471	science/technology	113	0.5539	Science/Technology	113	0.5539	132	51	0.3864	51	0.3864
condition-1-en-5k	seed456	1	en	ur	204	0.4755	science/technology	102	0.5000	science/تکنالوجی	77	0.3775	97	50	0.5155	40	0.4124
condition-1-en-5k	seed456	1	en	zh	204	0.7108	science/technology	94	0.4608	science/technology	94	0.4608	145	50	0.3448	50	0.3448
condition-1-en-5k	seed456	1	es	en	204	0.7549	science/technology	78	0.3824	Science/Technology	67	0.3284	154	45	0.2922	37	0.2403
condition-1-en-5k	seed456	1	es	es	204	0.6373	science/technology	116	0.5686	Science/Technology	116	0.5686	130	51	0.3923	51	0.3923
condition-1-en-5k	seed456	1	es	ur	204	0.4804	science/technology	77	0.3775	سائنس/تکنالوجی	57	0.2794	98	45	0.4592	37	0.3776
condition-1-en-5k	seed456	1	es	zh	204	0.6324	science/technology	106	0.5196	science/technology	98	0.4804	129	51	0.3953	51	0.3953
condition-1-en-5k	seed456	1	ur	en	204	0.7010	science/technology	88	0.4314	science/technology	87	0.4265	143	46	0.3217	46	0.3217
condition-1-en-5k	seed456	1	ur	es	204	0.5147	science/technology	140	0.6863	Science/Technology	73	0.3578	105	51	0.4857	17	0.1619
condition-1-en-5k	seed456	1	ur	ur	204	0.5588	science/technology	123	0.6029	science/تکنالوجی	79	0.3873	114	50	0.4386	33	0.2895
condition-1-en-5k	seed456	1	ur	zh	204	0.5637	science/technology	133	0.6520	science/technology	132	0.6471	115	51	0.4435	51	0.4435
