condition	seed	template	benchmark	data	instr	baseline_orig	cond_orig	delta_orig	baseline_rep	cond_rep	delta_rep	baseline_pf_orig	cond_pf_orig	baseline_pf_rep	cond_pf_rep
condition-1-en-5k	123	1	xnli	es	en	0.4525	0.4689	+0.0164	0.4525	0.4689	+0.0164	0.0006	0.0000	0.0006	0.0000
condition-1-en-5k	123	1	xnli	es	es	0.4547	0.4581	+0.0034	0.4547	0.4581	+0.0034	0.0002	0.0002	0.0002	0.0002
condition-1-en-5k	123	1	xnli	es	ur	0.3433	0.3553	+0.0120	0.3433	0.3553	+0.0120	0.0010	0.0006	0.0010	0.0006
condition-1-en-5k	123	1	xnli	es	zh	0.3337	0.3337	+0.0000	0.3337	0.3337	+0.0000	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	1	xnli	ur	en	0.4343	0.4375	+0.0032	0.4343	0.4375	+0.0032	0.0038	0.0000	0.0038	0.0000
condition-1-en-5k	123	1	xnli	ur	es	0.3727	0.3846	+0.0120	0.3727	0.3846	+0.0120	0.0002	0.0002	0.0002	0.0002
condition-1-en-5k	123	1	xnli	ur	ur	0.3327	0.3343	+0.0016	0.3327	0.3343	+0.0016	0.0038	0.0024	0.0038	0.0024
condition-1-en-5k	123	1	xnli	ur	zh	0.3311	0.3333	+0.0022	0.3311	0.3333	+0.0022	0.0002	0.0002	0.0002	0.0002
condition-1-en-5k	123	1	xnli	zh	en	0.3906	0.4040	+0.0134	0.3906	0.4040	+0.0134	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	1	xnli	zh	es	0.3333	0.3333	+0.0000	0.3333	0.3333	+0.0000	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	1	xnli	zh	ur	0.3345	0.3377	+0.0032	0.3345	0.3377	+0.0032	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	1	xnli	zh	zh	0.3329	0.3321	-0.0008	0.3329	0.3321	-0.0008	0.0004	0.0002	0.0004	0.0002
condition-1-en-5k	123	2	belebele	en	en	0.7822	0.7867	+0.0044	0.7822	0.7867	+0.0044	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	belebele	en	es	0.7756	0.7856	+0.0100	0.7756	0.7856	+0.0100	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	belebele	en	ur	0.7489	0.7600	+0.0111	0.7489	0.7600	+0.0111	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	belebele	en	zh	0.8000	0.8033	+0.0033	0.8000	0.8033	+0.0033	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	belebele	es	en	0.7011	0.7100	+0.0089	0.7011	0.7100	+0.0089	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	belebele	es	es	0.6989	0.6956	-0.0033	0.6989	0.6956	-0.0033	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	belebele	es	ur	0.6389	0.6500	+0.0111	0.6389	0.6500	+0.0111	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	belebele	es	zh	0.7167	0.7178	+0.0011	0.7167	0.7178	+0.0011	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	belebele	ur	en	0.6144	0.6233	+0.0089	0.6144	0.6233	+0.0089	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	belebele	ur	es	0.5544	0.5556	+0.0011	0.5544	0.5556	+0.0011	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	belebele	ur	ur	0.5233	0.5244	+0.0011	0.5233	0.5244	+0.0011	0.0033	0.0033	0.0033	0.0033
condition-1-en-5k	123	2	belebele	ur	zh	0.6067	0.6000	-0.0067	0.6067	0.6000	-0.0067	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	belebele	zh	en	0.7589	0.7656	+0.0067	0.7589	0.7656	+0.0067	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	belebele	zh	es	0.7367	0.7344	-0.0022	0.7367	0.7344	-0.0022	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	belebele	zh	ur	0.7000	0.7089	+0.0089	0.7000	0.7089	+0.0089	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	belebele	zh	zh	0.7611	0.7622	+0.0011	0.7611	0.7622	+0.0011	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	csqa	en	en	0.6070	0.6090	+0.0020	0.6070	0.6090	+0.0020	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	csqa	en	es	0.6230	0.6180	-0.0050	0.6230	0.6180	-0.0050	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	csqa	en	ur	0.5790	0.5870	+0.0080	0.5790	0.5870	+0.0080	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	csqa	en	zh	0.6310	0.6280	-0.0030	0.6310	0.6280	-0.0030	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	csqa	es	en	0.5170	0.5190	+0.0020	0.5170	0.5190	+0.0020	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	csqa	es	es	0.5320	0.5310	-0.0010	0.5320	0.5310	-0.0010	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	csqa	es	ur	0.4800	0.4800	+0.0000	0.4800	0.4800	+0.0000	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	csqa	es	zh	0.5300	0.5280	-0.0020	0.5300	0.5280	-0.0020	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	csqa	ur	en	0.4170	0.4210	+0.0040	0.4170	0.4210	+0.0040	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	csqa	ur	es	0.3930	0.3960	+0.0030	0.3930	0.3960	+0.0030	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	csqa	ur	ur	0.3920	0.3920	+0.0000	0.3920	0.3920	+0.0000	0.0010	0.0000	0.0010	0.0000
condition-1-en-5k	123	2	csqa	ur	zh	0.4020	0.3990	-0.0030	0.4020	0.3990	-0.0030	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	csqa	zh	en	0.5320	0.5300	-0.0020	0.5320	0.5300	-0.0020	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	csqa	zh	es	0.5100	0.5040	-0.0060	0.5100	0.5040	-0.0060	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	csqa	zh	ur	0.4660	0.4620	-0.0040	0.4660	0.4620	-0.0040	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	csqa	zh	zh	0.5320	0.5320	+0.0000	0.5320	0.5320	+0.0000	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	sib200	en	en	0.7206	0.7108	-0.0098	0.7206	0.7108	-0.0098	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	sib200	en	es	0.5343	0.5049	-0.0294	0.5539	0.5245	-0.0294	0.0294	0.0245	0.0000	0.0000
condition-1-en-5k	123	2	sib200	en	ur	0.2696	0.2647	-0.0049	0.3971	0.4167	+0.0196	0.3873	0.4167	0.3039	0.2451
condition-1-en-5k	123	2	sib200	en	zh	0.6275	0.6324	+0.0049	0.6520	0.6471	-0.0049	0.0539	0.0245	0.0098	0.0098
condition-1-en-5k	123	2	sib200	es	en	0.6765	0.6569	-0.0196	0.6765	0.6569	-0.0196	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	sib200	es	es	0.3725	0.3725	+0.0000	0.5147	0.5000	-0.0147	0.1716	0.1520	0.0000	0.0000
condition-1-en-5k	123	2	sib200	es	ur	0.0980	0.0637	-0.0343	0.3088	0.3529	+0.0441	0.6569	0.7108	0.4510	0.3480
condition-1-en-5k	123	2	sib200	es	zh	0.4755	0.4902	+0.0147	0.5931	0.5784	-0.0147	0.1716	0.1176	0.0147	0.0147
condition-1-en-5k	123	2	sib200	ur	en	0.6814	0.6765	-0.0049	0.6814	0.6716	-0.0098	0.0000	0.0000	0.0000	0.0049
condition-1-en-5k	123	2	sib200	ur	es	0.3725	0.3922	+0.0196	0.6127	0.5637	-0.0490	0.3186	0.2402	0.0147	0.0196
condition-1-en-5k	123	2	sib200	ur	ur	0.2059	0.2206	+0.0147	0.5294	0.5441	+0.0147	0.5735	0.5441	0.1275	0.1127
condition-1-en-5k	123	2	sib200	ur	zh	0.5343	0.5343	+0.0000	0.5343	0.5343	+0.0000	0.0147	0.0000	0.0098	0.0098
condition-1-en-5k	123	2	sib200	zh	en	0.6961	0.6667	-0.0294	0.6961	0.6667	-0.0294	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	123	2	sib200	zh	es	0.3725	0.3824	+0.0098	0.5588	0.5441	-0.0147	0.2402	0.2108	0.0098	0.0098
condition-1-en-5k	123	2	sib200	zh	ur	0.0931	0.1029	+0.0098	0.3971	0.4853	+0.0882	0.7598	0.7843	0.4020	0.2108
condition-1-en-5k	123	2	sib200	zh	zh	0.4853	0.5245	+0.0392	0.6225	0.6275	+0.0049	0.2206	0.1520	0.0245	0.0343
condition-1-en-5k	123	2	xnli	en	en	0.3786	0.3617	-0.0170	0.3786	0.3617	-0.0170	0.0004	0.0008	0.0004	0.0008
condition-1-en-5k	123	2	xnli	en	es	0.3806	0.3916	+0.0110	0.3806	0.3916	+0.0110	0.0034	0.0016	0.0034	0.0016
condition-1-en-5k	123	2	xnli	en	ur	0.2277	0.2088	-0.0190	0.2589	0.2421	-0.0168	0.4289	0.4840	0.3337	0.3840
condition-1-en-5k	123	2	xnli	en	zh	0.2405	0.2541	+0.0136	0.3337	0.3715	+0.0377	0.3212	0.2735	0.1477	0.0623
condition-1-en-5k	123	2	xnli	es	en	0.3661	0.3607	-0.0054	0.3661	0.3607	-0.0054	0.0086	0.0062	0.0086	0.0062
condition-1-en-5k	123	2	xnli	es	es	0.3770	0.3796	+0.0026	0.3770	0.3796	+0.0026	0.0102	0.0026	0.0102	0.0026
condition-1-en-5k	123	2	xnli	es	ur	0.3271	0.3048	-0.0224	0.3319	0.3124	-0.0196	0.1367	0.1904	0.1220	0.1659
condition-1-en-5k	123	2	xnli	es	zh	0.1128	0.1571	+0.0443	0.2369	0.3557	+0.1188	0.7014	0.5725	0.4603	0.1715
condition-1-en-5k	123	2	xnli	ur	en	0.3357	0.3339	-0.0018	0.3357	0.3339	-0.0018	0.0130	0.0126	0.0130	0.0126
condition-1-en-5k	123	2	xnli	ur	es	0.2499	0.3798	+0.1299	0.2499	0.3798	+0.1299	0.3930	0.0379	0.3930	0.0379
condition-1-en-5k	123	2	xnli	ur	ur	0.2990	0.2886	-0.0104	0.3228	0.3230	+0.0002	0.1337	0.1593	0.0655	0.0589
condition-1-en-5k	123	2	xnli	ur	zh	0.2014	0.2808	+0.0794	0.2078	0.2864	+0.0786	0.3856	0.1449	0.3699	0.1202
condition-1-en-5k	123	2	xnli	zh	en	0.4649	0.4593	-0.0056	0.4649	0.4593	-0.0056	0.0054	0.0040	0.0054	0.0040
condition-1-en-5k	123	2	xnli	zh	es	0.3637	0.3587	-0.0050	0.3637	0.3587	-0.0050	0.0142	0.0074	0.0142	0.0074
condition-1-en-5k	123	2	xnli	zh	ur	0.3323	0.3343	+0.0020	0.3341	0.3363	+0.0022	0.0140	0.0130	0.0082	0.0078
condition-1-en-5k	123	2	xnli	zh	zh	0.0675	0.0776	+0.0102	0.2491	0.2942	+0.0451	0.8253	0.8000	0.4054	0.2922
condition-1-en-5k	42	1	belebele	en	en	0.7678	0.7800	+0.0122	0.7678	0.7800	+0.0122	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	belebele	en	es	0.7611	0.7589	-0.0022	0.7611	0.7589	-0.0022	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	belebele	en	ur	0.7411	0.7567	+0.0156	0.7411	0.7567	+0.0156	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	belebele	en	zh	0.7889	0.7889	+0.0000	0.7889	0.7889	+0.0000	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	belebele	es	en	0.6911	0.7033	+0.0122	0.6911	0.7033	+0.0122	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	belebele	es	es	0.6722	0.6733	+0.0011	0.6722	0.6733	+0.0011	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	belebele	es	ur	0.6389	0.6444	+0.0056	0.6389	0.6444	+0.0056	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	belebele	es	zh	0.6956	0.6922	-0.0033	0.6956	0.6922	-0.0033	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	belebele	ur	en	0.6044	0.6167	+0.0122	0.6044	0.6167	+0.0122	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	belebele	ur	es	0.5389	0.5456	+0.0067	0.5389	0.5456	+0.0067	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	belebele	ur	ur	0.5289	0.5422	+0.0133	0.5289	0.5422	+0.0133	0.0044	0.0011	0.0044	0.0011
condition-1-en-5k	42	1	belebele	ur	zh	0.5922	0.5978	+0.0056	0.5922	0.5978	+0.0056	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	belebele	zh	en	0.7500	0.7656	+0.0156	0.7500	0.7656	+0.0156	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	belebele	zh	es	0.7033	0.7056	+0.0022	0.7033	0.7056	+0.0022	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	belebele	zh	ur	0.7011	0.7144	+0.0133	0.7011	0.7144	+0.0133	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	belebele	zh	zh	0.7756	0.7733	-0.0022	0.7756	0.7733	-0.0022	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	csqa	en	en	0.6070	0.6130	+0.0060	0.6070	0.6130	+0.0060	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	csqa	en	es	0.6040	0.6090	+0.0050	0.6040	0.6090	+0.0050	0.0070	0.0010	0.0070	0.0010
condition-1-en-5k	42	1	csqa	en	ur	0.5850	0.5920	+0.0070	0.5850	0.5920	+0.0070	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	csqa	en	zh	0.6410	0.6460	+0.0050	0.6410	0.6460	+0.0050	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	csqa	es	en	0.5240	0.5390	+0.0150	0.5240	0.5390	+0.0150	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	csqa	es	es	0.5290	0.5440	+0.0150	0.5290	0.5440	+0.0150	0.0010	0.0010	0.0010	0.0010
condition-1-en-5k	42	1	csqa	es	ur	0.4730	0.4840	+0.0110	0.4730	0.4840	+0.0110	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	csqa	es	zh	0.5470	0.5480	+0.0010	0.5470	0.5480	+0.0010	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	csqa	ur	en	0.4240	0.4240	+0.0000	0.4240	0.4240	+0.0000	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	csqa	ur	es	0.3960	0.3980	+0.0020	0.3960	0.3980	+0.0020	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	csqa	ur	ur	0.4040	0.4130	+0.0090	0.4040	0.4130	+0.0090	0.0010	0.0000	0.0010	0.0000
condition-1-en-5k	42	1	csqa	ur	zh	0.3760	0.3820	+0.0060	0.3760	0.3820	+0.0060	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	csqa	zh	en	0.5450	0.5540	+0.0090	0.5450	0.5540	+0.0090	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	csqa	zh	es	0.5000	0.5090	+0.0090	0.5000	0.5090	+0.0090	0.0020	0.0000	0.0020	0.0000
condition-1-en-5k	42	1	csqa	zh	ur	0.4810	0.4800	-0.0010	0.4810	0.4800	-0.0010	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	csqa	zh	zh	0.5340	0.5260	-0.0080	0.5340	0.5260	-0.0080	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	sib200	en	en	0.7549	0.7500	-0.0049	0.7549	0.7500	-0.0049	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	sib200	en	es	0.6618	0.6373	-0.0245	0.6618	0.6373	-0.0245	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	sib200	en	ur	0.3088	0.3284	+0.0196	0.4951	0.4755	-0.0196	0.4510	0.3775	0.0931	0.0882
condition-1-en-5k	42	1	sib200	en	zh	0.7157	0.6961	-0.0196	0.7157	0.6961	-0.0196	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	sib200	es	en	0.7794	0.7745	-0.0049	0.7745	0.7647	-0.0098	0.0000	0.0000	0.0049	0.0098
condition-1-en-5k	42	1	sib200	es	es	0.6471	0.6275	-0.0196	0.6520	0.6324	-0.0196	0.0147	0.0147	0.0000	0.0000
condition-1-en-5k	42	1	sib200	es	ur	0.2304	0.2402	+0.0098	0.5343	0.5049	-0.0294	0.6176	0.5931	0.0980	0.1029
condition-1-en-5k	42	1	sib200	es	zh	0.5784	0.5980	+0.0196	0.6373	0.6275	-0.0098	0.0882	0.0588	0.0147	0.0196
condition-1-en-5k	42	1	sib200	ur	en	0.7402	0.6912	-0.0490	0.7255	0.6765	-0.0490	0.0000	0.0000	0.0147	0.0147
condition-1-en-5k	42	1	sib200	ur	es	0.5000	0.4804	-0.0196	0.5343	0.5147	-0.0196	0.0441	0.0392	0.0245	0.0245
condition-1-en-5k	42	1	sib200	ur	ur	0.2157	0.2451	+0.0294	0.5735	0.5539	-0.0196	0.5098	0.3873	0.0343	0.0196
condition-1-en-5k	42	1	sib200	ur	zh	0.5686	0.5441	-0.0245	0.5735	0.5441	-0.0294	0.0098	0.0000	0.0049	0.0098
condition-1-en-5k	42	1	sib200	zh	en	0.8039	0.7696	-0.0343	0.7892	0.7500	-0.0392	0.0098	0.0049	0.0196	0.0245
condition-1-en-5k	42	1	sib200	zh	es	0.5343	0.5049	-0.0294	0.5882	0.5588	-0.0294	0.0784	0.0735	0.0000	0.0000
condition-1-en-5k	42	1	sib200	zh	ur	0.2157	0.2304	+0.0147	0.5294	0.5294	+0.0000	0.6127	0.5539	0.1324	0.0980
condition-1-en-5k	42	1	sib200	zh	zh	0.5343	0.5882	+0.0539	0.6667	0.6618	-0.0049	0.1912	0.1127	0.0098	0.0000
condition-1-en-5k	42	1	xnli	en	en	0.4998	0.5206	+0.0208	0.4998	0.5206	+0.0208	0.0014	0.0002	0.0014	0.0002
condition-1-en-5k	42	1	xnli	en	es	0.3980	0.4200	+0.0220	0.3980	0.4200	+0.0220	0.0002	0.0002	0.0002	0.0002
condition-1-en-5k	42	1	xnli	en	ur	0.3816	0.4206	+0.0389	0.3816	0.4206	+0.0389	0.0010	0.0006	0.0008	0.0004
condition-1-en-5k	42	1	xnli	en	zh	0.3333	0.3343	+0.0010	0.3333	0.3343	+0.0010	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	xnli	es	en	0.4525	0.4657	+0.0132	0.4525	0.4657	+0.0132	0.0006	0.0000	0.0006	0.0000
condition-1-en-5k	42	1	xnli	es	es	0.4547	0.4637	+0.0090	0.4547	0.4637	+0.0090	0.0002	0.0002	0.0002	0.0002
condition-1-en-5k	42	1	xnli	es	ur	0.3433	0.3489	+0.0056	0.3433	0.3489	+0.0056	0.0010	0.0006	0.0010	0.0006
condition-1-en-5k	42	1	xnli	es	zh	0.3337	0.3341	+0.0004	0.3337	0.3341	+0.0004	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	xnli	ur	en	0.4343	0.4347	+0.0004	0.4343	0.4347	+0.0004	0.0038	0.0000	0.0038	0.0000
condition-1-en-5k	42	1	xnli	ur	es	0.3727	0.3828	+0.0102	0.3727	0.3828	+0.0102	0.0002	0.0002	0.0002	0.0002
condition-1-en-5k	42	1	xnli	ur	ur	0.3327	0.3339	+0.0012	0.3327	0.3339	+0.0012	0.0038	0.0024	0.0038	0.0024
condition-1-en-5k	42	1	xnli	ur	zh	0.3311	0.3329	+0.0018	0.3311	0.3329	+0.0018	0.0002	0.0002	0.0002	0.0002
condition-1-en-5k	42	1	xnli	zh	en	0.3906	0.3984	+0.0078	0.3906	0.3984	+0.0078	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	xnli	zh	es	0.3333	0.3333	+0.0000	0.3333	0.3333	+0.0000	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	xnli	zh	ur	0.3345	0.3369	+0.0024	0.3345	0.3369	+0.0024	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	1	xnli	zh	zh	0.3329	0.3331	+0.0002	0.3329	0.3331	+0.0002	0.0004	0.0000	0.0004	0.0000
condition-1-en-5k	42	2	belebele	en	en	0.7822	0.7889	+0.0067	0.7822	0.7889	+0.0067	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	belebele	en	es	0.7756	0.7822	+0.0067	0.7756	0.7822	+0.0067	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	belebele	en	ur	0.7489	0.7622	+0.0133	0.7489	0.7622	+0.0133	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	belebele	en	zh	0.8000	0.8044	+0.0044	0.8000	0.8044	+0.0044	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	belebele	es	en	0.7011	0.7122	+0.0111	0.7011	0.7122	+0.0111	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	belebele	es	es	0.6989	0.6978	-0.0011	0.6989	0.6978	-0.0011	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	belebele	es	ur	0.6389	0.6478	+0.0089	0.6389	0.6478	+0.0089	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	belebele	es	zh	0.7167	0.7178	+0.0011	0.7167	0.7178	+0.0011	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	belebele	ur	en	0.6144	0.6211	+0.0067	0.6144	0.6211	+0.0067	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	belebele	ur	es	0.5544	0.5656	+0.0111	0.5544	0.5656	+0.0111	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	belebele	ur	ur	0.5233	0.5289	+0.0056	0.5233	0.5289	+0.0056	0.0033	0.0011	0.0033	0.0011
condition-1-en-5k	42	2	belebele	ur	zh	0.6067	0.6067	+0.0000	0.6067	0.6067	+0.0000	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	belebele	zh	en	0.7589	0.7644	+0.0056	0.7589	0.7644	+0.0056	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	belebele	zh	es	0.7367	0.7367	+0.0000	0.7367	0.7367	+0.0000	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	belebele	zh	ur	0.7000	0.7089	+0.0089	0.7000	0.7089	+0.0089	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	belebele	zh	zh	0.7611	0.7556	-0.0056	0.7611	0.7556	-0.0056	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	csqa	en	en	0.6070	0.6160	+0.0090	0.6070	0.6160	+0.0090	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	csqa	en	es	0.6230	0.6180	-0.0050	0.6230	0.6180	-0.0050	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	csqa	en	ur	0.5790	0.5850	+0.0060	0.5790	0.5850	+0.0060	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	csqa	en	zh	0.6310	0.6360	+0.0050	0.6310	0.6360	+0.0050	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	csqa	es	en	0.5170	0.5310	+0.0140	0.5170	0.5310	+0.0140	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	csqa	es	es	0.5320	0.5350	+0.0030	0.5320	0.5350	+0.0030	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	csqa	es	ur	0.4800	0.4860	+0.0060	0.4800	0.4860	+0.0060	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	csqa	es	zh	0.5300	0.5350	+0.0050	0.5300	0.5350	+0.0050	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	csqa	ur	en	0.4170	0.4210	+0.0040	0.4170	0.4210	+0.0040	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	csqa	ur	es	0.3930	0.3910	-0.0020	0.3930	0.3910	-0.0020	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	csqa	ur	ur	0.3920	0.3890	-0.0030	0.3920	0.3890	-0.0030	0.0010	0.0000	0.0010	0.0000
condition-1-en-5k	42	2	csqa	ur	zh	0.4020	0.4030	+0.0010	0.4020	0.4030	+0.0010	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	csqa	zh	en	0.5320	0.5310	-0.0010	0.5320	0.5310	-0.0010	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	csqa	zh	es	0.5100	0.5050	-0.0050	0.5100	0.5050	-0.0050	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	csqa	zh	ur	0.4660	0.4690	+0.0030	0.4660	0.4690	+0.0030	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	csqa	zh	zh	0.5320	0.5340	+0.0020	0.5320	0.5340	+0.0020	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	sib200	en	en	0.7206	0.7010	-0.0196	0.7206	0.7010	-0.0196	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	sib200	en	es	0.5343	0.4755	-0.0588	0.5539	0.4951	-0.0588	0.0294	0.0294	0.0000	0.0000
condition-1-en-5k	42	2	sib200	en	ur	0.2696	0.2598	-0.0098	0.3971	0.4363	+0.0392	0.3873	0.4461	0.3039	0.2304
condition-1-en-5k	42	2	sib200	en	zh	0.6275	0.6275	+0.0000	0.6520	0.6520	+0.0000	0.0539	0.0392	0.0098	0.0049
condition-1-en-5k	42	2	sib200	es	en	0.6765	0.6520	-0.0245	0.6765	0.6520	-0.0245	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	sib200	es	es	0.3725	0.3627	-0.0098	0.5147	0.4951	-0.0196	0.1716	0.1520	0.0000	0.0000
condition-1-en-5k	42	2	sib200	es	ur	0.0980	0.0980	+0.0000	0.3088	0.3873	+0.0784	0.6569	0.7108	0.4510	0.3088
condition-1-en-5k	42	2	sib200	es	zh	0.4755	0.4951	+0.0196	0.5931	0.5735	-0.0196	0.1716	0.1324	0.0147	0.0147
condition-1-en-5k	42	2	sib200	ur	en	0.6814	0.6569	-0.0245	0.6814	0.6569	-0.0245	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	42	2	sib200	ur	es	0.3725	0.3725	+0.0000	0.6127	0.5392	-0.0735	0.3186	0.2157	0.0147	0.0098
condition-1-en-5k	42	2	sib200	ur	ur	0.2059	0.2157	+0.0098	0.5294	0.5392	+0.0098	0.5735	0.5490	0.1275	0.1127
condition-1-en-5k	42	2	sib200	ur	zh	0.5343	0.5196	-0.0147	0.5343	0.5196	-0.0147	0.0147	0.0000	0.0098	0.0049
condition-1-en-5k	42	2	sib200	zh	en	0.6961	0.6667	-0.0294	0.6961	0.6667	-0.0294	0.0000	0.0000	0.0000	0.0000
