condition	seed	template	benchmark	data	instr	baseline_orig	cond_orig	delta_orig	baseline_rep	cond_rep	delta_rep	baseline_pf_orig	cond_pf_orig	baseline_pf_rep	cond_pf_rep
condition-2-es-20k	42	2	belebele	zh	en	0.7589	0.7667	+0.0078	0.7589	0.7667	+0.0078	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	belebele	zh	es	0.7367	0.7433	+0.0067	0.7367	0.7433	+0.0067	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	csqa	en	en	0.6070	0.6020	-0.0050	0.6070	0.6020	-0.0050	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	csqa	en	es	0.6230	0.6300	+0.0070	0.6230	0.6300	+0.0070	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	csqa	es	en	0.5170	0.5240	+0.0070	0.5170	0.5240	+0.0070	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	csqa	es	es	0.5320	0.5520	+0.0200	0.5320	0.5520	+0.0200	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	csqa	ur	en	0.4170	0.4250	+0.0080	0.4170	0.4250	+0.0080	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	csqa	ur	es	0.3930	0.4100	+0.0170	0.3930	0.4100	+0.0170	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	csqa	zh	en	0.5320	0.5350	+0.0030	0.5320	0.5350	+0.0030	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	csqa	zh	es	0.5100	0.5200	+0.0100	0.5100	0.5200	+0.0100	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	sib200	en	en	0.7206	0.6912	-0.0294	0.7206	0.6912	-0.0294	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	sib200	en	es	0.5343	0.5049	-0.0294	0.5539	0.5049	-0.0490	0.0294	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	sib200	es	en	0.6765	0.6520	-0.0245	0.6765	0.6520	-0.0245	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	sib200	es	es	0.3725	0.5000	+0.1275	0.5147	0.5000	-0.0147	0.1716	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	sib200	ur	en	0.6814	0.6471	-0.0343	0.6814	0.6471	-0.0343	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	sib200	ur	es	0.3725	0.4314	+0.0588	0.6127	0.4314	-0.1814	0.3186	0.0000	0.0147	0.0000
condition-2-es-20k	42	2	sib200	zh	en	0.6961	0.6373	-0.0588	0.6961	0.6373	-0.0588	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	sib200	zh	es	0.3725	0.5294	+0.1569	0.5588	0.5245	-0.0343	0.2402	0.0000	0.0098	0.0049
condition-2-es-20k	42	2	xnli	en	en	0.3786	0.4084	+0.0297	0.3786	0.4084	+0.0297	0.0004	0.0004	0.0004	0.0004
condition-2-es-20k	42	2	xnli	en	es	0.3806	0.4509	+0.0703	0.3806	0.4509	+0.0703	0.0034	0.0000	0.0034	0.0000
condition-2-es-20k	42	2	xnli	es	en	0.3661	0.3794	+0.0134	0.3661	0.3794	+0.0134	0.0086	0.0006	0.0086	0.0006
condition-2-es-20k	42	2	xnli	es	es	0.3770	0.3988	+0.0218	0.3770	0.3988	+0.0218	0.0102	0.0006	0.0102	0.0006
condition-2-es-20k	42	2	xnli	ur	en	0.3357	0.3325	-0.0032	0.3357	0.3325	-0.0032	0.0130	0.0066	0.0130	0.0066
condition-2-es-20k	42	2	xnli	ur	es	0.2499	0.3950	+0.1451	0.2499	0.3950	+0.1451	0.3930	0.0002	0.3930	0.0002
condition-2-es-20k	42	2	xnli	zh	en	0.4649	0.4838	+0.0190	0.4649	0.4838	+0.0190	0.0054	0.0018	0.0054	0.0018
condition-2-es-20k	42	2	xnli	zh	es	0.3637	0.3737	+0.0100	0.3637	0.3737	+0.0100	0.0142	0.0016	0.0142	0.0016
condition-2-es-5k	123	1	belebele	en	en	0.7678	0.7800	+0.0122	0.7678	0.7800	+0.0122	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	1	belebele	en	es	0.7611	0.7656	+0.0044	0.7611	0.7656	+0.0044	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	1	belebele	es	en	0.6911	0.7056	+0.0144	0.6911	0.7056	+0.0144	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	1	belebele	es	es	0.6722	0.6744	+0.0022	0.6722	0.6744	+0.0022	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	1	belebele	ur	en	0.6044	0.6089	+0.0044	0.6044	0.6089	+0.0044	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	1	belebele	ur	es	0.5389	0.5633	+0.0244	0.5389	0.5633	+0.0244	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	1	belebele	zh	en	0.7500	0.7522	+0.0022	0.7500	0.7522	+0.0022	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	1	belebele	zh	es	0.7033	0.7167	+0.0133	0.7033	0.7167	+0.0133	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	1	csqa	en	en	0.6070	0.6030	-0.0040	0.6070	0.6030	-0.0040	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	1	csqa	en	es	0.6040	0.6050	+0.0010	0.6040	0.6050	+0.0010	0.0070	0.0000	0.0070	0.0000
condition-2-es-5k	123	1	csqa	es	en	0.5240	0.5260	+0.0020	0.5240	0.5260	+0.0020	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	1	csqa	es	es	0.5290	0.5340	+0.0050	0.5290	0.5340	+0.0050	0.0010	0.0000	0.0010	0.0000
condition-2-es-5k	123	1	csqa	ur	en	0.4240	0.4070	-0.0170	0.4240	0.4070	-0.0170	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	1	csqa	ur	es	0.3960	0.4040	+0.0080	0.3960	0.4040	+0.0080	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	1	csqa	zh	en	0.5450	0.5440	-0.0010	0.5450	0.5440	-0.0010	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	1	csqa	zh	es	0.5000	0.5060	+0.0060	0.5000	0.5060	+0.0060	0.0020	0.0000	0.0020	0.0000
condition-2-es-5k	123	1	sib200	en	en	0.7549	0.7647	+0.0098	0.7549	0.7647	+0.0098	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	1	sib200	en	es	0.6618	0.6716	+0.0098	0.6618	0.6716	+0.0098	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	1	sib200	es	en	0.7794	0.7794	+0.0000	0.7745	0.7549	-0.0196	0.0000	0.0000	0.0049	0.0245
condition-2-es-5k	123	1	sib200	es	es	0.6471	0.6422	-0.0049	0.6520	0.6422	-0.0098	0.0147	0.0000	0.0000	0.0000
condition-2-es-5k	123	1	sib200	ur	en	0.7402	0.7010	-0.0392	0.7255	0.6961	-0.0294	0.0000	0.0000	0.0147	0.0049
condition-2-es-5k	123	1	sib200	ur	es	0.5000	0.5441	+0.0441	0.5343	0.5441	+0.0098	0.0441	0.0000	0.0245	0.0490
condition-2-es-5k	123	1	sib200	zh	en	0.8039	0.7843	-0.0196	0.7892	0.7696	-0.0196	0.0098	0.0000	0.0196	0.0147
condition-2-es-5k	123	1	sib200	zh	es	0.5343	0.6422	+0.1078	0.5882	0.6422	+0.0539	0.0784	0.0000	0.0000	0.0196
condition-2-es-5k	123	1	xnli	en	en	0.4998	0.5244	+0.0246	0.4998	0.5244	+0.0246	0.0014	0.0002	0.0014	0.0002
condition-2-es-5k	123	1	xnli	en	es	0.3980	0.4840	+0.0860	0.3980	0.4840	+0.0860	0.0002	0.0002	0.0002	0.0002
condition-2-es-5k	123	1	xnli	es	en	0.4525	0.4756	+0.0232	0.4525	0.4756	+0.0232	0.0006	0.0000	0.0006	0.0000
condition-2-es-5k	123	1	xnli	es	es	0.4547	0.4721	+0.0174	0.4547	0.4721	+0.0174	0.0002	0.0000	0.0002	0.0000
condition-2-es-5k	123	1	xnli	ur	en	0.4343	0.4437	+0.0094	0.4343	0.4437	+0.0094	0.0038	0.0000	0.0038	0.0000
condition-2-es-5k	123	1	xnli	ur	es	0.3727	0.4405	+0.0679	0.3727	0.4405	+0.0679	0.0002	0.0000	0.0002	0.0000
condition-2-es-5k	123	1	xnli	zh	en	0.3906	0.4222	+0.0315	0.3906	0.4222	+0.0315	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	1	xnli	zh	es	0.3333	0.3513	+0.0180	0.3333	0.3513	+0.0180	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	belebele	en	en	0.7822	0.7822	+0.0000	0.7822	0.7822	+0.0000	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	belebele	en	es	0.7756	0.7900	+0.0144	0.7756	0.7900	+0.0144	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	belebele	es	en	0.7011	0.7100	+0.0089	0.7011	0.7100	+0.0089	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	belebele	es	es	0.6989	0.7111	+0.0122	0.6989	0.7111	+0.0122	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	belebele	ur	en	0.6144	0.6289	+0.0144	0.6144	0.6289	+0.0144	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	belebele	ur	es	0.5544	0.5956	+0.0411	0.5544	0.5956	+0.0411	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	belebele	zh	en	0.7589	0.7622	+0.0033	0.7589	0.7622	+0.0033	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	belebele	zh	es	0.7367	0.7456	+0.0089	0.7367	0.7456	+0.0089	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	csqa	en	en	0.6070	0.6040	-0.0030	0.6070	0.6040	-0.0030	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	csqa	en	es	0.6230	0.6240	+0.0010	0.6230	0.6240	+0.0010	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	csqa	es	en	0.5170	0.5270	+0.0100	0.5170	0.5270	+0.0100	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	csqa	es	es	0.5320	0.5450	+0.0130	0.5320	0.5450	+0.0130	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	csqa	ur	en	0.4170	0.4220	+0.0050	0.4170	0.4220	+0.0050	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	csqa	ur	es	0.3930	0.4030	+0.0100	0.3930	0.4030	+0.0100	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	csqa	zh	en	0.5320	0.5420	+0.0100	0.5320	0.5420	+0.0100	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	csqa	zh	es	0.5100	0.5070	-0.0030	0.5100	0.5070	-0.0030	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	sib200	en	en	0.7206	0.6912	-0.0294	0.7206	0.6912	-0.0294	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	sib200	en	es	0.5343	0.4902	-0.0441	0.5539	0.4902	-0.0637	0.0294	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	sib200	es	en	0.6765	0.6471	-0.0294	0.6765	0.6471	-0.0294	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	sib200	es	es	0.3725	0.4706	+0.0980	0.5147	0.4755	-0.0392	0.1716	0.0049	0.0000	0.0000
condition-2-es-5k	123	2	sib200	ur	en	0.6814	0.6618	-0.0196	0.6814	0.6618	-0.0196	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	sib200	ur	es	0.3725	0.4216	+0.0490	0.6127	0.4314	-0.1814	0.3186	0.0147	0.0147	0.0098
condition-2-es-5k	123	2	sib200	zh	en	0.6961	0.6471	-0.0490	0.6961	0.6471	-0.0490	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	123	2	sib200	zh	es	0.3725	0.4951	+0.1225	0.5588	0.5000	-0.0588	0.2402	0.0147	0.0098	0.0098
condition-2-es-5k	123	2	xnli	en	en	0.3786	0.3619	-0.0168	0.3786	0.3619	-0.0168	0.0004	0.0010	0.0004	0.0010
condition-2-es-5k	123	2	xnli	en	es	0.3806	0.3824	+0.0018	0.3806	0.3824	+0.0018	0.0034	0.0000	0.0034	0.0000
condition-2-es-5k	123	2	xnli	es	en	0.3661	0.3555	-0.0106	0.3661	0.3555	-0.0106	0.0086	0.0042	0.0086	0.0042
condition-2-es-5k	123	2	xnli	es	es	0.3770	0.3794	+0.0024	0.3770	0.3794	+0.0024	0.0102	0.0008	0.0102	0.0008
condition-2-es-5k	123	2	xnli	ur	en	0.3357	0.3335	-0.0022	0.3357	0.3335	-0.0022	0.0130	0.0066	0.0130	0.0066
condition-2-es-5k	123	2	xnli	ur	es	0.2499	0.3954	+0.1455	0.2499	0.3954	+0.1455	0.3930	0.0006	0.3930	0.0006
condition-2-es-5k	123	2	xnli	zh	en	0.4649	0.4244	-0.0405	0.4649	0.4244	-0.0405	0.0054	0.0010	0.0054	0.0010
condition-2-es-5k	123	2	xnli	zh	es	0.3637	0.3559	-0.0078	0.3637	0.3559	-0.0078	0.0142	0.0016	0.0142	0.0016
condition-2-es-5k	42	1	belebele	en	en	0.7678	0.7844	+0.0167	0.7678	0.7844	+0.0167	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	1	belebele	en	es	0.7611	0.7689	+0.0078	0.7611	0.7689	+0.0078	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	1	belebele	es	en	0.6911	0.7078	+0.0167	0.6911	0.7078	+0.0167	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	1	belebele	es	es	0.6722	0.6756	+0.0033	0.6722	0.6756	+0.0033	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	1	belebele	ur	en	0.6044	0.6111	+0.0067	0.6044	0.6111	+0.0067	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	1	belebele	ur	es	0.5389	0.5656	+0.0267	0.5389	0.5656	+0.0267	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	1	belebele	zh	en	0.7500	0.7633	+0.0133	0.7500	0.7633	+0.0133	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	1	belebele	zh	es	0.7033	0.7300	+0.0267	0.7033	0.7300	+0.0267	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	1	csqa	en	en	0.6070	0.6020	-0.0050	0.6070	0.6020	-0.0050	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	1	csqa	en	es	0.6040	0.6070	+0.0030	0.6040	0.6070	+0.0030	0.0070	0.0000	0.0070	0.0000
condition-2-es-5k	42	1	csqa	es	en	0.5240	0.5360	+0.0120	0.5240	0.5360	+0.0120	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	1	csqa	es	es	0.5290	0.5400	+0.0110	0.5290	0.5400	+0.0110	0.0010	0.0000	0.0010	0.0000
condition-2-es-5k	42	1	csqa	ur	en	0.4240	0.4140	-0.0100	0.4240	0.4140	-0.0100	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	1	csqa	ur	es	0.3960	0.4080	+0.0120	0.3960	0.4080	+0.0120	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	1	csqa	zh	en	0.5450	0.5540	+0.0090	0.5450	0.5540	+0.0090	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	1	csqa	zh	es	0.5000	0.5060	+0.0060	0.5000	0.5060	+0.0060	0.0020	0.0000	0.0020	0.0000
condition-2-es-5k	42	1	sib200	en	en	0.7549	0.7647	+0.0098	0.7549	0.7598	+0.0049	0.0000	0.0000	0.0000	0.0049
condition-2-es-5k	42	1	sib200	en	es	0.6618	0.6716	+0.0098	0.6618	0.6716	+0.0098	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	1	sib200	es	en	0.7794	0.7794	+0.0000	0.7745	0.7696	-0.0049	0.0000	0.0000	0.0049	0.0098
condition-2-es-5k	42	1	sib200	es	es	0.6471	0.6422	-0.0049	0.6520	0.6422	-0.0098	0.0147	0.0000	0.0000	0.0000
condition-2-es-5k	42	1	sib200	ur	en	0.7402	0.7010	-0.0392	0.7255	0.7010	-0.0245	0.0000	0.0000	0.0147	0.0000
condition-2-es-5k	42	1	sib200	ur	es	0.5000	0.5245	+0.0245	0.5343	0.5245	-0.0098	0.0441	0.0000	0.0245	0.0441
condition-2-es-5k	42	1	sib200	zh	en	0.8039	0.7745	-0.0294	0.7892	0.7647	-0.0245	0.0098	0.0000	0.0196	0.0098
condition-2-es-5k	42	1	sib200	zh	es	0.5343	0.6422	+0.1078	0.5882	0.6275	+0.0392	0.0784	0.0000	0.0000	0.0490
condition-2-es-5k	42	1	xnli	en	en	0.4998	0.5291	+0.0293	0.4998	0.5291	+0.0293	0.0014	0.0002	0.0014	0.0002
condition-2-es-5k	42	1	xnli	en	es	0.3980	0.5090	+0.1110	0.3980	0.5090	+0.1110	0.0002	0.0000	0.0002	0.0000
condition-2-es-5k	42	1	xnli	es	en	0.4525	0.4932	+0.0407	0.4525	0.4932	+0.0407	0.0006	0.0000	0.0006	0.0000
condition-2-es-5k	42	1	xnli	es	es	0.4547	0.4762	+0.0216	0.4547	0.4762	+0.0216	0.0002	0.0002	0.0002	0.0002
condition-2-es-5k	42	1	xnli	ur	en	0.4343	0.4469	+0.0126	0.4343	0.4469	+0.0126	0.0038	0.0000	0.0038	0.0000
condition-2-es-5k	42	1	xnli	ur	es	0.3727	0.4431	+0.0705	0.3727	0.4431	+0.0705	0.0002	0.0000	0.0002	0.0000
condition-2-es-5k	42	1	xnli	zh	en	0.3906	0.4359	+0.0453	0.3906	0.4359	+0.0453	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	1	xnli	zh	es	0.3333	0.3665	+0.0331	0.3333	0.3665	+0.0331	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	belebele	en	en	0.7822	0.7889	+0.0067	0.7822	0.7889	+0.0067	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	belebele	en	es	0.7756	0.7900	+0.0144	0.7756	0.7900	+0.0144	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	belebele	es	en	0.7011	0.7200	+0.0189	0.7011	0.7200	+0.0189	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	belebele	es	es	0.6989	0.7133	+0.0144	0.6989	0.7133	+0.0144	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	belebele	ur	en	0.6144	0.6278	+0.0133	0.6144	0.6278	+0.0133	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	belebele	ur	es	0.5544	0.5889	+0.0344	0.5544	0.5889	+0.0344	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	belebele	zh	en	0.7589	0.7644	+0.0056	0.7589	0.7644	+0.0056	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	belebele	zh	es	0.7367	0.7489	+0.0122	0.7367	0.7489	+0.0122	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	csqa	en	en	0.6070	0.6050	-0.0020	0.6070	0.6050	-0.0020	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	csqa	en	es	0.6230	0.6210	-0.0020	0.6230	0.6210	-0.0020	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	csqa	es	en	0.5170	0.5270	+0.0100	0.5170	0.5270	+0.0100	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	csqa	es	es	0.5320	0.5400	+0.0080	0.5320	0.5400	+0.0080	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	csqa	ur	en	0.4170	0.4180	+0.0010	0.4170	0.4180	+0.0010	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	csqa	ur	es	0.3930	0.4000	+0.0070	0.3930	0.4000	+0.0070	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	csqa	zh	en	0.5320	0.5370	+0.0050	0.5320	0.5370	+0.0050	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	csqa	zh	es	0.5100	0.5070	-0.0030	0.5100	0.5070	-0.0030	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	sib200	en	en	0.7206	0.7059	-0.0147	0.7206	0.7059	-0.0147	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	sib200	en	es	0.5343	0.4853	-0.0490	0.5539	0.4853	-0.0686	0.0294	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	sib200	es	en	0.6765	0.6520	-0.0245	0.6765	0.6520	-0.0245	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	sib200	es	es	0.3725	0.4657	+0.0931	0.5147	0.4706	-0.0441	0.1716	0.0049	0.0000	0.0000
condition-2-es-5k	42	2	sib200	ur	en	0.6814	0.6520	-0.0294	0.6814	0.6520	-0.0294	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	sib200	ur	es	0.3725	0.4167	+0.0441	0.6127	0.4363	-0.1765	0.3186	0.0196	0.0147	0.0049
condition-2-es-5k	42	2	sib200	zh	en	0.6961	0.6569	-0.0392	0.6961	0.6569	-0.0392	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	42	2	sib200	zh	es	0.3725	0.4951	+0.1225	0.5588	0.5000	-0.0588	0.2402	0.0147	0.0098	0.0098
condition-2-es-5k	42	2	xnli	en	en	0.3786	0.3525	-0.0261	0.3786	0.3525	-0.0261	0.0004	0.0006	0.0004	0.0006
condition-2-es-5k	42	2	xnli	en	es	0.3806	0.4126	+0.0319	0.3806	0.4126	+0.0319	0.0034	0.0000	0.0034	0.0000
condition-2-es-5k	42	2	xnli	es	en	0.3661	0.3483	-0.0178	0.3661	0.3483	-0.0178	0.0086	0.0048	0.0086	0.0048
condition-2-es-5k	42	2	xnli	es	es	0.3770	0.4016	+0.0246	0.3770	0.4016	+0.0246	0.0102	0.0012	0.0102	0.0012
condition-2-es-5k	42	2	xnli	ur	en	0.3357	0.3339	-0.0018	0.3357	0.3339	-0.0018	0.0130	0.0064	0.0130	0.0064
condition-2-es-5k	42	2	xnli	ur	es	0.2499	0.4044	+0.1545	0.2499	0.4044	+0.1545	0.3930	0.0002	0.3930	0.0002
condition-2-es-5k	42	2	xnli	zh	en	0.4649	0.4072	-0.0577	0.4649	0.4072	-0.0577	0.0054	0.0008	0.0054	0.0008
condition-2-es-5k	42	2	xnli	zh	es	0.3637	0.3719	+0.0082	0.3637	0.3719	+0.0082	0.0142	0.0030	0.0142	0.0030
condition-2-es-5k	456	1	belebele	en	en	0.7678	0.7833	+0.0156	0.7678	0.7833	+0.0156	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	1	belebele	en	es	0.7611	0.7767	+0.0156	0.7611	0.7767	+0.0156	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	1	belebele	es	en	0.6911	0.7089	+0.0178	0.6911	0.7089	+0.0178	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	1	belebele	es	es	0.6722	0.6733	+0.0011	0.6722	0.6733	+0.0011	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	1	belebele	ur	en	0.6044	0.6133	+0.0089	0.6044	0.6133	+0.0089	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	1	belebele	ur	es	0.5389	0.5500	+0.0111	0.5389	0.5500	+0.0111	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	1	belebele	zh	en	0.7500	0.7622	+0.0122	0.7500	0.7622	+0.0122	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	1	belebele	zh	es	0.7033	0.7200	+0.0167	0.7033	0.7200	+0.0167	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	1	csqa	en	en	0.6070	0.6140	+0.0070	0.6070	0.6140	+0.0070	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	1	csqa	en	es	0.6040	0.6000	-0.0040	0.6040	0.6000	-0.0040	0.0070	0.0000	0.0070	0.0000
condition-2-es-5k	456	1	csqa	es	en	0.5240	0.5370	+0.0130	0.5240	0.5370	+0.0130	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	1	csqa	es	es	0.5290	0.5420	+0.0130	0.5290	0.5420	+0.0130	0.0010	0.0000	0.0010	0.0000
condition-2-es-5k	456	1	csqa	ur	en	0.4240	0.4190	-0.0050	0.4240	0.4190	-0.0050	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	1	csqa	ur	es	0.3960	0.4080	+0.0120	0.3960	0.4080	+0.0120	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	1	csqa	zh	en	0.5450	0.5540	+0.0090	0.5450	0.5540	+0.0090	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	1	csqa	zh	es	0.5000	0.5110	+0.0110	0.5000	0.5110	+0.0110	0.0020	0.0000	0.0020	0.0000
condition-2-es-5k	456	1	sib200	en	en	0.7549	0.7696	+0.0147	0.7549	0.7696	+0.0147	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	1	sib200	en	es	0.6618	0.6765	+0.0147	0.6618	0.6765	+0.0147	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	1	sib200	es	en	0.7794	0.7745	-0.0049	0.7745	0.7647	-0.0098	0.0000	0.0000	0.0049	0.0098
condition-2-es-5k	456	1	sib200	es	es	0.6471	0.6471	+0.0000	0.6520	0.6471	-0.0049	0.0147	0.0000	0.0000	0.0000
condition-2-es-5k	456	1	sib200	ur	en	0.7402	0.7010	-0.0392	0.7255	0.7010	-0.0245	0.0000	0.0000	0.0147	0.0000
condition-2-es-5k	456	1	sib200	ur	es	0.5000	0.5392	+0.0392	0.5343	0.5392	+0.0049	0.0441	0.0000	0.0245	0.0343
condition-2-es-5k	456	1	sib200	zh	en	0.8039	0.7794	-0.0245	0.7892	0.7696	-0.0196	0.0098	0.0000	0.0196	0.0098
condition-2-es-5k	456	1	sib200	zh	es	0.5343	0.6471	+0.1127	0.5882	0.6471	+0.0588	0.0784	0.0000	0.0000	0.0049
condition-2-es-5k	456	1	xnli	en	en	0.4998	0.5248	+0.0250	0.4998	0.5248	+0.0250	0.0014	0.0002	0.0014	0.0002
condition-2-es-5k	456	1	xnli	en	es	0.3980	0.4569	+0.0589	0.3980	0.4569	+0.0589	0.0002	0.0002	0.0002	0.0002
condition-2-es-5k	456	1	xnli	es	en	0.4525	0.4762	+0.0238	0.4525	0.4762	+0.0238	0.0006	0.0000	0.0006	0.0000
condition-2-es-5k	456	1	xnli	es	es	0.4547	0.4339	-0.0208	0.4547	0.4339	-0.0208	0.0002	0.0000	0.0002	0.0000
condition-2-es-5k	456	1	xnli	ur	en	0.4343	0.4455	+0.0112	0.4343	0.4455	+0.0112	0.0038	0.0000	0.0038	0.0000
condition-2-es-5k	456	1	xnli	ur	es	0.3727	0.4357	+0.0631	0.3727	0.4357	+0.0631	0.0002	0.0000	0.0002	0.0000
condition-2-es-5k	456	1	xnli	zh	en	0.3906	0.4210	+0.0303	0.3906	0.4210	+0.0303	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	1	xnli	zh	es	0.3333	0.3435	+0.0102	0.3333	0.3435	+0.0102	0.0000	0.0000	0.0000	0.0000
