target_lang	template	benchmark	data	instr	matched_diagonal	condition	data_volume	matched_instr_for_this_condition	mean_acc_across_seeds	n_seeds
es	1	csqa	zh	zh	y	baseline		n	0.5340	1
es	1	csqa	zh	zh	y	condition-1-en-5k	5k	n	0.5267	3
es	1	csqa	zh	zh	y	condition-1-en-20k	20k	n	0.5360	1
es	1	sib200	en	en	y	baseline		n	0.7549	1
es	1	sib200	en	en	y	condition-1-en-5k	5k	y	0.7533	3
es	1	sib200	en	en	y	condition-1-en-20k	20k	y	0.7549	1
es	1	sib200	en	en	y	condition-2-es-5k	5k	n	0.7647	3
es	1	sib200	en	en	y	condition-2-es-20k	20k	n	0.7549	1
es	1	sib200	en	en	y	condition-5-es-5k	5k	n	0.5980	1
es	1	sib200	en	es	n	baseline		n	0.6618	1
es	1	sib200	en	es	n	condition-1-en-5k	5k	n	0.6487	3
es	1	sib200	en	es	n	condition-1-en-20k	20k	n	0.6176	1
es	1	sib200	en	es	n	condition-2-es-5k	5k	y	0.6732	3
es	1	sib200	en	es	n	condition-2-es-20k	20k	y	0.6814	1
es	1	sib200	en	es	n	condition-5-es-5k	5k	y	0.5196	1
es	1	sib200	en	ur	n	baseline		n	0.4951	1
es	1	sib200	en	ur	n	condition-1-en-5k	5k	n	0.4804	3
es	1	sib200	en	ur	n	condition-1-en-20k	20k	n	0.4951	1
es	1	sib200	en	zh	n	baseline		n	0.7157	1
es	1	sib200	en	zh	n	condition-1-en-5k	5k	n	0.7059	3
es	1	sib200	en	zh	n	condition-1-en-20k	20k	n	0.6961	1
es	1	sib200	es	en	n	baseline		n	0.7745	1
es	1	sib200	es	en	n	condition-1-en-5k	5k	y	0.7582	3
es	1	sib200	es	en	n	condition-1-en-20k	20k	y	0.7745	1
es	1	sib200	es	en	n	condition-2-es-5k	5k	n	0.7631	3
es	1	sib200	es	en	n	condition-2-es-20k	20k	n	0.7598	1
es	1	sib200	es	en	n	condition-5-es-5k	5k	n	0.5539	1
es	1	sib200	es	es	y	baseline		n	0.6520	1
es	1	sib200	es	es	y	condition-1-en-5k	5k	n	0.6389	3
es	1	sib200	es	es	y	condition-1-en-20k	20k	n	0.6029	1
es	1	sib200	es	es	y	condition-2-es-5k	5k	y	0.6438	3
es	1	sib200	es	es	y	condition-2-es-20k	20k	y	0.6765	1
es	1	sib200	es	es	y	condition-5-es-5k	5k	y	0.5245	1
es	1	sib200	es	ur	n	baseline		n	0.5343	1
es	1	sib200	es	ur	n	condition-1-en-5k	5k	n	0.4935	3
es	1	sib200	es	ur	n	condition-1-en-20k	20k	n	0.5147	1
es	1	sib200	es	zh	n	baseline		n	0.6373	1
es	1	sib200	es	zh	n	condition-1-en-5k	5k	n	0.6324	3
es	1	sib200	es	zh	n	condition-1-en-20k	20k	n	0.6225	1
es	1	sib200	ur	en	n	baseline		n	0.7255	1
es	1	sib200	ur	en	n	condition-1-en-5k	5k	y	0.6895	3
es	1	sib200	ur	en	n	condition-1-en-20k	20k	y	0.6863	1
es	1	sib200	ur	en	n	condition-2-es-5k	5k	n	0.6993	3
es	1	sib200	ur	en	n	condition-2-es-20k	20k	n	0.7108	1
es	1	sib200	ur	en	n	condition-5-es-5k	5k	n	0.5000	1
es	1	sib200	ur	es	n	baseline		n	0.5343	1
es	1	sib200	ur	es	n	condition-1-en-5k	5k	n	0.5180	3
es	1	sib200	ur	es	n	condition-1-en-20k	20k	n	0.5000	1
es	1	sib200	ur	es	n	condition-2-es-5k	5k	y	0.5359	3
es	1	sib200	ur	es	n	condition-2-es-20k	20k	y	0.5686	1
es	1	sib200	ur	es	n	condition-5-es-5k	5k	y	0.4804	1
es	1	sib200	ur	ur	y	baseline		n	0.5735	1
es	1	sib200	ur	ur	y	condition-1-en-5k	5k	n	0.5588	3
es	1	sib200	ur	ur	y	condition-1-en-20k	20k	n	0.5686	1
es	1	sib200	ur	zh	n	baseline		n	0.5735	1
es	1	sib200	ur	zh	n	condition-1-en-5k	5k	n	0.5539	3
es	1	sib200	ur	zh	n	condition-1-en-20k	20k	n	0.5245	1
es	1	sib200	zh	en	n	baseline		n	0.7892	1
es	1	sib200	zh	en	n	condition-1-en-5k	5k	y	0.7500	3
es	1	sib200	zh	en	n	condition-1-en-20k	20k	y	0.7647	1
es	1	sib200	zh	en	n	condition-2-es-5k	5k	n	0.7680	3
es	1	sib200	zh	en	n	condition-2-es-20k	20k	n	0.7647	1
es	1	sib200	zh	en	n	condition-5-es-5k	5k	n	0.6127	1
es	1	sib200	zh	es	n	baseline		n	0.5882	1
es	1	sib200	zh	es	n	condition-1-en-5k	5k	n	0.5735	3
es	1	sib200	zh	es	n	condition-1-en-20k	20k	n	0.5490	1
es	1	sib200	zh	es	n	condition-2-es-5k	5k	y	0.6389	3
es	1	sib200	zh	es	n	condition-2-es-20k	20k	y	0.6520	1
es	1	sib200	zh	es	n	condition-5-es-5k	5k	y	0.5882	1
es	1	sib200	zh	ur	n	baseline		n	0.5294	1
es	1	sib200	zh	ur	n	condition-1-en-5k	5k	n	0.5245	3
es	1	sib200	zh	ur	n	condition-1-en-20k	20k	n	0.5294	1
es	1	sib200	zh	zh	y	baseline		n	0.6667	1
es	1	sib200	zh	zh	y	condition-1-en-5k	5k	n	0.6650	3
es	1	sib200	zh	zh	y	condition-1-en-20k	20k	n	0.6471	1
es	1	xnli	en	en	y	baseline		n	0.4998	1
es	1	xnli	en	en	y	condition-1-en-5k	5k	y	0.5226	3
es	1	xnli	en	en	y	condition-1-en-20k	20k	y	0.5166	1
es	1	xnli	en	en	y	condition-2-es-5k	5k	n	0.5261	3
es	1	xnli	en	en	y	condition-2-es-20k	20k	n	0.4986	1
es	1	xnli	en	en	y	condition-5-es-5k	5k	n	0.4319	1
es	1	xnli	en	es	n	baseline		n	0.3980	1
es	1	xnli	en	es	n	condition-1-en-5k	5k	n	0.4161	3
es	1	xnli	en	es	n	condition-1-en-20k	20k	n	0.4457	1
es	1	xnli	en	es	n	condition-2-es-5k	5k	y	0.4833	3
es	1	xnli	en	es	n	condition-2-es-20k	20k	y	0.4194	1
es	1	xnli	en	es	n	condition-5-es-5k	5k	y	0.4102	1
es	1	xnli	en	ur	n	baseline		n	0.3816	1
es	1	xnli	en	ur	n	condition-1-en-5k	5k	n	0.4253	3
es	1	xnli	en	ur	n	condition-1-en-20k	20k	n	0.4677	1
es	1	xnli	en	zh	n	baseline		n	0.3333	1
es	1	xnli	en	zh	n	condition-1-en-5k	5k	n	0.3340	3
es	1	xnli	en	zh	n	condition-1-en-20k	20k	n	0.3329	1
es	1	xnli	es	en	n	baseline		n	0.4525	1
es	1	xnli	es	en	n	condition-1-en-5k	5k	y	0.4687	3
es	1	xnli	es	en	n	condition-1-en-20k	20k	y	0.4677	1
es	1	xnli	es	en	n	condition-2-es-5k	5k	n	0.4817	3
es	1	xnli	es	en	n	condition-2-es-20k	20k	n	0.4631	1
es	1	xnli	es	en	n	condition-5-es-5k	5k	n	0.3479	1
es	1	xnli	es	es	y	baseline		n	0.4547	1
es	1	xnli	es	es	y	condition-1-en-5k	5k	n	0.4623	3
es	1	xnli	es	es	y	condition-1-en-20k	20k	n	0.4758	1
es	1	xnli	es	es	y	condition-2-es-5k	5k	y	0.4607	3
es	1	xnli	es	es	y	condition-2-es-20k	20k	y	0.4042	1
es	1	xnli	es	es	y	condition-5-es-5k	5k	y	0.4479	1
es	1	xnli	es	ur	n	baseline		n	0.3433	1
es	1	xnli	es	ur	n	condition-1-en-5k	5k	n	0.3516	3
es	1	xnli	es	ur	n	condition-1-en-20k	20k	n	0.3752	1
es	1	xnli	es	zh	n	baseline		n	0.3337	1
es	1	xnli	es	zh	n	condition-1-en-5k	5k	n	0.3343	3
es	1	xnli	es	zh	n	condition-1-en-20k	20k	n	0.3337	1
es	1	xnli	ur	en	n	baseline		n	0.4343	1
es	1	xnli	ur	en	n	condition-1-en-5k	5k	y	0.4375	3
es	1	xnli	ur	en	n	condition-1-en-20k	20k	y	0.4379	1
es	1	xnli	ur	en	n	condition-2-es-5k	5k	n	0.4454	3
es	1	xnli	ur	en	n	condition-2-es-20k	20k	n	0.4381	1
es	1	xnli	ur	en	n	condition-5-es-5k	5k	n	0.3840	1
es	1	xnli	ur	es	n	baseline		n	0.3727	1
es	1	xnli	ur	es	n	condition-1-en-5k	5k	n	0.3844	3
es	1	xnli	ur	es	n	condition-1-en-20k	20k	n	0.4060	1
es	1	xnli	ur	es	n	condition-2-es-5k	5k	y	0.4398	3
es	1	xnli	ur	es	n	condition-2-es-20k	20k	y	0.4277	1
es	1	xnli	ur	es	n	condition-5-es-5k	5k	y	0.3920	1
es	1	xnli	ur	ur	y	baseline		n	0.3327	1
es	1	xnli	ur	ur	y	condition-1-en-5k	5k	n	0.3336	3
es	1	xnli	ur	ur	y	condition-1-en-20k	20k	n	0.3403	1
es	1	xnli	ur	zh	n	baseline		n	0.3311	1
es	1	xnli	ur	zh	n	condition-1-en-5k	5k	n	0.3331	3
es	1	xnli	ur	zh	n	condition-1-en-20k	20k	n	0.3333	1
es	1	xnli	zh	en	n	baseline		n	0.3906	1
es	1	xnli	zh	en	n	condition-1-en-5k	5k	y	0.4034	3
es	1	xnli	zh	en	n	condition-1-en-20k	20k	y	0.4120	1
es	1	xnli	zh	en	n	condition-2-es-5k	5k	n	0.4263	3
es	1	xnli	zh	en	n	condition-2-es-20k	20k	n	0.3852	1
es	1	xnli	zh	en	n	condition-5-es-5k	5k	n	0.3525	1
es	1	xnli	zh	es	n	baseline		n	0.3333	1
es	1	xnli	zh	es	n	condition-1-en-5k	5k	n	0.3333	3
es	1	xnli	zh	es	n	condition-1-en-20k	20k	n	0.3337	1
es	1	xnli	zh	es	n	condition-2-es-5k	5k	y	0.3538	3
es	1	xnli	zh	es	n	condition-2-es-20k	20k	y	0.3371	1
es	1	xnli	zh	es	n	condition-5-es-5k	5k	y	0.3365	1
es	1	xnli	zh	ur	n	baseline		n	0.3345	1
es	1	xnli	zh	ur	n	condition-1-en-5k	5k	n	0.3373	3
es	1	xnli	zh	ur	n	condition-1-en-20k	20k	n	0.3423	1
es	1	xnli	zh	zh	y	baseline		n	0.3329	1
es	1	xnli	zh	zh	y	condition-1-en-5k	5k	n	0.3349	3
es	1	xnli	zh	zh	y	condition-1-en-20k	20k	n	0.3331	1
es	2	belebele	en	en	y	baseline		n	0.7822	1
es	2	belebele	en	en	y	condition-1-en-5k	5k	y	0.7870	3
es	2	belebele	en	en	y	condition-1-en-20k	20k	y	0.7922	1
es	2	belebele	en	en	y	condition-2-es-5k	5k	n	0.7870	3
es	2	belebele	en	en	y	condition-2-es-20k	20k	n	0.7867	1
es	2	belebele	en	en	y	condition-5-es-5k	5k	n	0.7956	1
es	2	belebele	en	es	n	baseline		n	0.7756	1
es	2	belebele	en	es	n	condition-1-en-5k	5k	n	0.7830	3
es	2	belebele	en	es	n	condition-1-en-20k	20k	n	0.7789	1
es	2	belebele	en	es	n	condition-2-es-5k	5k	y	0.7919	3
es	2	belebele	en	es	n	condition-2-es-20k	20k	y	0.7944	1
es	2	belebele	en	es	n	condition-5-es-5k	5k	y	0.8022	1
es	2	belebele	en	ur	n	baseline		n	0.7489	1
es	2	belebele	en	ur	n	condition-1-en-5k	5k	n	0.7611	3
es	2	belebele	en	ur	n	condition-1-en-20k	20k	n	0.7600	1
es	2	belebele	en	zh	n	baseline		n	0.8000	1
es	2	belebele	en	zh	n	condition-1-en-5k	5k	n	0.8015	3
es	2	belebele	en	zh	n	condition-1-en-20k	20k	n	0.7967	1
es	2	belebele	es	en	n	baseline		n	0.7011	1
es	2	belebele	es	en	n	condition-1-en-5k	5k	y	0.7096	3
es	2	belebele	es	en	n	condition-1-en-20k	20k	y	0.7189	1
es	2	belebele	es	en	n	condition-2-es-5k	5k	n	0.7174	3
es	2	belebele	es	en	n	condition-2-es-20k	20k	n	0.7222	1
es	2	belebele	es	en	n	condition-5-es-5k	5k	n	0.7089	1
es	2	belebele	es	es	y	baseline		n	0.6989	1
es	2	belebele	es	es	y	condition-1-en-5k	5k	n	0.6952	3
es	2	belebele	es	es	y	condition-1-en-20k	20k	n	0.6833	1
es	2	belebele	es	es	y	condition-2-es-5k	5k	y	0.7093	3
es	2	belebele	es	es	y	condition-2-es-20k	20k	y	0.6978	1
es	2	belebele	es	es	y	condition-5-es-5k	5k	y	0.6978	1
es	2	belebele	es	ur	n	baseline		n	0.6389	1
es	2	belebele	es	ur	n	condition-1-en-5k	5k	n	0.6456	3
es	2	belebele	es	ur	n	condition-1-en-20k	20k	n	0.6422	1
es	2	belebele	es	zh	n	baseline		n	0.7167	1
es	2	belebele	es	zh	n	condition-1-en-5k	5k	n	0.7193	3
es	2	belebele	es	zh	n	condition-1-en-20k	20k	n	0.7156	1
es	2	belebele	ur	en	n	baseline		n	0.6144	1
es	2	belebele	ur	en	n	condition-1-en-5k	5k	y	0.6200	3
es	2	belebele	ur	en	n	condition-1-en-20k	20k	y	0.6222	1
es	2	belebele	ur	en	n	condition-2-es-5k	5k	n	0.6259	3
es	2	belebele	ur	en	n	condition-2-es-20k	20k	n	0.6178	1
es	2	belebele	ur	en	n	condition-5-es-5k	5k	n	0.6078	1
es	2	belebele	ur	es	n	baseline		n	0.5544	1
es	2	belebele	ur	es	n	condition-1-en-5k	5k	n	0.5622	3
es	2	belebele	ur	es	n	condition-1-en-20k	20k	n	0.5656	1
es	2	belebele	ur	es	n	condition-2-es-5k	5k	y	0.5922	3
es	2	belebele	ur	es	n	condition-2-es-20k	20k	y	0.5878	1
es	2	belebele	ur	es	n	condition-5-es-5k	5k	y	0.5600	1
es	2	belebele	ur	ur	y	baseline		n	0.5233	1
es	2	belebele	ur	ur	y	condition-1-en-5k	5k	n	0.5256	3
es	2	belebele	ur	ur	y	condition-1-en-20k	20k	n	0.5156	1
es	2	belebele	ur	zh	n	baseline		n	0.6067	1
es	2	belebele	ur	zh	n	condition-1-en-5k	5k	n	0.6030	3
es	2	belebele	ur	zh	n	condition-1-en-20k	20k	n	0.6056	1
es	2	belebele	zh	en	n	baseline		n	0.7589	1
es	2	belebele	zh	en	n	condition-1-en-5k	5k	y	0.7637	3
es	2	belebele	zh	en	n	condition-1-en-20k	20k	y	0.7622	1
es	2	belebele	zh	en	n	condition-2-es-5k	5k	n	0.7648	3
es	2	belebele	zh	en	n	condition-2-es-20k	20k	n	0.7667	1
es	2	belebele	zh	en	n	condition-5-es-5k	5k	n	0.7478	1
es	2	belebele	zh	es	n	baseline		n	0.7367	1
es	2	belebele	zh	es	n	condition-1-en-5k	5k	n	0.7352	3
es	2	belebele	zh	es	n	condition-1-en-20k	20k	n	0.7344	1
es	2	belebele	zh	es	n	condition-2-es-5k	5k	y	0.7467	3
es	2	belebele	zh	es	n	condition-2-es-20k	20k	y	0.7433	1
es	2	belebele	zh	es	n	condition-5-es-5k	5k	y	0.7478	1
es	2	belebele	zh	ur	n	baseline		n	0.7000	1
es	2	belebele	zh	ur	n	condition-1-en-5k	5k	n	0.7093	3
es	2	belebele	zh	ur	n	condition-1-en-20k	20k	n	0.7033	1
es	2	belebele	zh	zh	y	baseline		n	0.7611	1
es	2	belebele	zh	zh	y	condition-1-en-5k	5k	n	0.7578	3
es	2	belebele	zh	zh	y	condition-1-en-20k	20k	n	0.7633	1
es	2	csqa	en	en	y	baseline		n	0.6070	1
es	2	csqa	en	en	y	condition-1-en-5k	5k	y	0.6113	3
es	2	csqa	en	en	y	condition-1-en-20k	20k	y	0.6160	1
es	2	csqa	en	en	y	condition-2-es-5k	5k	n	0.6063	3
es	2	csqa	en	en	y	condition-2-es-20k	20k	n	0.6020	1
es	2	csqa	en	en	y	condition-5-es-5k	5k	n	0.6040	1
es	2	csqa	en	es	n	baseline		n	0.6230	1
es	2	csqa	en	es	n	condition-1-en-5k	5k	n	0.6187	3
es	2	csqa	en	es	n	condition-1-en-20k	20k	n	0.6210	1
es	2	csqa	en	es	n	condition-2-es-5k	5k	y	0.6220	3
es	2	csqa	en	es	n	condition-2-es-20k	20k	y	0.6300	1
es	2	csqa	en	es	n	condition-5-es-5k	5k	y	0.6090	1
es	2	csqa	en	ur	n	baseline		n	0.5790	1
es	2	csqa	en	ur	n	condition-1-en-5k	5k	n	0.5860	3
es	2	csqa	en	ur	n	condition-1-en-20k	20k	n	0.5820	1
es	2	csqa	en	zh	n	baseline		n	0.6310	1
es	2	csqa	en	zh	n	condition-1-en-5k	5k	n	0.6363	3
es	2	csqa	en	zh	n	condition-1-en-20k	20k	n	0.6340	1
es	2	csqa	es	en	n	baseline		n	0.5170	1
es	2	csqa	es	en	n	condition-1-en-5k	5k	y	0.5260	3
es	2	csqa	es	en	n	condition-1-en-20k	20k	y	0.5270	1
es	2	csqa	es	en	n	condition-2-es-5k	5k	n	0.5287	3
es	2	csqa	es	en	n	condition-2-es-20k	20k	n	0.5240	1
es	2	csqa	es	en	n	condition-5-es-5k	5k	n	0.4940	1
es	2	csqa	es	es	y	baseline		n	0.5320	1
es	2	csqa	es	es	y	condition-1-en-5k	5k	n	0.5340	3
es	2	csqa	es	es	y	condition-1-en-20k	20k	n	0.5350	1
es	2	csqa	es	es	y	condition-2-es-5k	5k	y	0.5430	3
es	2	csqa	es	es	y	condition-2-es-20k	20k	y	0.5520	1
es	2	csqa	es	es	y	condition-5-es-5k	5k	y	0.5310	1
es	2	csqa	es	ur	n	baseline		n	0.4800	1
es	2	csqa	es	ur	n	condition-1-en-5k	5k	n	0.4830	3
es	2	csqa	es	ur	n	condition-1-en-20k	20k	n	0.4830	1
es	2	csqa	es	zh	n	baseline		n	0.5300	1
es	2	csqa	es	zh	n	condition-1-en-5k	5k	n	0.5293	3
es	2	csqa	es	zh	n	condition-1-en-20k	20k	n	0.5350	1
es	2	csqa	ur	en	n	baseline		n	0.4170	1
es	2	csqa	ur	en	n	condition-1-en-5k	5k	y	0.4197	3
es	2	csqa	ur	en	n	condition-1-en-20k	20k	y	0.4210	1
es	2	csqa	ur	en	n	condition-2-es-5k	5k	n	0.4200	3
es	2	csqa	ur	en	n	condition-2-es-20k	20k	n	0.4250	1
es	2	csqa	ur	en	n	condition-5-es-5k	5k	n	0.3850	1
es	2	csqa	ur	es	n	baseline		n	0.3930	1
es	2	csqa	ur	es	n	condition-1-en-5k	5k	n	0.3940	3
es	2	csqa	ur	es	n	condition-1-en-20k	20k	n	0.3920	1
es	2	csqa	ur	es	n	condition-2-es-5k	5k	y	0.4027	3
es	2	csqa	ur	es	n	condition-2-es-20k	20k	y	0.4100	1
es	2	csqa	ur	es	n	condition-5-es-5k	5k	y	0.3920	1
es	2	csqa	ur	ur	y	baseline		n	0.3920	1
es	2	csqa	ur	ur	y	condition-1-en-5k	5k	n	0.3920	3
es	2	csqa	ur	ur	y	condition-1-en-20k	20k	n	0.4000	1
es	2	csqa	ur	zh	n	baseline		n	0.4020	1
es	2	csqa	ur	zh	n	condition-1-en-5k	5k	n	0.4030	3
es	2	csqa	ur	zh	n	condition-1-en-20k	20k	n	0.4080	1
es	2	csqa	zh	en	n	baseline		n	0.5320	1
es	2	csqa	zh	en	n	condition-1-en-5k	5k	y	0.5323	3
es	2	csqa	zh	en	n	condition-1-en-20k	20k	y	0.5410	1
es	2	csqa	zh	en	n	condition-2-es-5k	5k	n	0.5413	3
es	2	csqa	zh	en	n	condition-2-es-20k	20k	n	0.5350	1
es	2	csqa	zh	en	n	condition-5-es-5k	5k	n	0.5080	1
es	2	csqa	zh	es	n	baseline		n	0.5100	1
es	2	csqa	zh	es	n	condition-1-en-5k	5k	n	0.5043	3
es	2	csqa	zh	es	n	condition-1-en-20k	20k	n	0.5040	1
es	2	csqa	zh	es	n	condition-2-es-5k	5k	y	0.5093	3
es	2	csqa	zh	es	n	condition-2-es-20k	20k	y	0.5200	1
es	2	csqa	zh	es	n	condition-5-es-5k	5k	y	0.5000	1
es	2	csqa	zh	ur	n	baseline		n	0.4660	1
es	2	csqa	zh	ur	n	condition-1-en-5k	5k	n	0.4663	3
es	2	csqa	zh	ur	n	condition-1-en-20k	20k	n	0.4750	1
es	2	csqa	zh	zh	y	baseline		n	0.5320	1
es	2	csqa	zh	zh	y	condition-1-en-5k	5k	n	0.5343	3
es	2	csqa	zh	zh	y	condition-1-en-20k	20k	n	0.5370	1
es	2	sib200	en	en	y	baseline		n	0.7206	1
es	2	sib200	en	en	y	condition-1-en-5k	5k	y	0.7092	3
es	2	sib200	en	en	y	condition-1-en-20k	20k	y	0.6863	1
es	2	sib200	en	en	y	condition-2-es-5k	5k	n	0.6961	3
es	2	sib200	en	en	y	condition-2-es-20k	20k	n	0.6912	1
es	2	sib200	en	en	y	condition-5-es-5k	5k	n	0.7010	1
es	2	sib200	en	es	n	baseline		n	0.5539	1
es	2	sib200	en	es	n	condition-1-en-5k	5k	n	0.5131	3
es	2	sib200	en	es	n	condition-1-en-20k	20k	n	0.4657	1
es	2	sib200	en	es	n	condition-2-es-5k	5k	y	0.4886	3
es	2	sib200	en	es	n	condition-2-es-20k	20k	y	0.5049	1
es	2	sib200	en	es	n	condition-5-es-5k	5k	y	0.3725	1
es	2	sib200	en	ur	n	baseline		n	0.3971	1
es	2	sib200	en	ur	n	condition-1-en-5k	5k	n	0.4232	3
es	2	sib200	en	ur	n	condition-1-en-20k	20k	n	0.4559	1
es	2	sib200	en	zh	n	baseline		n	0.6520	1
es	2	sib200	en	zh	n	condition-1-en-5k	5k	n	0.6503	3
es	2	sib200	en	zh	n	condition-1-en-20k	20k	n	0.6373	1
es	2	sib200	es	en	n	baseline		n	0.6765	1
es	2	sib200	es	en	n	condition-1-en-5k	5k	y	0.6585	3
es	2	sib200	es	en	n	condition-1-en-20k	20k	y	0.6422	1
es	2	sib200	es	en	n	condition-2-es-5k	5k	n	0.6503	3
es	2	sib200	es	en	n	condition-2-es-20k	20k	n	0.6520	1
es	2	sib200	es	en	n	condition-5-es-5k	5k	n	0.6471	1
es	2	sib200	es	es	y	baseline		n	0.5147	1
es	2	sib200	es	es	y	condition-1-en-5k	5k	n	0.5000	3
es	2	sib200	es	es	y	condition-1-en-20k	20k	n	0.4608	1
es	2	sib200	es	es	y	condition-2-es-5k	5k	y	0.4788	3
es	2	sib200	es	es	y	condition-2-es-20k	20k	y	0.5000	1
es	2	sib200	es	es	y	condition-5-es-5k	5k	y	0.3382	1
es	2	sib200	es	ur	n	baseline		n	0.3088	1
es	2	sib200	es	ur	n	condition-1-en-5k	5k	n	0.3693	3
es	2	sib200	es	ur	n	condition-1-en-20k	20k	n	0.4118	1
es	2	sib200	es	zh	n	baseline		n	0.5931	1
es	2	sib200	es	zh	n	condition-1-en-5k	5k	n	0.5752	3
es	2	sib200	es	zh	n	condition-1-en-20k	20k	n	0.5833	1
es	2	sib200	ur	en	n	baseline		n	0.6814	1
es	2	sib200	ur	en	n	condition-1-en-5k	5k	y	0.6667	3
es	2	sib200	ur	en	n	condition-1-en-20k	20k	y	0.6471	1
es	2	sib200	ur	en	n	condition-2-es-5k	5k	n	0.6601	3
es	2	sib200	ur	en	n	condition-2-es-20k	20k	n	0.6471	1
es	2	sib200	ur	en	n	condition-5-es-5k	5k	n	0.6275	1
es	2	sib200	ur	es	n	baseline		n	0.6127	1
es	2	sib200	ur	es	n	condition-1-en-5k	5k	n	0.5637	3
es	2	sib200	ur	es	n	condition-1-en-20k	20k	n	0.5196	1
es	2	sib200	ur	es	n	condition-2-es-5k	5k	y	0.4477	3
es	2	sib200	ur	es	n	condition-2-es-20k	20k	y	0.4314	1
es	2	sib200	ur	es	n	condition-5-es-5k	5k	y	0.3873	1
es	2	sib200	ur	ur	y	baseline		n	0.5294	1
es	2	sib200	ur	ur	y	condition-1-en-5k	5k	n	0.5441	3
es	2	sib200	ur	ur	y	condition-1-en-20k	20k	n	0.5637	1
es	2	sib200	ur	zh	n	baseline		n	0.5343	1
es	2	sib200	ur	zh	n	condition-1-en-5k	5k	n	0.5294	3
es	2	sib200	ur	zh	n	condition-1-en-20k	20k	n	0.5049	1
es	2	sib200	zh	en	n	baseline		n	0.6961	1
es	2	sib200	zh	en	n	condition-1-en-5k	5k	y	0.6716	3
es	2	sib200	zh	en	n	condition-1-en-20k	20k	y	0.6324	1
es	2	sib200	zh	en	n	condition-2-es-5k	5k	n	0.6536	3
es	2	sib200	zh	en	n	condition-2-es-20k	20k	n	0.6373	1
es	2	sib200	zh	en	n	condition-5-es-5k	5k	n	0.6667	1
es	2	sib200	zh	es	n	baseline		n	0.5588	1
es	2	sib200	zh	es	n	condition-1-en-5k	5k	n	0.5376	3
es	2	sib200	zh	es	n	condition-1-en-20k	20k	n	0.5196	1
es	2	sib200	zh	es	n	condition-2-es-5k	5k	y	0.5033	3
es	2	sib200	zh	es	n	condition-2-es-20k	20k	y	0.5245	1
es	2	sib200	zh	es	n	condition-5-es-5k	5k	y	0.4608	1
es	2	sib200	zh	ur	n	baseline		n	0.3971	1
es	2	sib200	zh	ur	n	condition-1-en-5k	5k	n	0.4853	3
es	2	sib200	zh	ur	n	condition-1-en-20k	20k	n	0.4951	1
es	2	sib200	zh	zh	y	baseline		n	0.6225	1
es	2	sib200	zh	zh	y	condition-1-en-5k	5k	n	0.6242	3
es	2	sib200	zh	zh	y	condition-1-en-20k	20k	n	0.6176	1
es	2	xnli	en	en	y	baseline		n	0.3786	1
es	2	xnli	en	en	y	condition-1-en-5k	5k	y	0.3565	3
es	2	xnli	en	en	y	condition-1-en-20k	20k	y	0.3447	1
es	2	xnli	en	en	y	condition-2-es-5k	5k	n	0.3601	3
es	2	xnli	en	en	y	condition-2-es-20k	20k	n	0.4084	1
es	2	xnli	en	en	y	condition-5-es-5k	5k	n	0.4267	1
es	2	xnli	en	es	n	baseline		n	0.3806	1
es	2	xnli	en	es	n	condition-1-en-5k	5k	n	0.3904	3
es	2	xnli	en	es	n	condition-1-en-20k	20k	n	0.3752	1
es	2	xnli	en	es	n	condition-2-es-5k	5k	y	0.3947	3
es	2	xnli	en	es	n	condition-2-es-20k	20k	y	0.4509	1
es	2	xnli	en	es	n	condition-5-es-5k	5k	y	0.3886	1
es	2	xnli	en	ur	n	baseline		n	0.2589	1
es	2	xnli	en	ur	n	condition-1-en-5k	5k	n	0.2512	3
es	2	xnli	en	ur	n	condition-1-en-20k	20k	n	0.2493	1
es	2	xnli	en	zh	n	baseline		n	0.3337	1
es	2	xnli	en	zh	n	condition-1-en-5k	5k	n	0.3840	3
es	2	xnli	en	zh	n	condition-1-en-20k	20k	n	0.3271	1
es	2	xnli	es	en	n	baseline		n	0.3661	1
es	2	xnli	es	en	n	condition-1-en-5k	5k	y	0.3547	3
es	2	xnli	es	en	n	condition-1-en-20k	20k	y	0.3441	1
es	2	xnli	es	en	n	condition-2-es-5k	5k	n	0.3546	3
es	2	xnli	es	en	n	condition-2-es-20k	20k	n	0.3794	1
es	2	xnli	es	en	n	condition-5-es-5k	5k	n	0.3946	1
es	2	xnli	es	es	y	baseline		n	0.3770	1
es	2	xnli	es	es	y	condition-1-en-5k	5k	n	0.3766	3
es	2	xnli	es	es	y	condition-1-en-20k	20k	n	0.3607	1
es	2	xnli	es	es	y	condition-2-es-5k	5k	y	0.3858	3
es	2	xnli	es	es	y	condition-2-es-20k	20k	y	0.3988	1
es	2	xnli	es	es	y	condition-5-es-5k	5k	y	0.3643	1
es	2	xnli	es	ur	n	baseline		n	0.3319	1
es	2	xnli	es	ur	n	condition-1-en-5k	5k	n	0.3191	3
es	2	xnli	es	ur	n	condition-1-en-20k	20k	n	0.3140	1
es	2	xnli	es	zh	n	baseline		n	0.2369	1
es	2	xnli	es	zh	n	condition-1-en-5k	5k	n	0.3463	3
es	2	xnli	es	zh	n	condition-1-en-20k	20k	n	0.2715	1
es	2	xnli	ur	en	n	baseline		n	0.3357	1
