target_lang	template	benchmark	data	instr	matched_diagonal	condition	data_volume	matched_instr_for_this_condition	mean_acc_across_seeds	n_seeds
zh	1	belebele	en	zh	n	condition-1-en-5k	5k	n	0.7885	3
zh	1	belebele	en	zh	n	condition-1-en-20k	20k	n	0.7900	1
zh	1	belebele	en	zh	n	condition-2-zh-5k	5k	y	0.8007	3
zh	1	belebele	en	zh	n	condition-2-zh-20k	20k	y	0.7978	1
zh	1	belebele	en	zh	n	condition-3-zh-5k	5k	y	0.7889	1
zh	1	belebele	en	zh	n	condition-5-zh-5k	5k	y	0.8056	1
zh	1	belebele	es	en	n	baseline		n	0.6911	1
zh	1	belebele	es	en	n	condition-1-en-5k	5k	y	0.7000	3
zh	1	belebele	es	en	n	condition-1-en-20k	20k	y	0.7000	1
zh	1	belebele	es	en	n	condition-2-zh-5k	5k	n	0.7048	3
zh	1	belebele	es	en	n	condition-2-zh-20k	20k	n	0.6978	1
zh	1	belebele	es	en	n	condition-3-zh-5k	5k	n	0.7056	1
zh	1	belebele	es	en	n	condition-5-zh-5k	5k	n	0.7044	1
zh	1	belebele	es	es	y	baseline		n	0.6722	1
zh	1	belebele	es	es	y	condition-1-en-5k	5k	n	0.6719	3
zh	1	belebele	es	es	y	condition-1-en-20k	20k	n	0.6667	1
zh	1	belebele	es	ur	n	baseline		n	0.6389	1
zh	1	belebele	es	ur	n	condition-1-en-5k	5k	n	0.6422	3
zh	1	belebele	es	ur	n	condition-1-en-20k	20k	n	0.6344	1
zh	1	belebele	es	zh	n	baseline		n	0.6956	1
zh	1	belebele	es	zh	n	condition-1-en-5k	5k	n	0.6937	3
zh	1	belebele	es	zh	n	condition-1-en-20k	20k	n	0.6989	1
zh	1	belebele	es	zh	n	condition-2-zh-5k	5k	y	0.7333	3
zh	1	belebele	es	zh	n	condition-2-zh-20k	20k	y	0.7144	1
zh	1	belebele	es	zh	n	condition-3-zh-5k	5k	y	0.7133	1
zh	1	belebele	es	zh	n	condition-5-zh-5k	5k	y	0.7478	1
zh	1	belebele	ur	en	n	baseline		n	0.6044	1
zh	1	belebele	ur	en	n	condition-1-en-5k	5k	y	0.6130	3
zh	1	belebele	ur	en	n	condition-1-en-20k	20k	y	0.6144	1
zh	1	belebele	ur	en	n	condition-2-zh-5k	5k	n	0.6167	3
zh	1	belebele	ur	en	n	condition-2-zh-20k	20k	n	0.6156	1
zh	1	belebele	ur	en	n	condition-3-zh-5k	5k	n	0.6100	1
zh	1	belebele	ur	en	n	condition-5-zh-5k	5k	n	0.6189	1
zh	1	belebele	ur	es	n	baseline		n	0.5389	1
zh	1	belebele	ur	es	n	condition-1-en-5k	5k	n	0.5356	3
zh	1	belebele	ur	es	n	condition-1-en-20k	20k	n	0.5389	1
zh	1	belebele	ur	ur	y	baseline		n	0.5289	1
zh	1	belebele	ur	ur	y	condition-1-en-5k	5k	n	0.5367	3
zh	1	belebele	ur	ur	y	condition-1-en-20k	20k	n	0.5233	1
zh	1	belebele	ur	zh	n	baseline		n	0.5922	1
zh	1	belebele	ur	zh	n	condition-1-en-5k	5k	n	0.5996	3
zh	1	belebele	ur	zh	n	condition-1-en-20k	20k	n	0.5944	1
zh	1	belebele	ur	zh	n	condition-2-zh-5k	5k	y	0.6215	3
zh	1	belebele	ur	zh	n	condition-2-zh-20k	20k	y	0.6278	1
zh	1	belebele	ur	zh	n	condition-3-zh-5k	5k	y	0.6144	1
zh	1	belebele	ur	zh	n	condition-5-zh-5k	5k	y	0.6089	1
zh	1	belebele	zh	en	n	baseline		n	0.7500	1
zh	1	belebele	zh	en	n	condition-1-en-5k	5k	y	0.7596	3
zh	1	belebele	zh	en	n	condition-1-en-20k	20k	y	0.7600	1
zh	1	belebele	zh	en	n	condition-2-zh-5k	5k	n	0.7659	3
zh	1	belebele	zh	en	n	condition-2-zh-20k	20k	n	0.7700	1
zh	1	belebele	zh	en	n	condition-3-zh-5k	5k	n	0.7644	1
zh	1	belebele	zh	en	n	condition-5-zh-5k	5k	n	0.7633	1
zh	1	belebele	zh	es	n	baseline		n	0.7033	1
zh	1	belebele	zh	es	n	condition-1-en-5k	5k	n	0.7044	3
zh	1	belebele	zh	es	n	condition-1-en-20k	20k	n	0.7011	1
zh	1	belebele	zh	ur	n	baseline		n	0.7011	1
zh	1	belebele	zh	ur	n	condition-1-en-5k	5k	n	0.7144	3
zh	1	belebele	zh	ur	n	condition-1-en-20k	20k	n	0.7044	1
zh	1	belebele	zh	zh	y	baseline		n	0.7756	1
zh	1	belebele	zh	zh	y	condition-1-en-5k	5k	n	0.7752	3
zh	1	belebele	zh	zh	y	condition-1-en-20k	20k	n	0.7656	1
zh	1	belebele	zh	zh	y	condition-2-zh-5k	5k	y	0.7807	3
zh	1	belebele	zh	zh	y	condition-2-zh-20k	20k	y	0.7722	1
zh	1	belebele	zh	zh	y	condition-3-zh-5k	5k	y	0.7789	1
zh	1	belebele	zh	zh	y	condition-5-zh-5k	5k	y	0.7822	1
zh	1	csqa	en	en	y	baseline		n	0.6070	1
zh	1	csqa	en	en	y	condition-1-en-5k	5k	y	0.6120	3
zh	1	csqa	en	en	y	condition-1-en-20k	20k	y	0.6150	1
zh	1	csqa	en	en	y	condition-2-zh-5k	5k	n	0.6027	3
zh	1	csqa	en	en	y	condition-2-zh-20k	20k	n	0.6160	1
zh	1	csqa	en	en	y	condition-3-zh-5k	5k	n	0.6090	1
zh	1	csqa	en	en	y	condition-5-zh-5k	5k	n	0.5920	1
zh	1	csqa	en	es	n	baseline		n	0.6040	1
zh	1	csqa	en	es	n	condition-1-en-5k	5k	n	0.6117	3
zh	1	csqa	en	es	n	condition-1-en-20k	20k	n	0.6140	1
zh	1	csqa	en	ur	n	baseline		n	0.5850	1
zh	1	csqa	en	ur	n	condition-1-en-5k	5k	n	0.5920	3
zh	1	csqa	en	ur	n	condition-1-en-20k	20k	n	0.5930	1
zh	1	csqa	en	zh	n	baseline		n	0.6410	1
zh	1	csqa	en	zh	n	condition-1-en-5k	5k	n	0.6447	3
zh	1	csqa	en	zh	n	condition-1-en-20k	20k	n	0.6520	1
zh	1	csqa	en	zh	n	condition-2-zh-5k	5k	y	0.6440	3
zh	1	csqa	en	zh	n	condition-2-zh-20k	20k	y	0.6460	1
zh	1	csqa	en	zh	n	condition-3-zh-5k	5k	y	0.6440	1
zh	1	csqa	en	zh	n	condition-5-zh-5k	5k	y	0.6160	1
zh	1	csqa	es	en	n	baseline		n	0.5240	1
zh	1	csqa	es	en	n	condition-1-en-5k	5k	y	0.5303	3
zh	1	csqa	es	en	n	condition-1-en-20k	20k	y	0.5370	1
zh	1	csqa	es	en	n	condition-2-zh-5k	5k	n	0.5223	3
zh	1	csqa	es	en	n	condition-2-zh-20k	20k	n	0.5290	1
zh	1	csqa	es	en	n	condition-3-zh-5k	5k	n	0.5500	1
zh	1	csqa	es	en	n	condition-5-zh-5k	5k	n	0.5110	1
zh	1	csqa	es	es	y	baseline		n	0.5290	1
zh	1	csqa	es	es	y	condition-1-en-5k	5k	n	0.5333	3
zh	1	csqa	es	es	y	condition-1-en-20k	20k	n	0.5230	1
zh	1	csqa	es	ur	n	baseline		n	0.4730	1
zh	1	csqa	es	ur	n	condition-1-en-5k	5k	n	0.4823	3
zh	1	csqa	es	ur	n	condition-1-en-20k	20k	n	0.4830	1
zh	1	csqa	es	zh	n	baseline		n	0.5470	1
zh	1	csqa	es	zh	n	condition-1-en-5k	5k	n	0.5480	3
zh	1	csqa	es	zh	n	condition-1-en-20k	20k	n	0.5530	1
zh	1	csqa	es	zh	n	condition-2-zh-5k	5k	y	0.5670	3
zh	1	csqa	es	zh	n	condition-2-zh-20k	20k	y	0.5710	1
zh	1	csqa	es	zh	n	condition-3-zh-5k	5k	y	0.5430	1
zh	1	csqa	es	zh	n	condition-5-zh-5k	5k	y	0.5370	1
zh	1	csqa	ur	en	n	baseline		n	0.4240	1
zh	1	csqa	ur	en	n	condition-1-en-5k	5k	y	0.4237	3
zh	1	csqa	ur	en	n	condition-1-en-20k	20k	y	0.4320	1
zh	1	csqa	ur	en	n	condition-2-zh-5k	5k	n	0.4197	3
zh	1	csqa	ur	en	n	condition-2-zh-20k	20k	n	0.4250	1
zh	1	csqa	ur	en	n	condition-3-zh-5k	5k	n	0.4240	1
zh	1	csqa	ur	en	n	condition-5-zh-5k	5k	n	0.3780	1
zh	1	csqa	ur	es	n	baseline		n	0.3960	1
zh	1	csqa	ur	es	n	condition-1-en-5k	5k	n	0.3970	3
zh	1	csqa	ur	es	n	condition-1-en-20k	20k	n	0.3940	1
zh	1	csqa	ur	ur	y	baseline		n	0.4040	1
zh	1	csqa	ur	ur	y	condition-1-en-5k	5k	n	0.4090	3
zh	1	csqa	ur	ur	y	condition-1-en-20k	20k	n	0.4020	1
zh	1	csqa	ur	zh	n	baseline		n	0.3760	1
zh	1	csqa	ur	zh	n	condition-1-en-5k	5k	n	0.3867	3
zh	1	csqa	ur	zh	n	condition-1-en-20k	20k	n	0.3960	1
zh	1	csqa	ur	zh	n	condition-2-zh-5k	5k	y	0.4287	3
zh	1	csqa	ur	zh	n	condition-2-zh-20k	20k	y	0.4360	1
zh	1	csqa	ur	zh	n	condition-3-zh-5k	5k	y	0.4140	1
zh	1	csqa	ur	zh	n	condition-5-zh-5k	5k	y	0.3990	1
zh	1	csqa	zh	en	n	baseline		n	0.5450	1
zh	1	csqa	zh	en	n	condition-1-en-5k	5k	y	0.5527	3
zh	1	csqa	zh	en	n	condition-1-en-20k	20k	y	0.5490	1
zh	1	csqa	zh	en	n	condition-2-zh-5k	5k	n	0.5433	3
zh	1	csqa	zh	en	n	condition-2-zh-20k	20k	n	0.5520	1
zh	1	csqa	zh	en	n	condition-3-zh-5k	5k	n	0.5570	1
zh	1	csqa	zh	en	n	condition-5-zh-5k	5k	n	0.5160	1
zh	1	csqa	zh	es	n	baseline		n	0.5000	1
zh	1	csqa	zh	es	n	condition-1-en-5k	5k	n	0.5067	3
zh	1	csqa	zh	es	n	condition-1-en-20k	20k	n	0.5110	1
zh	1	csqa	zh	ur	n	baseline		n	0.4810	1
zh	1	csqa	zh	ur	n	condition-1-en-5k	5k	n	0.4820	3
zh	1	csqa	zh	ur	n	condition-1-en-20k	20k	n	0.4830	1
zh	1	csqa	zh	zh	y	baseline		n	0.5340	1
zh	1	csqa	zh	zh	y	condition-1-en-5k	5k	n	0.5267	3
zh	1	csqa	zh	zh	y	condition-1-en-20k	20k	n	0.5360	1
zh	1	csqa	zh	zh	y	condition-2-zh-5k	5k	y	0.5503	3
zh	1	csqa	zh	zh	y	condition-2-zh-20k	20k	y	0.5410	1
zh	1	csqa	zh	zh	y	condition-3-zh-5k	5k	y	0.5410	1
zh	1	csqa	zh	zh	y	condition-5-zh-5k	5k	y	0.5310	1
zh	1	sib200	en	en	y	baseline		n	0.7549	1
zh	1	sib200	en	en	y	condition-1-en-5k	5k	y	0.7533	3
zh	1	sib200	en	en	y	condition-1-en-20k	20k	y	0.7549	1
zh	1	sib200	en	en	y	condition-2-zh-5k	5k	n	0.7647	3
zh	1	sib200	en	en	y	condition-2-zh-20k	20k	n	0.7451	1
zh	1	sib200	en	en	y	condition-3-zh-5k	5k	n	0.7451	1
zh	1	sib200	en	en	y	condition-5-zh-5k	5k	n	0.6569	1
zh	1	sib200	en	es	n	baseline		n	0.6618	1
zh	1	sib200	en	es	n	condition-1-en-5k	5k	n	0.6487	3
zh	1	sib200	en	es	n	condition-1-en-20k	20k	n	0.6176	1
zh	1	sib200	en	ur	n	baseline		n	0.4951	1
zh	1	sib200	en	ur	n	condition-1-en-5k	5k	n	0.4804	3
zh	1	sib200	en	ur	n	condition-1-en-20k	20k	n	0.4951	1
zh	1	sib200	en	zh	n	baseline		n	0.7157	1
zh	1	sib200	en	zh	n	condition-1-en-5k	5k	n	0.7059	3
zh	1	sib200	en	zh	n	condition-1-en-20k	20k	n	0.6961	1
zh	1	sib200	en	zh	n	condition-2-zh-5k	5k	y	0.7092	3
zh	1	sib200	en	zh	n	condition-2-zh-20k	20k	y	0.6667	1
zh	1	sib200	en	zh	n	condition-3-zh-5k	5k	y	0.6814	1
zh	1	sib200	en	zh	n	condition-5-zh-5k	5k	y	0.4559	1
zh	1	sib200	es	en	n	baseline		n	0.7745	1
zh	1	sib200	es	en	n	condition-1-en-5k	5k	y	0.7582	3
zh	1	sib200	es	en	n	condition-1-en-20k	20k	y	0.7745	1
zh	1	sib200	es	en	n	condition-2-zh-5k	5k	n	0.7712	3
zh	1	sib200	es	en	n	condition-2-zh-20k	20k	n	0.7549	1
zh	1	sib200	es	en	n	condition-3-zh-5k	5k	n	0.7402	1
zh	1	sib200	es	en	n	condition-5-zh-5k	5k	n	0.7059	1
zh	1	sib200	es	es	y	baseline		n	0.6520	1
zh	1	sib200	es	es	y	condition-1-en-5k	5k	n	0.6389	3
zh	1	sib200	es	es	y	condition-1-en-20k	20k	n	0.6029	1
zh	1	sib200	es	ur	n	baseline		n	0.5343	1
zh	1	sib200	es	ur	n	condition-1-en-5k	5k	n	0.4935	3
zh	1	sib200	es	ur	n	condition-1-en-20k	20k	n	0.5147	1
zh	1	sib200	es	zh	n	baseline		n	0.6373	1
zh	1	sib200	es	zh	n	condition-1-en-5k	5k	n	0.6324	3
zh	1	sib200	es	zh	n	condition-1-en-20k	20k	n	0.6225	1
zh	1	sib200	es	zh	n	condition-2-zh-5k	5k	y	0.6814	3
zh	1	sib200	es	zh	n	condition-2-zh-20k	20k	y	0.6520	1
zh	1	sib200	es	zh	n	condition-3-zh-5k	5k	y	0.6912	1
zh	1	sib200	es	zh	n	condition-5-zh-5k	5k	y	0.4118	1
zh	1	sib200	ur	en	n	baseline		n	0.7255	1
zh	1	sib200	ur	en	n	condition-1-en-5k	5k	y	0.6895	3
zh	1	sib200	ur	en	n	condition-1-en-20k	20k	y	0.6863	1
zh	1	sib200	ur	en	n	condition-2-zh-5k	5k	n	0.7124	3
zh	1	sib200	ur	en	n	condition-2-zh-20k	20k	n	0.6863	1
zh	1	sib200	ur	en	n	condition-3-zh-5k	5k	n	0.6912	1
zh	1	sib200	ur	en	n	condition-5-zh-5k	5k	n	0.5588	1
zh	1	sib200	ur	es	n	baseline		n	0.5343	1
zh	1	sib200	ur	es	n	condition-1-en-5k	5k	n	0.5180	3
zh	1	sib200	ur	es	n	condition-1-en-20k	20k	n	0.5000	1
zh	1	sib200	ur	ur	y	baseline		n	0.5735	1
zh	1	sib200	ur	ur	y	condition-1-en-5k	5k	n	0.5588	3
zh	1	sib200	ur	ur	y	condition-1-en-20k	20k	n	0.5686	1
zh	1	sib200	ur	zh	n	baseline		n	0.5735	1
zh	1	sib200	ur	zh	n	condition-1-en-5k	5k	n	0.5539	3
zh	1	sib200	ur	zh	n	condition-1-en-20k	20k	n	0.5245	1
zh	1	sib200	ur	zh	n	condition-2-zh-5k	5k	y	0.6389	3
zh	1	sib200	ur	zh	n	condition-2-zh-20k	20k	y	0.5931	1
zh	1	sib200	ur	zh	n	condition-3-zh-5k	5k	y	0.6078	1
zh	1	sib200	ur	zh	n	condition-5-zh-5k	5k	y	0.3186	1
zh	1	sib200	zh	en	n	baseline		n	0.7892	1
zh	1	sib200	zh	en	n	condition-1-en-5k	5k	y	0.7500	3
zh	1	sib200	zh	en	n	condition-1-en-20k	20k	y	0.7647	1
zh	1	sib200	zh	en	n	condition-2-zh-5k	5k	n	0.7582	3
zh	1	sib200	zh	en	n	condition-2-zh-20k	20k	n	0.7598	1
zh	1	sib200	zh	en	n	condition-3-zh-5k	5k	n	0.7549	1
zh	1	sib200	zh	en	n	condition-5-zh-5k	5k	n	0.6422	1
zh	1	sib200	zh	es	n	baseline		n	0.5882	1
zh	1	sib200	zh	es	n	condition-1-en-5k	5k	n	0.5735	3
zh	1	sib200	zh	es	n	condition-1-en-20k	20k	n	0.5490	1
zh	1	sib200	zh	ur	n	baseline		n	0.5294	1
zh	1	sib200	zh	ur	n	condition-1-en-5k	5k	n	0.5245	3
zh	1	sib200	zh	ur	n	condition-1-en-20k	20k	n	0.5294	1
zh	1	sib200	zh	zh	y	baseline		n	0.6667	1
zh	1	sib200	zh	zh	y	condition-1-en-5k	5k	n	0.6650	3
zh	1	sib200	zh	zh	y	condition-1-en-20k	20k	n	0.6471	1
zh	1	sib200	zh	zh	y	condition-2-zh-5k	5k	y	0.6895	3
zh	1	sib200	zh	zh	y	condition-2-zh-20k	20k	y	0.6471	1
zh	1	sib200	zh	zh	y	condition-3-zh-5k	5k	y	0.6863	1
zh	1	sib200	zh	zh	y	condition-5-zh-5k	5k	y	0.5343	1
zh	1	xnli	en	en	y	baseline		n	0.4998	1
zh	1	xnli	en	en	y	condition-1-en-5k	5k	y	0.5226	3
zh	1	xnli	en	en	y	condition-1-en-20k	20k	y	0.5166	1
zh	1	xnli	en	en	y	condition-2-zh-5k	5k	n	0.5124	3
zh	1	xnli	en	en	y	condition-2-zh-20k	20k	n	0.5301	1
zh	1	xnli	en	en	y	condition-3-zh-5k	5k	n	0.5347	1
zh	1	xnli	en	en	y	condition-5-zh-5k	5k	n	0.3731	1
zh	1	xnli	en	es	n	baseline		n	0.3980	1
zh	1	xnli	en	es	n	condition-1-en-5k	5k	n	0.4161	3
zh	1	xnli	en	es	n	condition-1-en-20k	20k	n	0.4457	1
zh	1	xnli	en	ur	n	baseline		n	0.3816	1
zh	1	xnli	en	ur	n	condition-1-en-5k	5k	n	0.4253	3
zh	1	xnli	en	ur	n	condition-1-en-20k	20k	n	0.4677	1
zh	1	xnli	en	zh	n	baseline		n	0.3333	1
zh	1	xnli	en	zh	n	condition-1-en-5k	5k	n	0.3340	3
zh	1	xnli	en	zh	n	condition-1-en-20k	20k	n	0.3329	1
zh	1	xnli	en	zh	n	condition-2-zh-5k	5k	y	0.3329	3
zh	1	xnli	en	zh	n	condition-2-zh-20k	20k	y	0.3333	1
zh	1	xnli	en	zh	n	condition-3-zh-5k	5k	y	0.3325	1
zh	1	xnli	en	zh	n	condition-5-zh-5k	5k	y	0.3545	1
zh	1	xnli	es	en	n	baseline		n	0.4525	1
zh	1	xnli	es	en	n	condition-1-en-5k	5k	y	0.4687	3
zh	1	xnli	es	en	n	condition-1-en-20k	20k	y	0.4677	1
zh	1	xnli	es	en	n	condition-2-zh-5k	5k	n	0.4524	3
zh	1	xnli	es	en	n	condition-2-zh-20k	20k	n	0.4754	1
zh	1	xnli	es	en	n	condition-3-zh-5k	5k	n	0.4858	1
zh	1	xnli	es	en	n	condition-5-zh-5k	5k	n	0.3387	1
zh	1	xnli	es	es	y	baseline		n	0.4547	1
zh	1	xnli	es	es	y	condition-1-en-5k	5k	n	0.4623	3
zh	1	xnli	es	es	y	condition-1-en-20k	20k	n	0.4758	1
zh	1	xnli	es	ur	n	baseline		n	0.3433	1
zh	1	xnli	es	ur	n	condition-1-en-5k	5k	n	0.3516	3
zh	1	xnli	es	ur	n	condition-1-en-20k	20k	n	0.3752	1
zh	1	xnli	es	zh	n	baseline		n	0.3337	1
zh	1	xnli	es	zh	n	condition-1-en-5k	5k	n	0.3343	3
zh	1	xnli	es	zh	n	condition-1-en-20k	20k	n	0.3337	1
zh	1	xnli	es	zh	n	condition-2-zh-5k	5k	y	0.3332	3
zh	1	xnli	es	zh	n	condition-2-zh-20k	20k	y	0.3333	1
zh	1	xnli	es	zh	n	condition-3-zh-5k	5k	y	0.3325	1
zh	1	xnli	es	zh	n	condition-5-zh-5k	5k	y	0.3840	1
zh	1	xnli	ur	en	n	baseline		n	0.4343	1
zh	1	xnli	ur	en	n	condition-1-en-5k	5k	y	0.4375	3
zh	1	xnli	ur	en	n	condition-1-en-20k	20k	y	0.4379	1
zh	1	xnli	ur	en	n	condition-2-zh-5k	5k	n	0.4465	3
zh	1	xnli	ur	en	n	condition-2-zh-20k	20k	n	0.4565	1
zh	1	xnli	ur	en	n	condition-3-zh-5k	5k	n	0.4409	1
zh	1	xnli	ur	en	n	condition-5-zh-5k	5k	n	0.3431	1
zh	1	xnli	ur	es	n	baseline		n	0.3727	1
zh	1	xnli	ur	es	n	condition-1-en-5k	5k	n	0.3844	3
zh	1	xnli	ur	es	n	condition-1-en-20k	20k	n	0.4060	1
zh	1	xnli	ur	ur	y	baseline		n	0.3327	1
zh	1	xnli	ur	ur	y	condition-1-en-5k	5k	n	0.3336	3
zh	1	xnli	ur	ur	y	condition-1-en-20k	20k	n	0.3403	1
zh	1	xnli	ur	zh	n	baseline		n	0.3311	1
zh	1	xnli	ur	zh	n	condition-1-en-5k	5k	n	0.3331	3
zh	1	xnli	ur	zh	n	condition-1-en-20k	20k	n	0.3333	1
zh	1	xnli	ur	zh	n	condition-2-zh-5k	5k	y	0.3346	3
zh	1	xnli	ur	zh	n	condition-2-zh-20k	20k	y	0.3335	1
zh	1	xnli	ur	zh	n	condition-3-zh-5k	5k	y	0.3311	1
zh	1	xnli	ur	zh	n	condition-5-zh-5k	5k	y	0.3377	1
zh	1	xnli	zh	en	n	baseline		n	0.3906	1
zh	1	xnli	zh	en	n	condition-1-en-5k	5k	y	0.4034	3
zh	1	xnli	zh	en	n	condition-1-en-20k	20k	y	0.4120	1
zh	1	xnli	zh	en	n	condition-2-zh-5k	5k	n	0.4078	3
zh	1	xnli	zh	en	n	condition-2-zh-20k	20k	n	0.4126	1
zh	1	xnli	zh	en	n	condition-3-zh-5k	5k	n	0.4429	1
zh	1	xnli	zh	en	n	condition-5-zh-5k	5k	n	0.3737	1
zh	1	xnli	zh	es	n	baseline		n	0.3333	1
zh	1	xnli	zh	es	n	condition-1-en-5k	5k	n	0.3333	3
zh	1	xnli	zh	es	n	condition-1-en-20k	20k	n	0.3337	1
zh	1	xnli	zh	ur	n	baseline		n	0.3345	1
zh	1	xnli	zh	ur	n	condition-1-en-5k	5k	n	0.3373	3
zh	1	xnli	zh	ur	n	condition-1-en-20k	20k	n	0.3423	1
zh	1	xnli	zh	zh	y	baseline		n	0.3329	1
zh	1	xnli	zh	zh	y	condition-1-en-5k	5k	n	0.3349	3
zh	1	xnli	zh	zh	y	condition-1-en-20k	20k	n	0.3331	1
zh	1	xnli	zh	zh	y	condition-2-zh-5k	5k	y	0.3350	3
zh	1	xnli	zh	zh	y	condition-2-zh-20k	20k	y	0.3331	1
zh	1	xnli	zh	zh	y	condition-3-zh-5k	5k	y	0.3323	1
zh	1	xnli	zh	zh	y	condition-5-zh-5k	5k	y	0.3525	1
zh	2	belebele	en	en	y	baseline		n	0.7822	1
zh	2	belebele	en	en	y	condition-1-en-5k	5k	y	0.7870	3
zh	2	belebele	en	en	y	condition-1-en-20k	20k	y	0.7922	1
zh	2	belebele	en	en	y	condition-2-zh-5k	5k	n	0.7870	3
zh	2	belebele	en	en	y	condition-2-zh-20k	20k	n	0.7933	1
zh	2	belebele	en	en	y	condition-3-zh-5k	5k	n	0.7911	1
zh	2	belebele	en	en	y	condition-5-zh-5k	5k	n	0.8044	1
zh	2	belebele	en	es	n	baseline		n	0.7756	1
zh	2	belebele	en	es	n	condition-1-en-5k	5k	n	0.7830	3
zh	2	belebele	en	es	n	condition-1-en-20k	20k	n	0.7789	1
zh	2	belebele	en	ur	n	baseline		n	0.7489	1
zh	2	belebele	en	ur	n	condition-1-en-5k	5k	n	0.7611	3
zh	2	belebele	en	ur	n	condition-1-en-20k	20k	n	0.7600	1
zh	2	belebele	en	zh	n	baseline		n	0.8000	1
zh	2	belebele	en	zh	n	condition-1-en-5k	5k	n	0.8015	3
zh	2	belebele	en	zh	n	condition-1-en-20k	20k	n	0.7967	1
zh	2	belebele	en	zh	n	condition-2-zh-5k	5k	y	0.8119	3
zh	2	belebele	en	zh	n	condition-2-zh-20k	20k	y	0.8022	1
zh	2	belebele	en	zh	n	condition-3-zh-5k	5k	y	0.8022	1
zh	2	belebele	en	zh	n	condition-5-zh-5k	5k	y	0.8144	1
zh	2	belebele	es	en	n	baseline		n	0.7011	1
zh	2	belebele	es	en	n	condition-1-en-5k	5k	y	0.7096	3
zh	2	belebele	es	en	n	condition-1-en-20k	20k	y	0.7189	1
zh	2	belebele	es	en	n	condition-2-zh-5k	5k	n	0.7204	3
zh	2	belebele	es	en	n	condition-2-zh-20k	20k	n	0.7233	1
zh	2	belebele	es	en	n	condition-3-zh-5k	5k	n	0.7222	1
zh	2	belebele	es	en	n	condition-5-zh-5k	5k	n	0.7289	1
zh	2	belebele	es	es	y	baseline		n	0.6989	1
zh	2	belebele	es	es	y	condition-1-en-5k	5k	n	0.6952	3
zh	2	belebele	es	es	y	condition-1-en-20k	20k	n	0.6833	1
zh	2	belebele	es	ur	n	baseline		n	0.6389	1
zh	2	belebele	es	ur	n	condition-1-en-5k	5k	n	0.6456	3
zh	2	belebele	es	ur	n	condition-1-en-20k	20k	n	0.6422	1
zh	2	belebele	es	zh	n	baseline		n	0.7167	1
zh	2	belebele	es	zh	n	condition-1-en-5k	5k	n	0.7193	3
zh	2	belebele	es	zh	n	condition-1-en-20k	20k	n	0.7156	1
zh	2	belebele	es	zh	n	condition-2-zh-5k	5k	y	0.7396	3
zh	2	belebele	es	zh	n	condition-2-zh-20k	20k	y	0.7200	1
zh	2	belebele	es	zh	n	condition-3-zh-5k	5k	y	0.7278	1
zh	2	belebele	es	zh	n	condition-5-zh-5k	5k	y	0.7356	1
zh	2	belebele	ur	en	n	baseline		n	0.6144	1
zh	2	belebele	ur	en	n	condition-1-en-5k	5k	y	0.6200	3
zh	2	belebele	ur	en	n	condition-1-en-20k	20k	y	0.6222	1
zh	2	belebele	ur	en	n	condition-2-zh-5k	5k	n	0.6259	3
zh	2	belebele	ur	en	n	condition-2-zh-20k	20k	n	0.6256	1
zh	2	belebele	ur	en	n	condition-3-zh-5k	5k	n	0.6289	1
zh	2	belebele	ur	en	n	condition-5-zh-5k	5k	n	0.6278	1
zh	2	belebele	ur	es	n	baseline		n	0.5544	1
zh	2	belebele	ur	es	n	condition-1-en-5k	5k	n	0.5622	3
zh	2	belebele	ur	es	n	condition-1-en-20k	20k	n	0.5656	1
zh	2	belebele	ur	ur	y	baseline		n	0.5233	1
zh	2	belebele	ur	ur	y	condition-1-en-5k	5k	n	0.5256	3
zh	2	belebele	ur	ur	y	condition-1-en-20k	20k	n	0.5156	1
zh	2	belebele	ur	zh	n	baseline		n	0.6067	1
zh	2	belebele	ur	zh	n	condition-1-en-5k	5k	n	0.6030	3
zh	2	belebele	ur	zh	n	condition-1-en-20k	20k	n	0.6056	1
zh	2	belebele	ur	zh	n	condition-2-zh-5k	5k	y	0.6370	3
zh	2	belebele	ur	zh	n	condition-2-zh-20k	20k	y	0.6267	1
zh	2	belebele	ur	zh	n	condition-3-zh-5k	5k	y	0.6167	1
zh	2	belebele	ur	zh	n	condition-5-zh-5k	5k	y	0.6233	1
zh	2	belebele	zh	en	n	baseline		n	0.7589	1
zh	2	belebele	zh	en	n	condition-1-en-5k	5k	y	0.7637	3
zh	2	belebele	zh	en	n	condition-1-en-20k	20k	y	0.7622	1
zh	2	belebele	zh	en	n	condition-2-zh-5k	5k	n	0.7781	3
zh	2	belebele	zh	en	n	condition-2-zh-20k	20k	n	0.7767	1
zh	2	belebele	zh	en	n	condition-3-zh-5k	5k	n	0.7733	1
zh	2	belebele	zh	en	n	condition-5-zh-5k	5k	n	0.7756	1
zh	2	belebele	zh	es	n	baseline		n	0.7367	1
zh	2	belebele	zh	es	n	condition-1-en-5k	5k	n	0.7352	3
zh	2	belebele	zh	es	n	condition-1-en-20k	20k	n	0.7344	1
zh	2	belebele	zh	ur	n	baseline		n	0.7000	1
zh	2	belebele	zh	ur	n	condition-1-en-5k	5k	n	0.7093	3
zh	2	belebele	zh	ur	n	condition-1-en-20k	20k	n	0.7033	1
zh	2	belebele	zh	zh	y	baseline		n	0.7611	1
