condition	seed	benchmark	data	instr	matched_instr	matched_diagonal	t1_acc	t2_acc	delta_t2_t1	t1_count	t2_count	t1_correct	t2_correct
condition-2-ur-5k	456	belebele	ur	ur	y	y	0.5378	0.5544	+0.0167	900	900	484	499
condition-2-ur-5k	456	belebele	zh	en	n	n	0.7722	0.7778	+0.0056	900	900	695	700
condition-2-ur-5k	456	belebele	zh	ur	y	n	0.7633	0.7611	-0.0022	900	900	687	685
condition-2-ur-5k	456	csqa	en	en	n	y	0.6120	0.6160	+0.0040	1000	1000	612	616
condition-2-ur-5k	456	csqa	en	ur	y	n	0.5900	0.6100	+0.0200	1000	1000	590	610
condition-2-ur-5k	456	csqa	es	en	n	n	0.5450	0.5390	-0.0060	1000	1000	545	539
condition-2-ur-5k	456	csqa	es	ur	y	n	0.4900	0.5030	+0.0130	1000	1000	490	503
condition-2-ur-5k	456	csqa	ur	en	n	n	0.3960	0.3900	-0.0060	1000	1000	396	390
condition-2-ur-5k	456	csqa	ur	ur	y	y	0.3690	0.3770	+0.0080	1000	1000	369	377
condition-2-ur-5k	456	csqa	zh	en	n	n	0.5610	0.5390	-0.0220	1000	1000	561	539
condition-2-ur-5k	456	csqa	zh	ur	y	n	0.4850	0.5020	+0.0170	1000	1000	485	502
condition-2-ur-5k	456	sib200	en	en	n	y	0.7794	0.6961	-0.0833	204	204	159	142
condition-2-ur-5k	456	sib200	en	ur	y	n	0.5833	0.6765	+0.0931	204	204	119	138
condition-2-ur-5k	456	sib200	es	en	n	n	0.7402	0.6618	-0.0784	204	204	151	135
condition-2-ur-5k	456	sib200	es	ur	y	n	0.5294	0.6373	+0.1078	204	204	108	130
condition-2-ur-5k	456	sib200	ur	en	n	n	0.6961	0.6667	-0.0294	204	204	142	136
condition-2-ur-5k	456	sib200	ur	ur	y	y	0.4461	0.5686	+0.1225	204	204	91	116
condition-2-ur-5k	456	sib200	zh	en	n	n	0.7451	0.6863	-0.0588	204	204	152	140
condition-2-ur-5k	456	sib200	zh	ur	y	n	0.6765	0.6716	-0.0049	204	204	138	137
condition-2-ur-5k	456	xnli	en	en	n	y	0.5383	0.3786	-0.1597	5010	5010	2697	1897
condition-2-ur-5k	456	xnli	en	ur	y	n	0.3451	0.3525	+0.0074	5010	5010	1729	1766
condition-2-ur-5k	456	xnli	es	en	n	n	0.4878	0.3848	-0.1030	5010	5010	2444	1928
condition-2-ur-5k	456	xnli	es	ur	y	n	0.3399	0.3657	+0.0257	5010	5010	1703	1832
condition-2-ur-5k	456	xnli	ur	en	n	n	0.4315	0.3399	-0.0916	5010	5010	2162	1703
condition-2-ur-5k	456	xnli	ur	ur	y	y	0.3381	0.3435	+0.0054	5010	5010	1694	1721
condition-2-ur-5k	456	xnli	zh	en	n	n	0.4485	0.4405	-0.0080	5010	5010	2247	2207
condition-2-ur-5k	456	xnli	zh	ur	y	n	0.3341	0.4385	+0.1044	5010	5010	1674	2197
condition-2-zh-20k	42	belebele	en	en	n	y	0.7889	0.7933	+0.0044	900	900	710	714
condition-2-zh-20k	42	belebele	en	zh	y	n	0.7978	0.8022	+0.0044	900	900	718	722
condition-2-zh-20k	42	belebele	es	en	n	n	0.6978	0.7233	+0.0256	900	900	628	651
condition-2-zh-20k	42	belebele	es	zh	y	n	0.7144	0.7200	+0.0056	900	900	643	648
condition-2-zh-20k	42	belebele	ur	en	n	n	0.6156	0.6256	+0.0100	900	900	554	563
condition-2-zh-20k	42	belebele	ur	zh	y	n	0.6278	0.6267	-0.0011	900	900	565	564
condition-2-zh-20k	42	belebele	zh	en	n	n	0.7700	0.7767	+0.0067	900	900	693	699
condition-2-zh-20k	42	belebele	zh	zh	y	y	0.7722	0.7767	+0.0044	900	900	695	699
condition-2-zh-20k	42	csqa	en	en	n	y	0.6160	0.6070	-0.0090	1000	1000	616	607
condition-2-zh-20k	42	csqa	en	zh	y	n	0.6460	0.6330	-0.0130	1000	1000	646	633
condition-2-zh-20k	42	csqa	es	en	n	n	0.5290	0.5280	-0.0010	1000	1000	529	528
condition-2-zh-20k	42	csqa	es	zh	y	n	0.5710	0.5500	-0.0210	1000	1000	571	550
condition-2-zh-20k	42	csqa	ur	en	n	n	0.4250	0.4230	-0.0020	1000	1000	425	423
condition-2-zh-20k	42	csqa	ur	zh	y	n	0.4360	0.4130	-0.0230	1000	1000	436	413
condition-2-zh-20k	42	csqa	zh	en	n	n	0.5520	0.5380	-0.0140	1000	1000	552	538
condition-2-zh-20k	42	csqa	zh	zh	y	y	0.5410	0.5400	-0.0010	1000	1000	541	540
condition-2-zh-20k	42	sib200	en	en	n	y	0.7451	0.7108	-0.0343	204	204	152	145
condition-2-zh-20k	42	sib200	en	zh	y	n	0.6667	0.6520	-0.0147	204	204	136	133
condition-2-zh-20k	42	sib200	es	en	n	n	0.7549	0.6569	-0.0980	204	204	154	134
condition-2-zh-20k	42	sib200	es	zh	y	n	0.6520	0.6176	-0.0343	204	204	133	126
condition-2-zh-20k	42	sib200	ur	en	n	n	0.6863	0.6618	-0.0245	204	204	140	135
condition-2-zh-20k	42	sib200	ur	zh	y	n	0.5931	0.5931	+0.0000	204	204	121	121
condition-2-zh-20k	42	sib200	zh	en	n	n	0.7598	0.6520	-0.1078	204	204	155	133
condition-2-zh-20k	42	sib200	zh	zh	y	y	0.6471	0.6471	+0.0000	204	204	132	132
condition-2-zh-20k	42	xnli	en	en	n	y	0.5301	0.3573	-0.1729	5010	5010	2656	1790
condition-2-zh-20k	42	xnli	en	zh	y	n	0.3333	0.3417	+0.0084	5010	5010	1670	1712
condition-2-zh-20k	42	xnli	es	en	n	n	0.4754	0.3591	-0.1164	5010	5010	2382	1799
condition-2-zh-20k	42	xnli	es	zh	y	n	0.3333	0.3363	+0.0030	5010	5010	1670	1685
condition-2-zh-20k	42	xnli	ur	en	n	n	0.4565	0.3337	-0.1228	5010	5010	2287	1672
condition-2-zh-20k	42	xnli	ur	zh	y	n	0.3335	0.3277	-0.0058	5010	5010	1671	1642
condition-2-zh-20k	42	xnli	zh	en	n	n	0.4126	0.4407	+0.0281	5010	5010	2067	2208
condition-2-zh-20k	42	xnli	zh	zh	y	y	0.3331	0.3737	+0.0405	5010	5010	1669	1872
condition-2-zh-5k	123	belebele	en	en	n	y	0.7800	0.7867	+0.0067	900	900	702	708
condition-2-zh-5k	123	belebele	en	zh	y	n	0.7989	0.8122	+0.0133	900	900	719	731
condition-2-zh-5k	123	belebele	es	en	n	n	0.7044	0.7189	+0.0144	900	900	634	647
condition-2-zh-5k	123	belebele	es	zh	y	n	0.7344	0.7433	+0.0089	900	900	661	669
condition-2-zh-5k	123	belebele	ur	en	n	n	0.6233	0.6278	+0.0044	900	900	561	565
condition-2-zh-5k	123	belebele	ur	zh	y	n	0.6222	0.6378	+0.0156	900	900	560	574
condition-2-zh-5k	123	belebele	zh	en	n	n	0.7656	0.7756	+0.0100	900	900	689	698
condition-2-zh-5k	123	belebele	zh	zh	y	y	0.7811	0.7844	+0.0033	900	900	703	706
condition-2-zh-5k	123	csqa	en	en	n	y	0.6000	0.6060	+0.0060	1000	1000	600	606
condition-2-zh-5k	123	csqa	en	zh	y	n	0.6400	0.6280	-0.0120	1000	1000	640	628
condition-2-zh-5k	123	csqa	es	en	n	n	0.5140	0.5250	+0.0110	1000	1000	514	525
condition-2-zh-5k	123	csqa	es	zh	y	n	0.5670	0.5380	-0.0290	1000	1000	567	538
condition-2-zh-5k	123	csqa	ur	en	n	n	0.4230	0.4170	-0.0060	1000	1000	423	417
condition-2-zh-5k	123	csqa	ur	zh	y	n	0.4270	0.3940	-0.0330	1000	1000	427	394
condition-2-zh-5k	123	csqa	zh	en	n	n	0.5410	0.5200	-0.0210	1000	1000	541	520
condition-2-zh-5k	123	csqa	zh	zh	y	y	0.5530	0.5400	-0.0130	1000	1000	553	540
condition-2-zh-5k	123	sib200	en	en	n	y	0.7549	0.6716	-0.0833	204	204	154	137
condition-2-zh-5k	123	sib200	en	zh	y	n	0.7206	0.6716	-0.0490	204	204	147	137
condition-2-zh-5k	123	sib200	es	en	n	n	0.7745	0.6373	-0.1373	204	204	158	130
condition-2-zh-5k	123	sib200	es	zh	y	n	0.6961	0.6324	-0.0637	204	204	142	129
condition-2-zh-5k	123	sib200	ur	en	n	n	0.7255	0.6618	-0.0637	204	204	148	135
condition-2-zh-5k	123	sib200	ur	zh	y	n	0.6716	0.6127	-0.0588	204	204	137	125
condition-2-zh-5k	123	sib200	zh	en	n	n	0.7647	0.6569	-0.1078	204	204	156	134
condition-2-zh-5k	123	sib200	zh	zh	y	y	0.7010	0.6471	-0.0539	204	204	143	132
condition-2-zh-5k	123	xnli	en	en	n	y	0.4950	0.3928	-0.1022	5010	5010	2480	1968
condition-2-zh-5k	123	xnli	en	zh	y	n	0.3327	0.3347	+0.0020	5010	5010	1667	1677
condition-2-zh-5k	123	xnli	es	en	n	n	0.4335	0.3984	-0.0351	5010	5010	2172	1996
condition-2-zh-5k	123	xnli	es	zh	y	n	0.3331	0.3333	+0.0002	5010	5010	1669	1670
condition-2-zh-5k	123	xnli	ur	en	n	n	0.4389	0.3351	-0.1038	5010	5010	2199	1679
condition-2-zh-5k	123	xnli	ur	zh	y	n	0.3319	0.3132	-0.0188	5010	5010	1663	1569
condition-2-zh-5k	123	xnli	zh	en	n	n	0.3946	0.4774	+0.0828	5010	5010	1977	2392
condition-2-zh-5k	123	xnli	zh	zh	y	y	0.3323	0.3705	+0.0381	5010	5010	1665	1856
condition-2-zh-5k	42	belebele	en	en	n	y	0.7767	0.7867	+0.0100	900	900	699	708
condition-2-zh-5k	42	belebele	en	zh	y	n	0.7967	0.8100	+0.0133	900	900	717	729
condition-2-zh-5k	42	belebele	es	en	n	n	0.7056	0.7256	+0.0200	900	900	635	653
condition-2-zh-5k	42	belebele	es	zh	y	n	0.7322	0.7411	+0.0089	900	900	659	667
condition-2-zh-5k	42	belebele	ur	en	n	n	0.6133	0.6300	+0.0167	900	900	552	567
condition-2-zh-5k	42	belebele	ur	zh	y	n	0.6211	0.6389	+0.0178	900	900	559	575
condition-2-zh-5k	42	belebele	zh	en	n	n	0.7622	0.7778	+0.0156	900	900	686	700
condition-2-zh-5k	42	belebele	zh	zh	y	y	0.7811	0.7911	+0.0100	900	900	703	712
condition-2-zh-5k	42	csqa	en	en	n	y	0.6060	0.6160	+0.0100	1000	1000	606	616
condition-2-zh-5k	42	csqa	en	zh	y	n	0.6420	0.6300	-0.0120	1000	1000	642	630
condition-2-zh-5k	42	csqa	es	en	n	n	0.5300	0.5280	-0.0020	1000	1000	530	528
condition-2-zh-5k	42	csqa	es	zh	y	n	0.5640	0.5360	-0.0280	1000	1000	564	536
condition-2-zh-5k	42	csqa	ur	en	n	n	0.4200	0.4180	-0.0020	1000	1000	420	418
condition-2-zh-5k	42	csqa	ur	zh	y	n	0.4280	0.4000	-0.0280	1000	1000	428	400
condition-2-zh-5k	42	csqa	zh	en	n	n	0.5450	0.5310	-0.0140	1000	1000	545	531
condition-2-zh-5k	42	csqa	zh	zh	y	y	0.5480	0.5470	-0.0010	1000	1000	548	547
condition-2-zh-5k	42	sib200	en	en	n	y	0.7647	0.6814	-0.0833	204	204	156	139
condition-2-zh-5k	42	sib200	en	zh	y	n	0.6863	0.6667	-0.0196	204	204	140	136
condition-2-zh-5k	42	sib200	es	en	n	n	0.7598	0.6520	-0.1078	204	204	155	133
condition-2-zh-5k	42	sib200	es	zh	y	n	0.6618	0.6225	-0.0392	204	204	135	127
condition-2-zh-5k	42	sib200	ur	en	n	n	0.7059	0.6667	-0.0392	204	204	144	136
condition-2-zh-5k	42	sib200	ur	zh	y	n	0.5931	0.5931	+0.0000	204	204	121	121
condition-2-zh-5k	42	sib200	zh	en	n	n	0.7451	0.6520	-0.0931	204	204	152	133
condition-2-zh-5k	42	sib200	zh	zh	y	y	0.6814	0.6275	-0.0539	204	204	139	128
condition-2-zh-5k	42	xnli	en	en	n	y	0.5190	0.3685	-0.1505	5010	5010	2600	1846
condition-2-zh-5k	42	xnli	en	zh	y	n	0.3327	0.3357	+0.0030	5010	5010	1667	1682
condition-2-zh-5k	42	xnli	es	en	n	n	0.4585	0.3750	-0.0834	5010	5010	2297	1879
condition-2-zh-5k	42	xnli	es	zh	y	n	0.3333	0.3345	+0.0012	5010	5010	1670	1676
condition-2-zh-5k	42	xnli	ur	en	n	n	0.4521	0.3343	-0.1178	5010	5010	2265	1675
condition-2-zh-5k	42	xnli	ur	zh	y	n	0.3381	0.2495	-0.0886	5010	5010	1694	1250
condition-2-zh-5k	42	xnli	zh	en	n	n	0.4120	0.4443	+0.0323	5010	5010	2064	2226
condition-2-zh-5k	42	xnli	zh	zh	y	y	0.3395	0.3517	+0.0122	5010	5010	1701	1762
condition-2-zh-5k	456	belebele	en	en	n	y	0.7822	0.7878	+0.0056	900	900	704	709
condition-2-zh-5k	456	belebele	en	zh	y	n	0.8067	0.8133	+0.0067	900	900	726	732
condition-2-zh-5k	456	belebele	es	en	n	n	0.7044	0.7167	+0.0122	900	900	634	645
condition-2-zh-5k	456	belebele	es	zh	y	n	0.7333	0.7344	+0.0011	900	900	660	661
condition-2-zh-5k	456	belebele	ur	en	n	n	0.6133	0.6200	+0.0067	900	900	552	558
condition-2-zh-5k	456	belebele	ur	zh	y	n	0.6211	0.6344	+0.0133	900	900	559	571
condition-2-zh-5k	456	belebele	zh	en	n	n	0.7700	0.7811	+0.0111	900	900	693	703
condition-2-zh-5k	456	belebele	zh	zh	y	y	0.7800	0.7811	+0.0011	900	900	702	703
condition-2-zh-5k	456	csqa	en	en	n	y	0.6020	0.6110	+0.0090	1000	1000	602	611
condition-2-zh-5k	456	csqa	en	zh	y	n	0.6500	0.6350	-0.0150	1000	1000	650	635
condition-2-zh-5k	456	csqa	es	en	n	n	0.5230	0.5280	+0.0050	1000	1000	523	528
condition-2-zh-5k	456	csqa	es	zh	y	n	0.5700	0.5470	-0.0230	1000	1000	570	547
condition-2-zh-5k	456	csqa	ur	en	n	n	0.4160	0.4150	-0.0010	1000	1000	416	415
condition-2-zh-5k	456	csqa	ur	zh	y	n	0.4310	0.4060	-0.0250	1000	1000	431	406
condition-2-zh-5k	456	csqa	zh	en	n	n	0.5440	0.5290	-0.0150	1000	1000	544	529
condition-2-zh-5k	456	csqa	zh	zh	y	y	0.5500	0.5470	-0.0030	1000	1000	550	547
condition-2-zh-5k	456	sib200	en	en	n	y	0.7745	0.6814	-0.0931	204	204	158	139
condition-2-zh-5k	456	sib200	en	zh	y	n	0.7206	0.6765	-0.0441	204	204	147	138
condition-2-zh-5k	456	sib200	es	en	n	n	0.7794	0.6471	-0.1324	204	204	159	132
condition-2-zh-5k	456	sib200	es	zh	y	n	0.6863	0.6324	-0.0539	204	204	140	129
condition-2-zh-5k	456	sib200	ur	en	n	n	0.7059	0.6765	-0.0294	204	204	144	138
condition-2-zh-5k	456	sib200	ur	zh	y	n	0.6520	0.6176	-0.0343	204	204	133	126
condition-2-zh-5k	456	sib200	zh	en	n	n	0.7647	0.6667	-0.0980	204	204	156	136
condition-2-zh-5k	456	sib200	zh	zh	y	y	0.6863	0.6569	-0.0294	204	204	140	134
condition-2-zh-5k	456	xnli	en	en	n	y	0.5234	0.3627	-0.1607	5010	5010	2622	1817
condition-2-zh-5k	456	xnli	en	zh	y	n	0.3331	0.3303	-0.0028	5010	5010	1669	1655
condition-2-zh-5k	456	xnli	es	en	n	n	0.4651	0.3675	-0.0976	5010	5010	2330	1841
condition-2-zh-5k	456	xnli	es	zh	y	n	0.3331	0.3289	-0.0042	5010	5010	1669	1648
condition-2-zh-5k	456	xnli	ur	en	n	n	0.4485	0.3339	-0.1146	5010	5010	2247	1673
condition-2-zh-5k	456	xnli	ur	zh	y	n	0.3337	0.3016	-0.0321	5010	5010	1672	1511
condition-2-zh-5k	456	xnli	zh	en	n	n	0.4168	0.4212	+0.0044	5010	5010	2088	2110
condition-2-zh-5k	456	xnli	zh	zh	y	y	0.3331	0.3507	+0.0176	5010	5010	1669	1757
condition-3-zh-5k	42	belebele	en	en	n	y	0.7911	0.7911	+0.0000	900	900	712	712
condition-3-zh-5k	42	belebele	en	zh	y	n	0.7889	0.8022	+0.0133	900	900	710	722
condition-3-zh-5k	42	belebele	es	en	n	n	0.7056	0.7222	+0.0167	900	900	635	650
condition-3-zh-5k	42	belebele	es	zh	y	n	0.7133	0.7278	+0.0144	900	900	642	655
condition-3-zh-5k	42	belebele	ur	en	n	n	0.6100	0.6289	+0.0189	900	900	549	566
condition-3-zh-5k	42	belebele	ur	zh	y	n	0.6144	0.6167	+0.0022	900	900	553	555
condition-3-zh-5k	42	belebele	zh	en	n	n	0.7644	0.7733	+0.0089	900	900	688	696
condition-3-zh-5k	42	belebele	zh	zh	y	y	0.7789	0.7711	-0.0078	900	900	701	694
condition-3-zh-5k	42	csqa	en	en	n	y	0.6090	0.6100	+0.0010	1000	1000	609	610
condition-3-zh-5k	42	csqa	en	zh	y	n	0.6440	0.6440	+0.0000	1000	1000	644	644
condition-3-zh-5k	42	csqa	es	en	n	n	0.5500	0.5380	-0.0120	1000	1000	550	538
condition-3-zh-5k	42	csqa	es	zh	y	n	0.5430	0.5250	-0.0180	1000	1000	543	525
condition-3-zh-5k	42	csqa	ur	en	n	n	0.4240	0.4400	+0.0160	1000	1000	424	440
condition-3-zh-5k	42	csqa	ur	zh	y	n	0.4140	0.4170	+0.0030	1000	1000	414	417
condition-3-zh-5k	42	csqa	zh	en	n	n	0.5570	0.5460	-0.0110	1000	1000	557	546
condition-3-zh-5k	42	csqa	zh	zh	y	y	0.5410	0.5220	-0.0190	1000	1000	541	522
condition-3-zh-5k	42	sib200	en	en	n	y	0.7451	0.6618	-0.0833	204	204	152	135
condition-3-zh-5k	42	sib200	en	zh	y	n	0.6814	0.6471	-0.0343	204	204	139	132
condition-3-zh-5k	42	sib200	es	en	n	n	0.7402	0.6373	-0.1029	204	204	151	130
condition-3-zh-5k	42	sib200	es	zh	y	n	0.6912	0.6078	-0.0833	204	204	141	124
condition-3-zh-5k	42	sib200	ur	en	n	n	0.6912	0.6569	-0.0343	204	204	141	134
condition-3-zh-5k	42	sib200	ur	zh	y	n	0.6078	0.5441	-0.0637	204	204	124	111
condition-3-zh-5k	42	sib200	zh	en	n	n	0.7549	0.6667	-0.0882	204	204	154	136
condition-3-zh-5k	42	sib200	zh	zh	y	y	0.6863	0.6078	-0.0784	204	204	140	124
condition-3-zh-5k	42	xnli	en	en	n	y	0.5347	0.4006	-0.1341	5010	5010	2679	2007
condition-3-zh-5k	42	xnli	en	zh	y	n	0.3325	0.3313	-0.0012	5010	5010	1666	1660
condition-3-zh-5k	42	xnli	es	en	n	n	0.4858	0.4114	-0.0745	5010	5010	2434	2061
condition-3-zh-5k	42	xnli	es	zh	y	n	0.3325	0.3289	-0.0036	5010	5010	1666	1648
condition-3-zh-5k	42	xnli	ur	en	n	n	0.4409	0.3455	-0.0954	5010	5010	2209	1731
condition-3-zh-5k	42	xnli	ur	zh	y	n	0.3311	0.3240	-0.0072	5010	5010	1659	1623
condition-3-zh-5k	42	xnli	zh	en	n	n	0.4429	0.4840	+0.0411	5010	5010	2219	2425
condition-3-zh-5k	42	xnli	zh	zh	y	y	0.3323	0.3066	-0.0257	5010	5010	1665	1536
condition-5-es-5k	42	belebele	en	en	n	y	0.7833	0.7956	+0.0122	900	900	705	716
condition-5-es-5k	42	belebele	en	es	y	n	0.7822	0.8022	+0.0200	900	900	704	722
condition-5-es-5k	42	belebele	es	en	n	n	0.6956	0.7089	+0.0133	900	900	626	638
condition-5-es-5k	42	belebele	es	es	y	y	0.6744	0.6978	+0.0233	900	900	607	628
condition-5-es-5k	42	belebele	ur	en	n	n	0.6056	0.6078	+0.0022	900	900	545	547
condition-5-es-5k	42	belebele	ur	es	y	n	0.5333	0.5600	+0.0267	900	900	480	504
condition-5-es-5k	42	belebele	zh	en	n	n	0.7522	0.7478	-0.0044	900	900	677	673
condition-5-es-5k	42	belebele	zh	es	y	n	0.7256	0.7478	+0.0222	900	900	653	673
condition-5-es-5k	42	csqa	en	en	n	y	0.6020	0.6040	+0.0020	1000	1000	602	604
condition-5-es-5k	42	csqa	en	es	y	n	0.5920	0.6090	+0.0170	1000	1000	592	609
condition-5-es-5k	42	csqa	es	en	n	n	0.5000	0.4940	-0.0060	1000	1000	500	494
condition-5-es-5k	42	csqa	es	es	y	y	0.5220	0.5310	+0.0090	1000	1000	522	531
condition-5-es-5k	42	csqa	ur	en	n	n	0.3830	0.3850	+0.0020	1000	1000	383	385
condition-5-es-5k	42	csqa	ur	es	y	n	0.3910	0.3920	+0.0010	1000	1000	391	392
condition-5-es-5k	42	csqa	zh	en	n	n	0.5070	0.5080	+0.0010	1000	1000	507	508
condition-5-es-5k	42	csqa	zh	es	y	n	0.4960	0.5000	+0.0040	1000	1000	496	500
condition-5-es-5k	42	sib200	en	en	n	y	0.5980	0.7010	+0.1029	204	204	122	143
condition-5-es-5k	42	sib200	en	es	y	n	0.5196	0.3725	-0.1471	204	204	106	76
condition-5-es-5k	42	sib200	es	en	n	n	0.5539	0.6471	+0.0931	204	204	113	132
condition-5-es-5k	42	sib200	es	es	y	y	0.5245	0.3382	-0.1863	204	204	107	69
condition-5-es-5k	42	sib200	ur	en	n	n	0.5000	0.6275	+0.1275	204	204	102	128
condition-5-es-5k	42	sib200	ur	es	y	n	0.4804	0.3873	-0.0931	204	204	98	79
condition-5-es-5k	42	sib200	zh	en	n	n	0.6127	0.6667	+0.0539	204	204	125	136
condition-5-es-5k	42	sib200	zh	es	y	n	0.5882	0.4608	-0.1275	204	204	120	94
condition-5-es-5k	42	xnli	en	en	n	y	0.4319	0.4267	-0.0052	5010	5010	2164	2138
condition-5-es-5k	42	xnli	en	es	y	n	0.4102	0.3886	-0.0216	5010	5010	2055	1947
condition-5-es-5k	42	xnli	es	en	n	n	0.3479	0.3946	+0.0467	5010	5010	1743	1977
condition-5-es-5k	42	xnli	es	es	y	y	0.4479	0.3643	-0.0836	5010	5010	2244	1825
condition-5-es-5k	42	xnli	ur	en	n	n	0.3840	0.3367	-0.0473	5010	5010	1924	1687
condition-5-es-5k	42	xnli	ur	es	y	n	0.3920	0.3525	-0.0395	5010	5010	1964	1766
condition-5-es-5k	42	xnli	zh	en	n	n	0.3525	0.4403	+0.0878	5010	5010	1766	2206
condition-5-es-5k	42	xnli	zh	es	y	n	0.3365	0.3549	+0.0184	5010	5010	1686	1778
condition-5-ur-5k	42	belebele	en	en	n	y	0.7922	0.8100	+0.0178	900	900	713	729
condition-5-ur-5k	42	belebele	en	ur	y	n	0.7567	0.7544	-0.0022	900	900	681	679
condition-5-ur-5k	42	belebele	es	en	n	n	0.7200	0.7444	+0.0244	900	900	648	670
condition-5-ur-5k	42	belebele	es	ur	y	n	0.6711	0.6911	+0.0200	900	900	604	622
condition-5-ur-5k	42	belebele	ur	en	n	n	0.5967	0.6267	+0.0300	900	900	537	564
condition-5-ur-5k	42	belebele	ur	ur	y	y	0.5433	0.5511	+0.0078	900	900	489	496
condition-5-ur-5k	42	belebele	zh	en	n	n	0.7611	0.7722	+0.0111	900	900	685	695
condition-5-ur-5k	42	belebele	zh	ur	y	n	0.7033	0.7044	+0.0011	900	900	633	634
condition-5-ur-5k	42	csqa	en	en	n	y	0.6010	0.5830	-0.0180	1000	1000	601	583
condition-5-ur-5k	42	csqa	en	ur	y	n	0.5640	0.5600	-0.0040	1000	1000	564	560
condition-5-ur-5k	42	csqa	es	en	n	n	0.5030	0.4780	-0.0250	1000	1000	503	478
condition-5-ur-5k	42	csqa	es	ur	y	n	0.4460	0.4470	+0.0010	1000	1000	446	447
condition-5-ur-5k	42	csqa	ur	en	n	n	0.3390	0.3140	-0.0250	1000	1000	339	314
condition-5-ur-5k	42	csqa	ur	ur	y	y	0.3300	0.3180	-0.0120	1000	1000	330	318
condition-5-ur-5k	42	csqa	zh	en	n	n	0.5140	0.4800	-0.0340	1000	1000	514	480
condition-5-ur-5k	42	csqa	zh	ur	y	n	0.4280	0.4150	-0.0130	1000	1000	428	415
condition-5-ur-5k	42	sib200	en	en	n	y	0.7010	0.6814	-0.0196	204	204	143	139
condition-5-ur-5k	42	sib200	en	ur	y	n	0.4706	0.5784	+0.1078	204	204	96	118
condition-5-ur-5k	42	sib200	es	en	n	n	0.6961	0.6569	-0.0392	204	204	142	134
condition-5-ur-5k	42	sib200	es	ur	y	n	0.4510	0.5637	+0.1127	204	204	92	115
condition-5-ur-5k	42	sib200	ur	en	n	n	0.5392	0.5686	+0.0294	204	204	110	116
condition-5-ur-5k	42	sib200	ur	ur	y	y	0.4951	0.5490	+0.0539	204	204	101	112
condition-5-ur-5k	42	sib200	zh	en	n	n	0.7059	0.6716	-0.0343	204	204	144	137
condition-5-ur-5k	42	sib200	zh	ur	y	n	0.5049	0.5343	+0.0294	204	204	103	109
condition-5-ur-5k	42	xnli	en	en	n	y	0.5060	0.3405	-0.1655	5010	5010	2535	1706
condition-5-ur-5k	42	xnli	en	ur	y	n	0.3261	0.3577	+0.0315	5010	5010	1634	1792
condition-5-ur-5k	42	xnli	es	en	n	n	0.4671	0.3437	-0.1234	5010	5010	2340	1722
condition-5-ur-5k	42	xnli	es	ur	y	n	0.3283	0.3377	+0.0094	5010	5010	1645	1692
condition-5-ur-5k	42	xnli	ur	en	n	n	0.4174	0.3236	-0.0938	5010	5010	2091	1621
condition-5-ur-5k	42	xnli	ur	ur	y	y	0.3263	0.3327	+0.0064	5010	5010	1635	1667
condition-5-ur-5k	42	xnli	zh	en	n	n	0.4794	0.4301	-0.0493	5010	5010	2402	2155
condition-5-ur-5k	42	xnli	zh	ur	y	n	0.3333	0.3345	+0.0012	5010	5010	1670	1676
condition-5-zh-5k	42	belebele	en	en	n	y	0.7778	0.8044	+0.0267	900	900	700	724
condition-5-zh-5k	42	belebele	en	zh	y	n	0.8056	0.8144	+0.0089	900	900	725	733
condition-5-zh-5k	42	belebele	es	en	n	n	0.7044	0.7289	+0.0244	900	900	634	656
condition-5-zh-5k	42	belebele	es	zh	y	n	0.7478	0.7356	-0.0122	900	900	673	662
condition-5-zh-5k	42	belebele	ur	en	n	n	0.6189	0.6278	+0.0089	900	900	557	565
condition-5-zh-5k	42	belebele	ur	zh	y	n	0.6089	0.6233	+0.0144	900	900	548	561
condition-5-zh-5k	42	belebele	zh	en	n	n	0.7633	0.7756	+0.0122	900	900	687	698
condition-5-zh-5k	42	belebele	zh	zh	y	y	0.7822	0.7789	-0.0033	900	900	704	701
condition-5-zh-5k	42	csqa	en	en	n	y	0.5920	0.5950	+0.0030	1000	1000	592	595
condition-5-zh-5k	42	csqa	en	zh	y	n	0.6160	0.6020	-0.0140	1000	1000	616	602
condition-5-zh-5k	42	csqa	es	en	n	n	0.5110	0.5060	-0.0050	1000	1000	511	506
condition-5-zh-5k	42	csqa	es	zh	y	n	0.5370	0.5190	-0.0180	1000	1000	537	519
condition-5-zh-5k	42	csqa	ur	en	n	n	0.3780	0.3660	-0.0120	1000	1000	378	366
condition-5-zh-5k	42	csqa	ur	zh	y	n	0.3990	0.3780	-0.0210	1000	1000	399	378
condition-5-zh-5k	42	csqa	zh	en	n	n	0.5160	0.4950	-0.0210	1000	1000	516	495
condition-5-zh-5k	42	csqa	zh	zh	y	y	0.5310	0.5020	-0.0290	1000	1000	531	502
condition-5-zh-5k	42	sib200	en	en	n	y	0.6569	0.7010	+0.0441	204	204	134	143
condition-5-zh-5k	42	sib200	en	zh	y	n	0.4559	0.5049	+0.0490	204	204	93	103
condition-5-zh-5k	42	sib200	es	en	n	n	0.7059	0.6618	-0.0441	204	204	144	135
condition-5-zh-5k	42	sib200	es	zh	y	n	0.4118	0.4559	+0.0441	204	204	84	93
