condition	seed	benchmark	data	instr	matched_instr	matched_diagonal	t1_acc	t2_acc	delta_t2_t1	t1_count	t2_count	t1_correct	t2_correct
condition-1-en-5k	456	csqa	en	zh	n	n	0.6480	0.6450	-0.0030	1000	1000	648	645
condition-1-en-5k	456	csqa	es	en	y	n	0.5230	0.5280	+0.0050	1000	1000	523	528
condition-1-en-5k	456	csqa	es	es	n	y	0.5260	0.5360	+0.0100	1000	1000	526	536
condition-1-en-5k	456	csqa	es	ur	n	n	0.4840	0.4830	-0.0010	1000	1000	484	483
condition-1-en-5k	456	csqa	es	zh	n	n	0.5520	0.5250	-0.0270	1000	1000	552	525
condition-1-en-5k	456	csqa	ur	en	y	n	0.4200	0.4170	-0.0030	1000	1000	420	417
condition-1-en-5k	456	csqa	ur	es	n	n	0.4000	0.3950	-0.0050	1000	1000	400	395
condition-1-en-5k	456	csqa	ur	ur	n	y	0.4150	0.3950	-0.0200	1000	1000	415	395
condition-1-en-5k	456	csqa	ur	zh	n	n	0.3890	0.4070	+0.0180	1000	1000	389	407
condition-1-en-5k	456	csqa	zh	en	y	n	0.5540	0.5360	-0.0180	1000	1000	554	536
condition-1-en-5k	456	csqa	zh	es	n	n	0.5080	0.5040	-0.0040	1000	1000	508	504
condition-1-en-5k	456	csqa	zh	ur	n	n	0.4870	0.4680	-0.0190	1000	1000	487	468
condition-1-en-5k	456	csqa	zh	zh	n	y	0.5270	0.5370	+0.0100	1000	1000	527	537
condition-1-en-5k	456	sib200	en	en	y	y	0.7598	0.7157	-0.0441	204	204	155	146
condition-1-en-5k	456	sib200	en	es	n	n	0.6471	0.5196	-0.1275	204	204	132	106
condition-1-en-5k	456	sib200	en	ur	n	n	0.4755	0.4167	-0.0588	204	204	97	85
condition-1-en-5k	456	sib200	en	zh	n	n	0.7108	0.6520	-0.0588	204	204	145	133
condition-1-en-5k	456	sib200	es	en	y	n	0.7549	0.6667	-0.0882	204	204	154	136
condition-1-en-5k	456	sib200	es	es	n	y	0.6373	0.5049	-0.1324	204	204	130	103
condition-1-en-5k	456	sib200	es	ur	n	n	0.4804	0.3676	-0.1127	204	204	98	75
condition-1-en-5k	456	sib200	es	zh	n	n	0.6324	0.5735	-0.0588	204	204	129	117
condition-1-en-5k	456	sib200	ur	en	y	n	0.7010	0.6716	-0.0294	204	204	143	137
condition-1-en-5k	456	sib200	ur	es	n	n	0.5147	0.5882	+0.0735	204	204	105	120
condition-1-en-5k	456	sib200	ur	ur	n	y	0.5588	0.5490	-0.0098	204	204	114	112
condition-1-en-5k	456	sib200	ur	zh	n	n	0.5637	0.5343	-0.0294	204	204	115	109
condition-1-en-5k	456	sib200	zh	en	y	n	0.7549	0.6814	-0.0735	204	204	154	139
condition-1-en-5k	456	sib200	zh	es	n	n	0.5735	0.5392	-0.0343	204	204	117	110
condition-1-en-5k	456	sib200	zh	ur	n	n	0.5245	0.4755	-0.0490	204	204	107	97
condition-1-en-5k	456	sib200	zh	zh	n	y	0.6618	0.6225	-0.0392	204	204	135	127
condition-1-en-5k	456	xnli	en	en	y	y	0.5255	0.3589	-0.1667	5010	5010	2633	1798
condition-1-en-5k	456	xnli	en	es	n	n	0.4162	0.3914	-0.0248	5010	5010	2085	1961
condition-1-en-5k	456	xnli	en	ur	n	n	0.4200	0.2413	-0.1786	5010	5010	2104	1209
condition-1-en-5k	456	xnli	en	zh	n	n	0.3341	0.3868	+0.0527	5010	5010	1674	1938
condition-1-en-5k	456	xnli	es	en	y	n	0.4717	0.3557	-0.1160	5010	5010	2363	1782
condition-1-en-5k	456	xnli	es	es	n	y	0.4653	0.3735	-0.0918	5010	5010	2331	1871
condition-1-en-5k	456	xnli	es	ur	n	n	0.3505	0.3158	-0.0347	5010	5010	1756	1582
condition-1-en-5k	456	xnli	es	zh	n	n	0.3349	0.3285	-0.0064	5010	5010	1678	1646
condition-1-en-5k	456	xnli	ur	en	y	n	0.4403	0.3325	-0.1078	5010	5010	2206	1666
condition-1-en-5k	456	xnli	ur	es	n	n	0.3856	0.3651	-0.0206	5010	5010	1932	1829
condition-1-en-5k	456	xnli	ur	ur	n	y	0.3325	0.3236	-0.0090	5010	5010	1666	1621
condition-1-en-5k	456	xnli	ur	zh	n	n	0.3331	0.2663	-0.0669	5010	5010	1669	1334
condition-1-en-5k	456	xnli	zh	en	y	n	0.4078	0.4389	+0.0311	5010	5010	2043	2199
condition-1-en-5k	456	xnli	zh	es	n	n	0.3333	0.3756	+0.0423	5010	5010	1670	1882
condition-1-en-5k	456	xnli	zh	ur	n	n	0.3371	0.3361	-0.0010	5010	5010	1689	1684
condition-1-en-5k	456	xnli	zh	zh	n	y	0.3395	0.2745	-0.0651	5010	5010	1701	1375
condition-2-es-20k	42	belebele	en	en	n	y	0.7878	0.7867	-0.0011	900	900	709	708
condition-2-es-20k	42	belebele	en	es	y	n	0.7744	0.7944	+0.0200	900	900	697	715
condition-2-es-20k	42	belebele	es	en	n	n	0.7022	0.7222	+0.0200	900	900	632	650
condition-2-es-20k	42	belebele	es	es	y	y	0.6678	0.6978	+0.0300	900	900	601	628
condition-2-es-20k	42	belebele	ur	en	n	n	0.6089	0.6178	+0.0089	900	900	548	556
condition-2-es-20k	42	belebele	ur	es	y	n	0.5444	0.5878	+0.0433	900	900	490	529
condition-2-es-20k	42	belebele	zh	en	n	n	0.7556	0.7667	+0.0111	900	900	680	690
condition-2-es-20k	42	belebele	zh	es	y	n	0.7156	0.7433	+0.0278	900	900	644	669
condition-2-es-20k	42	csqa	en	en	n	y	0.6010	0.6020	+0.0010	1000	1000	601	602
condition-2-es-20k	42	csqa	en	es	y	n	0.6100	0.6300	+0.0200	1000	1000	610	630
condition-2-es-20k	42	csqa	es	en	n	n	0.5360	0.5240	-0.0120	1000	1000	536	524
condition-2-es-20k	42	csqa	es	es	y	y	0.5400	0.5520	+0.0120	1000	1000	540	552
condition-2-es-20k	42	csqa	ur	en	n	n	0.4180	0.4250	+0.0070	1000	1000	418	425
condition-2-es-20k	42	csqa	ur	es	y	n	0.3950	0.4100	+0.0150	1000	1000	395	410
condition-2-es-20k	42	csqa	zh	en	n	n	0.5490	0.5350	-0.0140	1000	1000	549	535
condition-2-es-20k	42	csqa	zh	es	y	n	0.5230	0.5200	-0.0030	1000	1000	523	520
condition-2-es-20k	42	sib200	en	en	n	y	0.7549	0.6912	-0.0637	204	204	154	141
condition-2-es-20k	42	sib200	en	es	y	n	0.6814	0.5049	-0.1765	204	204	139	103
condition-2-es-20k	42	sib200	es	en	n	n	0.7598	0.6520	-0.1078	204	204	155	133
condition-2-es-20k	42	sib200	es	es	y	y	0.6765	0.5000	-0.1765	204	204	138	102
condition-2-es-20k	42	sib200	ur	en	n	n	0.7108	0.6471	-0.0637	204	204	145	132
condition-2-es-20k	42	sib200	ur	es	y	n	0.5686	0.4314	-0.1373	204	204	116	88
condition-2-es-20k	42	sib200	zh	en	n	n	0.7647	0.6373	-0.1275	204	204	156	130
condition-2-es-20k	42	sib200	zh	es	y	n	0.6520	0.5245	-0.1275	204	204	133	107
condition-2-es-20k	42	xnli	en	en	n	y	0.4986	0.4084	-0.0902	5010	5010	2498	2046
condition-2-es-20k	42	xnli	en	es	y	n	0.4194	0.4509	+0.0315	5010	5010	2101	2259
condition-2-es-20k	42	xnli	es	en	n	n	0.4631	0.3794	-0.0836	5010	5010	2320	1901
condition-2-es-20k	42	xnli	es	es	y	y	0.4042	0.3988	-0.0054	5010	5010	2025	1998
condition-2-es-20k	42	xnli	ur	en	n	n	0.4381	0.3325	-0.1056	5010	5010	2195	1666
condition-2-es-20k	42	xnli	ur	es	y	n	0.4277	0.3950	-0.0327	5010	5010	2143	1979
condition-2-es-20k	42	xnli	zh	en	n	n	0.3852	0.4838	+0.0986	5010	5010	1930	2424
condition-2-es-20k	42	xnli	zh	es	y	n	0.3371	0.3737	+0.0365	5010	5010	1689	1872
condition-2-es-5k	123	belebele	en	en	n	y	0.7800	0.7822	+0.0022	900	900	702	704
condition-2-es-5k	123	belebele	en	es	y	n	0.7656	0.7900	+0.0244	900	900	689	711
condition-2-es-5k	123	belebele	es	en	n	n	0.7056	0.7100	+0.0044	900	900	635	639
condition-2-es-5k	123	belebele	es	es	y	y	0.6744	0.7111	+0.0367	900	900	607	640
condition-2-es-5k	123	belebele	ur	en	n	n	0.6089	0.6289	+0.0200	900	900	548	566
condition-2-es-5k	123	belebele	ur	es	y	n	0.5633	0.5956	+0.0322	900	900	507	536
condition-2-es-5k	123	belebele	zh	en	n	n	0.7522	0.7622	+0.0100	900	900	677	686
condition-2-es-5k	123	belebele	zh	es	y	n	0.7167	0.7456	+0.0289	900	900	645	671
condition-2-es-5k	123	csqa	en	en	n	y	0.6030	0.6040	+0.0010	1000	1000	603	604
condition-2-es-5k	123	csqa	en	es	y	n	0.6050	0.6240	+0.0190	1000	1000	605	624
condition-2-es-5k	123	csqa	es	en	n	n	0.5260	0.5270	+0.0010	1000	1000	526	527
condition-2-es-5k	123	csqa	es	es	y	y	0.5340	0.5450	+0.0110	1000	1000	534	545
condition-2-es-5k	123	csqa	ur	en	n	n	0.4070	0.4220	+0.0150	1000	1000	407	422
condition-2-es-5k	123	csqa	ur	es	y	n	0.4040	0.4030	-0.0010	1000	1000	404	403
condition-2-es-5k	123	csqa	zh	en	n	n	0.5440	0.5420	-0.0020	1000	1000	544	542
condition-2-es-5k	123	csqa	zh	es	y	n	0.5060	0.5070	+0.0010	1000	1000	506	507
condition-2-es-5k	123	sib200	en	en	n	y	0.7647	0.6912	-0.0735	204	204	156	141
condition-2-es-5k	123	sib200	en	es	y	n	0.6716	0.4902	-0.1814	204	204	137	100
condition-2-es-5k	123	sib200	es	en	n	n	0.7549	0.6471	-0.1078	204	204	154	132
condition-2-es-5k	123	sib200	es	es	y	y	0.6422	0.4755	-0.1667	204	204	131	97
condition-2-es-5k	123	sib200	ur	en	n	n	0.6961	0.6618	-0.0343	204	204	142	135
condition-2-es-5k	123	sib200	ur	es	y	n	0.5441	0.4314	-0.1127	204	204	111	88
condition-2-es-5k	123	sib200	zh	en	n	n	0.7696	0.6471	-0.1225	204	204	157	132
condition-2-es-5k	123	sib200	zh	es	y	n	0.6422	0.5000	-0.1422	204	204	131	102
condition-2-es-5k	123	xnli	en	en	n	y	0.5244	0.3619	-0.1625	5010	5010	2627	1813
condition-2-es-5k	123	xnli	en	es	y	n	0.4840	0.3824	-0.1016	5010	5010	2425	1916
condition-2-es-5k	123	xnli	es	en	n	n	0.4756	0.3555	-0.1202	5010	5010	2383	1781
condition-2-es-5k	123	xnli	es	es	y	y	0.4721	0.3794	-0.0926	5010	5010	2365	1901
condition-2-es-5k	123	xnli	ur	en	n	n	0.4437	0.3335	-0.1102	5010	5010	2223	1671
condition-2-es-5k	123	xnli	ur	es	y	n	0.4405	0.3954	-0.0451	5010	5010	2207	1981
condition-2-es-5k	123	xnli	zh	en	n	n	0.4222	0.4244	+0.0022	5010	5010	2115	2126
condition-2-es-5k	123	xnli	zh	es	y	n	0.3513	0.3559	+0.0046	5010	5010	1760	1783
condition-2-es-5k	42	belebele	en	en	n	y	0.7844	0.7889	+0.0044	900	900	706	710
condition-2-es-5k	42	belebele	en	es	y	n	0.7689	0.7900	+0.0211	900	900	692	711
condition-2-es-5k	42	belebele	es	en	n	n	0.7078	0.7200	+0.0122	900	900	637	648
condition-2-es-5k	42	belebele	es	es	y	y	0.6756	0.7133	+0.0378	900	900	608	642
condition-2-es-5k	42	belebele	ur	en	n	n	0.6111	0.6278	+0.0167	900	900	550	565
condition-2-es-5k	42	belebele	ur	es	y	n	0.5656	0.5889	+0.0233	900	900	509	530
condition-2-es-5k	42	belebele	zh	en	n	n	0.7633	0.7644	+0.0011	900	900	687	688
condition-2-es-5k	42	belebele	zh	es	y	n	0.7300	0.7489	+0.0189	900	900	657	674
condition-2-es-5k	42	csqa	en	en	n	y	0.6020	0.6050	+0.0030	1000	1000	602	605
condition-2-es-5k	42	csqa	en	es	y	n	0.6070	0.6210	+0.0140	1000	1000	607	621
condition-2-es-5k	42	csqa	es	en	n	n	0.5360	0.5270	-0.0090	1000	1000	536	527
condition-2-es-5k	42	csqa	es	es	y	y	0.5400	0.5400	+0.0000	1000	1000	540	540
condition-2-es-5k	42	csqa	ur	en	n	n	0.4140	0.4180	+0.0040	1000	1000	414	418
condition-2-es-5k	42	csqa	ur	es	y	n	0.4080	0.4000	-0.0080	1000	1000	408	400
condition-2-es-5k	42	csqa	zh	en	n	n	0.5540	0.5370	-0.0170	1000	1000	554	537
condition-2-es-5k	42	csqa	zh	es	y	n	0.5060	0.5070	+0.0010	1000	1000	506	507
condition-2-es-5k	42	sib200	en	en	n	y	0.7598	0.7059	-0.0539	204	204	155	144
condition-2-es-5k	42	sib200	en	es	y	n	0.6716	0.4853	-0.1863	204	204	137	99
condition-2-es-5k	42	sib200	es	en	n	n	0.7696	0.6520	-0.1176	204	204	157	133
condition-2-es-5k	42	sib200	es	es	y	y	0.6422	0.4706	-0.1716	204	204	131	96
condition-2-es-5k	42	sib200	ur	en	n	n	0.7010	0.6520	-0.0490	204	204	143	133
condition-2-es-5k	42	sib200	ur	es	y	n	0.5245	0.4363	-0.0882	204	204	107	89
condition-2-es-5k	42	sib200	zh	en	n	n	0.7647	0.6569	-0.1078	204	204	156	134
condition-2-es-5k	42	sib200	zh	es	y	n	0.6275	0.5000	-0.1275	204	204	128	102
condition-2-es-5k	42	xnli	en	en	n	y	0.5291	0.3525	-0.1766	5010	5010	2651	1766
condition-2-es-5k	42	xnli	en	es	y	n	0.5090	0.4126	-0.0964	5010	5010	2550	2067
condition-2-es-5k	42	xnli	es	en	n	n	0.4932	0.3483	-0.1449	5010	5010	2471	1745
condition-2-es-5k	42	xnli	es	es	y	y	0.4762	0.4016	-0.0747	5010	5010	2386	2012
condition-2-es-5k	42	xnli	ur	en	n	n	0.4469	0.3339	-0.1130	5010	5010	2239	1673
condition-2-es-5k	42	xnli	ur	es	y	n	0.4431	0.4044	-0.0387	5010	5010	2220	2026
condition-2-es-5k	42	xnli	zh	en	n	n	0.4359	0.4072	-0.0287	5010	5010	2184	2040
condition-2-es-5k	42	xnli	zh	es	y	n	0.3665	0.3719	+0.0054	5010	5010	1836	1863
condition-2-es-5k	456	belebele	en	en	n	y	0.7833	0.7900	+0.0067	900	900	705	711
condition-2-es-5k	456	belebele	en	es	y	n	0.7767	0.7956	+0.0189	900	900	699	716
condition-2-es-5k	456	belebele	es	en	n	n	0.7089	0.7222	+0.0133	900	900	638	650
condition-2-es-5k	456	belebele	es	es	y	y	0.6733	0.7033	+0.0300	900	900	606	633
condition-2-es-5k	456	belebele	ur	en	n	n	0.6133	0.6211	+0.0078	900	900	552	559
condition-2-es-5k	456	belebele	ur	es	y	n	0.5500	0.5922	+0.0422	900	900	495	533
condition-2-es-5k	456	belebele	zh	en	n	n	0.7622	0.7678	+0.0056	900	900	686	691
condition-2-es-5k	456	belebele	zh	es	y	n	0.7200	0.7456	+0.0256	900	900	648	671
condition-2-es-5k	456	csqa	en	en	n	y	0.6140	0.6100	-0.0040	1000	1000	614	610
condition-2-es-5k	456	csqa	en	es	y	n	0.6000	0.6210	+0.0210	1000	1000	600	621
condition-2-es-5k	456	csqa	es	en	n	n	0.5370	0.5320	-0.0050	1000	1000	537	532
condition-2-es-5k	456	csqa	es	es	y	y	0.5420	0.5440	+0.0020	1000	1000	542	544
condition-2-es-5k	456	csqa	ur	en	n	n	0.4190	0.4200	+0.0010	1000	1000	419	420
condition-2-es-5k	456	csqa	ur	es	y	n	0.4080	0.4050	-0.0030	1000	1000	408	405
condition-2-es-5k	456	csqa	zh	en	n	n	0.5540	0.5450	-0.0090	1000	1000	554	545
condition-2-es-5k	456	csqa	zh	es	y	n	0.5110	0.5140	+0.0030	1000	1000	511	514
condition-2-es-5k	456	sib200	en	en	n	y	0.7696	0.6912	-0.0784	204	204	157	141
condition-2-es-5k	456	sib200	en	es	y	n	0.6765	0.4902	-0.1863	204	204	138	100
condition-2-es-5k	456	sib200	es	en	n	n	0.7647	0.6520	-0.1127	204	204	156	133
condition-2-es-5k	456	sib200	es	es	y	y	0.6471	0.4902	-0.1569	204	204	132	100
condition-2-es-5k	456	sib200	ur	en	n	n	0.7010	0.6667	-0.0343	204	204	143	136
condition-2-es-5k	456	sib200	ur	es	y	n	0.5392	0.4755	-0.0637	204	204	110	97
condition-2-es-5k	456	sib200	zh	en	n	n	0.7696	0.6569	-0.1127	204	204	157	134
condition-2-es-5k	456	sib200	zh	es	y	n	0.6471	0.5098	-0.1373	204	204	132	104
condition-2-es-5k	456	xnli	en	en	n	y	0.5248	0.3659	-0.1589	5010	5010	2629	1833
condition-2-es-5k	456	xnli	en	es	y	n	0.4569	0.3890	-0.0679	5010	5010	2289	1949
condition-2-es-5k	456	xnli	es	en	n	n	0.4762	0.3599	-0.1164	5010	5010	2386	1803
condition-2-es-5k	456	xnli	es	es	y	y	0.4339	0.3764	-0.0575	5010	5010	2174	1886
condition-2-es-5k	456	xnli	ur	en	n	n	0.4455	0.3345	-0.1110	5010	5010	2232	1676
condition-2-es-5k	456	xnli	ur	es	y	n	0.4357	0.4012	-0.0345	5010	5010	2183	2010
condition-2-es-5k	456	xnli	zh	en	n	n	0.4210	0.4130	-0.0080	5010	5010	2109	2069
condition-2-es-5k	456	xnli	zh	es	y	n	0.3435	0.3553	+0.0118	5010	5010	1721	1780
condition-2-ur-20k	42	belebele	en	en	n	y	0.7922	0.7944	+0.0022	900	900	713	715
condition-2-ur-20k	42	belebele	en	ur	y	n	0.7856	0.7844	-0.0011	900	900	707	706
condition-2-ur-20k	42	belebele	es	en	n	n	0.7144	0.7300	+0.0156	900	900	643	657
condition-2-ur-20k	42	belebele	es	ur	y	n	0.6889	0.6889	+0.0000	900	900	620	620
condition-2-ur-20k	42	belebele	ur	en	n	n	0.6000	0.6056	+0.0056	900	900	540	545
condition-2-ur-20k	42	belebele	ur	ur	y	y	0.5000	0.4844	-0.0156	900	900	450	436
condition-2-ur-20k	42	belebele	zh	en	n	n	0.7678	0.7744	+0.0067	900	900	691	697
condition-2-ur-20k	42	belebele	zh	ur	y	n	0.7500	0.7467	-0.0033	900	900	675	672
condition-2-ur-20k	42	csqa	en	en	n	y	0.6170	0.6080	-0.0090	1000	1000	617	608
condition-2-ur-20k	42	csqa	en	ur	y	n	0.6100	0.6120	+0.0020	1000	1000	610	612
condition-2-ur-20k	42	csqa	es	en	n	n	0.5430	0.5420	-0.0010	1000	1000	543	542
condition-2-ur-20k	42	csqa	es	ur	y	n	0.4990	0.5020	+0.0030	1000	1000	499	502
condition-2-ur-20k	42	csqa	ur	en	n	n	0.3740	0.3430	-0.0310	1000	1000	374	343
condition-2-ur-20k	42	csqa	ur	ur	y	y	0.3410	0.3520	+0.0110	1000	1000	341	352
condition-2-ur-20k	42	csqa	zh	en	n	n	0.5490	0.5270	-0.0220	1000	1000	549	527
condition-2-ur-20k	42	csqa	zh	ur	y	n	0.4970	0.5070	+0.0100	1000	1000	497	507
condition-2-ur-20k	42	sib200	en	en	n	y	0.7647	0.6912	-0.0735	204	204	156	141
condition-2-ur-20k	42	sib200	en	ur	y	n	0.3725	0.7157	+0.3431	204	204	76	146
condition-2-ur-20k	42	sib200	es	en	n	n	0.7304	0.6520	-0.0784	204	204	149	133
condition-2-ur-20k	42	sib200	es	ur	y	n	0.3137	0.6127	+0.2990	204	204	64	125
condition-2-ur-20k	42	sib200	ur	en	n	n	0.6569	0.5980	-0.0588	204	204	134	122
condition-2-ur-20k	42	sib200	ur	ur	y	y	0.2598	0.3382	+0.0784	204	204	53	69
condition-2-ur-20k	42	sib200	zh	en	n	n	0.7304	0.6520	-0.0784	204	204	149	133
condition-2-ur-20k	42	sib200	zh	ur	y	n	0.3971	0.6176	+0.2206	204	204	81	126
condition-2-ur-20k	42	xnli	en	en	n	y	0.5379	0.3615	-0.1764	5010	5010	2695	1811
condition-2-ur-20k	42	xnli	en	ur	y	n	0.4595	0.3415	-0.1180	5010	5010	2302	1711
condition-2-ur-20k	42	xnli	es	en	n	n	0.5002	0.3687	-0.1315	5010	5010	2506	1847
condition-2-ur-20k	42	xnli	es	ur	y	n	0.3673	0.3812	+0.0140	5010	5010	1840	1910
condition-2-ur-20k	42	xnli	ur	en	n	n	0.4439	0.3363	-0.1076	5010	5010	2224	1685
condition-2-ur-20k	42	xnli	ur	ur	y	y	0.3337	0.3910	+0.0573	5010	5010	1672	1959
condition-2-ur-20k	42	xnli	zh	en	n	n	0.4413	0.4577	+0.0164	5010	5010	2211	2293
condition-2-ur-20k	42	xnli	zh	ur	y	n	0.3403	0.4501	+0.1098	5010	5010	1705	2255
condition-2-ur-5k	123	belebele	en	en	n	y	0.7889	0.7956	+0.0067	900	900	710	716
condition-2-ur-5k	123	belebele	en	ur	y	n	0.8011	0.8111	+0.0100	900	900	721	730
condition-2-ur-5k	123	belebele	es	en	n	n	0.7233	0.7356	+0.0122	900	900	651	662
condition-2-ur-5k	123	belebele	es	ur	y	n	0.7211	0.7156	-0.0056	900	900	649	644
condition-2-ur-5k	123	belebele	ur	en	n	n	0.6322	0.6411	+0.0089	900	900	569	577
condition-2-ur-5k	123	belebele	ur	ur	y	y	0.5733	0.5711	-0.0022	900	900	516	514
condition-2-ur-5k	123	belebele	zh	en	n	n	0.7722	0.7733	+0.0011	900	900	695	696
condition-2-ur-5k	123	belebele	zh	ur	y	n	0.7578	0.7656	+0.0078	900	900	682	689
condition-2-ur-5k	123	csqa	en	en	n	y	0.6090	0.6120	+0.0030	1000	1000	609	612
condition-2-ur-5k	123	csqa	en	ur	y	n	0.6070	0.6120	+0.0050	1000	1000	607	612
condition-2-ur-5k	123	csqa	es	en	n	n	0.5370	0.5290	-0.0080	1000	1000	537	529
condition-2-ur-5k	123	csqa	es	ur	y	n	0.4930	0.4970	+0.0040	1000	1000	493	497
condition-2-ur-5k	123	csqa	ur	en	n	n	0.4030	0.3830	-0.0200	1000	1000	403	383
condition-2-ur-5k	123	csqa	ur	ur	y	y	0.3770	0.4070	+0.0300	1000	1000	377	407
condition-2-ur-5k	123	csqa	zh	en	n	n	0.5610	0.5420	-0.0190	1000	1000	561	542
condition-2-ur-5k	123	csqa	zh	ur	y	n	0.4960	0.5030	+0.0070	1000	1000	496	503
condition-2-ur-5k	123	sib200	en	en	n	y	0.7647	0.6863	-0.0784	204	204	156	140
condition-2-ur-5k	123	sib200	en	ur	y	n	0.6078	0.7059	+0.0980	204	204	124	144
condition-2-ur-5k	123	sib200	es	en	n	n	0.7108	0.6618	-0.0490	204	204	145	135
condition-2-ur-5k	123	sib200	es	ur	y	n	0.5931	0.6618	+0.0686	204	204	121	135
condition-2-ur-5k	123	sib200	ur	en	n	n	0.6667	0.6765	+0.0098	204	204	136	138
condition-2-ur-5k	123	sib200	ur	ur	y	y	0.4412	0.4706	+0.0294	204	204	90	96
condition-2-ur-5k	123	sib200	zh	en	n	n	0.7402	0.6765	-0.0637	204	204	151	138
condition-2-ur-5k	123	sib200	zh	ur	y	n	0.7059	0.6912	-0.0147	204	204	144	141
condition-2-ur-5k	123	xnli	en	en	n	y	0.5054	0.4387	-0.0667	5010	5010	2532	2198
condition-2-ur-5k	123	xnli	en	ur	y	n	0.3441	0.3860	+0.0419	5010	5010	1724	1934
condition-2-ur-5k	123	xnli	es	en	n	n	0.4395	0.4389	-0.0006	5010	5010	2202	2199
condition-2-ur-5k	123	xnli	es	ur	y	n	0.3373	0.4283	+0.0910	5010	5010	1690	2146
condition-2-ur-5k	123	xnli	ur	en	n	n	0.3904	0.3569	-0.0335	5010	5010	1956	1788
condition-2-ur-5k	123	xnli	ur	ur	y	y	0.3351	0.3723	+0.0371	5010	5010	1679	1865
condition-2-ur-5k	123	xnli	zh	en	n	n	0.3988	0.4954	+0.0966	5010	5010	1998	2482
condition-2-ur-5k	123	xnli	zh	ur	y	n	0.3335	0.4615	+0.1279	5010	5010	1671	2312
condition-2-ur-5k	42	belebele	en	en	n	y	0.7911	0.8000	+0.0089	900	900	712	720
condition-2-ur-5k	42	belebele	en	ur	y	n	0.8056	0.8111	+0.0056	900	900	725	730
condition-2-ur-5k	42	belebele	es	en	n	n	0.7289	0.7422	+0.0133	900	900	656	668
condition-2-ur-5k	42	belebele	es	ur	y	n	0.7244	0.7144	-0.0100	900	900	652	643
condition-2-ur-5k	42	belebele	ur	en	n	n	0.6322	0.6422	+0.0100	900	900	569	578
condition-2-ur-5k	42	belebele	ur	ur	y	y	0.5789	0.5856	+0.0067	900	900	521	527
condition-2-ur-5k	42	belebele	zh	en	n	n	0.7778	0.7800	+0.0022	900	900	700	702
condition-2-ur-5k	42	belebele	zh	ur	y	n	0.7589	0.7656	+0.0067	900	900	683	689
condition-2-ur-5k	42	csqa	en	en	n	y	0.6100	0.6110	+0.0010	1000	1000	610	611
condition-2-ur-5k	42	csqa	en	ur	y	n	0.5960	0.6020	+0.0060	1000	1000	596	602
condition-2-ur-5k	42	csqa	es	en	n	n	0.5360	0.5260	-0.0100	1000	1000	536	526
condition-2-ur-5k	42	csqa	es	ur	y	n	0.4840	0.4910	+0.0070	1000	1000	484	491
condition-2-ur-5k	42	csqa	ur	en	n	n	0.4100	0.3880	-0.0220	1000	1000	410	388
condition-2-ur-5k	42	csqa	ur	ur	y	y	0.3530	0.3690	+0.0160	1000	1000	353	369
condition-2-ur-5k	42	csqa	zh	en	n	n	0.5600	0.5480	-0.0120	1000	1000	560	548
condition-2-ur-5k	42	csqa	zh	ur	y	n	0.4840	0.4940	+0.0100	1000	1000	484	494
condition-2-ur-5k	42	sib200	en	en	n	y	0.7745	0.6912	-0.0833	204	204	158	141
condition-2-ur-5k	42	sib200	en	ur	y	n	0.5245	0.6863	+0.1618	204	204	107	140
condition-2-ur-5k	42	sib200	es	en	n	n	0.7059	0.6569	-0.0490	204	204	144	134
condition-2-ur-5k	42	sib200	es	ur	y	n	0.4951	0.6520	+0.1569	204	204	101	133
condition-2-ur-5k	42	sib200	ur	en	n	n	0.6667	0.6520	-0.0147	204	204	136	133
condition-2-ur-5k	42	sib200	ur	ur	y	y	0.3824	0.4608	+0.0784	204	204	78	94
condition-2-ur-5k	42	sib200	zh	en	n	n	0.7206	0.6814	-0.0392	204	204	147	139
condition-2-ur-5k	42	sib200	zh	ur	y	n	0.6520	0.6667	+0.0147	204	204	133	136
condition-2-ur-5k	42	xnli	en	en	n	y	0.5399	0.3986	-0.1413	5010	5010	2705	1997
condition-2-ur-5k	42	xnli	en	ur	y	n	0.3760	0.3459	-0.0301	5010	5010	1884	1733
condition-2-ur-5k	42	xnli	es	en	n	n	0.4938	0.3972	-0.0966	5010	5010	2474	1990
condition-2-ur-5k	42	xnli	es	ur	y	n	0.3583	0.3491	-0.0092	5010	5010	1795	1749
condition-2-ur-5k	42	xnli	ur	en	n	n	0.4439	0.3383	-0.1056	5010	5010	2224	1695
condition-2-ur-5k	42	xnli	ur	ur	y	y	0.3363	0.3816	+0.0453	5010	5010	1685	1912
condition-2-ur-5k	42	xnli	zh	en	n	n	0.4481	0.4749	+0.0267	5010	5010	2245	2379
condition-2-ur-5k	42	xnli	zh	ur	y	n	0.3353	0.4226	+0.0872	5010	5010	1680	2117
condition-2-ur-5k	456	belebele	en	en	n	y	0.7922	0.7900	-0.0022	900	900	713	711
condition-2-ur-5k	456	belebele	en	ur	y	n	0.7989	0.8067	+0.0078	900	900	719	726
condition-2-ur-5k	456	belebele	es	en	n	n	0.7200	0.7400	+0.0200	900	900	648	666
condition-2-ur-5k	456	belebele	es	ur	y	n	0.7056	0.6933	-0.0122	900	900	635	624
condition-2-ur-5k	456	belebele	ur	en	n	n	0.6222	0.6311	+0.0089	900	900	560	568
