condition	seed	template	benchmark	data	instr	n	orig_acc	repar_acc	delta_acc	orig_pf	repar_pf	delta_pf
condition-2-ur-5k	123	1	xnli	en	en	None	0.5054	0.5054	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	xnli	en	ur	None	0.3441	0.3441	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	xnli	es	en	None	0.4395	0.4395	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	xnli	es	ur	None	0.3373	0.3373	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	xnli	ur	en	None	0.3904	0.3904	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	xnli	ur	ur	None	0.3351	0.3351	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	xnli	zh	en	None	0.3988	0.3988	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	xnli	zh	ur	None	0.3335	0.3335	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	belebele	en	en	None	0.7956	0.7956	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	belebele	en	ur	None	0.8111	0.8111	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	belebele	es	en	None	0.7356	0.7356	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	belebele	es	ur	None	0.7156	0.7156	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	belebele	ur	en	None	0.6411	0.6411	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	belebele	ur	ur	None	0.5711	0.5711	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	belebele	zh	en	None	0.7733	0.7733	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	belebele	zh	ur	None	0.7656	0.7656	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	csqa	en	en	None	0.6120	0.6120	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	csqa	en	ur	None	0.6120	0.6120	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	csqa	es	en	None	0.5290	0.5290	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	csqa	es	ur	None	0.4970	0.4970	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	csqa	ur	en	None	0.3830	0.3830	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	csqa	ur	ur	None	0.4070	0.4070	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	csqa	zh	en	None	0.5420	0.5420	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	csqa	zh	ur	None	0.5030	0.5030	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	sib200	en	en	None	0.6863	0.6863	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	sib200	en	ur	None	0.7108	0.7059	-0.0049	0.0539	0.0637	+0.0098
condition-2-ur-5k	123	2	sib200	es	en	None	0.6618	0.6618	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	sib200	es	ur	None	0.6716	0.6618	-0.0098	0.0343	0.0539	+0.0196
condition-2-ur-5k	123	2	sib200	ur	en	None	0.6765	0.6765	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	sib200	ur	ur	None	0.5294	0.4706	-0.0588	0.0098	0.1618	+0.1520
condition-2-ur-5k	123	2	sib200	zh	en	None	0.6863	0.6765	-0.0098	0.0000	0.0098	+0.0098
condition-2-ur-5k	123	2	sib200	zh	ur	None	0.6961	0.6912	-0.0049	0.0196	0.0245	+0.0049
condition-2-ur-5k	123	2	xnli	en	en	None	0.4387	0.4387	+0.0000	0.0004	0.0004	+0.0000
condition-2-ur-5k	123	2	xnli	en	ur	None	0.3860	0.3860	+0.0000	0.0008	0.0008	+0.0000
condition-2-ur-5k	123	2	xnli	es	en	None	0.4389	0.4389	+0.0000	0.0008	0.0008	+0.0000
condition-2-ur-5k	123	2	xnli	es	ur	None	0.4283	0.4283	+0.0000	0.0006	0.0006	+0.0000
condition-2-ur-5k	123	2	xnli	ur	en	None	0.3569	0.3569	+0.0000	0.0002	0.0002	+0.0000
condition-2-ur-5k	123	2	xnli	ur	ur	None	0.3723	0.3723	+0.0000	0.0010	0.0010	+0.0000
condition-2-ur-5k	123	2	xnli	zh	en	None	0.4954	0.4954	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	2	xnli	zh	ur	None	0.4615	0.4615	+0.0000	0.0004	0.0004	+0.0000
condition-2-ur-5k	42	1	belebele	en	en	None	0.7911	0.7911	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	belebele	en	ur	None	0.8056	0.8056	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	belebele	es	en	None	0.7289	0.7289	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	belebele	es	ur	None	0.7244	0.7244	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	belebele	ur	en	None	0.6322	0.6322	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	belebele	ur	ur	None	0.5789	0.5789	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	belebele	zh	en	None	0.7778	0.7778	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	belebele	zh	ur	None	0.7589	0.7589	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	csqa	en	en	None	0.6100	0.6100	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	csqa	en	ur	None	0.5960	0.5960	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	csqa	es	en	None	0.5360	0.5360	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	csqa	es	ur	None	0.4840	0.4840	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	csqa	ur	en	None	0.4100	0.4100	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	csqa	ur	ur	None	0.3530	0.3530	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	csqa	zh	en	None	0.5600	0.5600	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	csqa	zh	ur	None	0.4840	0.4840	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	sib200	en	en	None	0.7843	0.7745	-0.0098	0.0000	0.0147	+0.0147
condition-2-ur-5k	42	1	sib200	en	ur	None	0.6225	0.5245	-0.0980	0.0049	0.3627	+0.3578
condition-2-ur-5k	42	1	sib200	es	en	None	0.7696	0.7059	-0.0637	0.0000	0.0784	+0.0784
condition-2-ur-5k	42	1	sib200	es	ur	None	0.6029	0.4951	-0.1078	0.0049	0.4216	+0.4167
condition-2-ur-5k	42	1	sib200	ur	en	None	0.6912	0.6667	-0.0245	0.0000	0.0343	+0.0343
condition-2-ur-5k	42	1	sib200	ur	ur	None	0.4314	0.3824	-0.0490	0.0049	0.3137	+0.3088
condition-2-ur-5k	42	1	sib200	zh	en	None	0.7647	0.7206	-0.0441	0.0000	0.0490	+0.0490
condition-2-ur-5k	42	1	sib200	zh	ur	None	0.7402	0.6520	-0.0882	0.0000	0.2206	+0.2206
condition-2-ur-5k	42	1	xnli	en	en	None	0.5399	0.5399	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	xnli	en	ur	None	0.3760	0.3760	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	xnli	es	en	None	0.4938	0.4938	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	xnli	es	ur	None	0.3583	0.3583	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	xnli	ur	en	None	0.4439	0.4439	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	xnli	ur	ur	None	0.3363	0.3363	+0.0000	0.0002	0.0002	+0.0000
condition-2-ur-5k	42	1	xnli	zh	en	None	0.4481	0.4481	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	1	xnli	zh	ur	None	0.3353	0.3353	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	belebele	en	en	None	0.8000	0.8000	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	belebele	en	ur	None	0.8111	0.8111	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	belebele	es	en	None	0.7422	0.7422	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	belebele	es	ur	None	0.7144	0.7144	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	belebele	ur	en	None	0.6422	0.6422	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	belebele	ur	ur	None	0.5856	0.5856	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	belebele	zh	en	None	0.7800	0.7800	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	belebele	zh	ur	None	0.7656	0.7656	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	csqa	en	en	None	0.6110	0.6110	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	csqa	en	ur	None	0.6020	0.6020	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	csqa	es	en	None	0.5260	0.5260	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	csqa	es	ur	None	0.4910	0.4910	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	csqa	ur	en	None	0.3880	0.3880	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	csqa	ur	ur	None	0.3690	0.3690	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	csqa	zh	en	None	0.5480	0.5480	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	csqa	zh	ur	None	0.4940	0.4940	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	sib200	en	en	None	0.6912	0.6912	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	sib200	en	ur	None	0.7010	0.6863	-0.0147	0.0931	0.1225	+0.0294
condition-2-ur-5k	42	2	sib200	es	en	None	0.6569	0.6569	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	sib200	es	ur	None	0.6716	0.6520	-0.0196	0.0539	0.1324	+0.0784
condition-2-ur-5k	42	2	sib200	ur	en	None	0.6520	0.6520	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	sib200	ur	ur	None	0.5049	0.4608	-0.0441	0.0147	0.1471	+0.1324
condition-2-ur-5k	42	2	sib200	zh	en	None	0.6912	0.6814	-0.0098	0.0000	0.0098	+0.0098
condition-2-ur-5k	42	2	sib200	zh	ur	None	0.6667	0.6667	+0.0000	0.0490	0.0686	+0.0196
condition-2-ur-5k	42	2	xnli	en	en	None	0.3986	0.3986	+0.0000	0.0004	0.0004	+0.0000
condition-2-ur-5k	42	2	xnli	en	ur	None	0.3459	0.3459	+0.0000	0.0028	0.0028	+0.0000
condition-2-ur-5k	42	2	xnli	es	en	None	0.3972	0.3972	+0.0000	0.0020	0.0020	+0.0000
condition-2-ur-5k	42	2	xnli	es	ur	None	0.3491	0.3491	+0.0000	0.0028	0.0028	+0.0000
condition-2-ur-5k	42	2	xnli	ur	en	None	0.3383	0.3383	+0.0000	0.0002	0.0002	+0.0000
condition-2-ur-5k	42	2	xnli	ur	ur	None	0.3816	0.3816	+0.0000	0.0028	0.0028	+0.0000
condition-2-ur-5k	42	2	xnli	zh	en	None	0.4749	0.4749	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	42	2	xnli	zh	ur	None	0.4226	0.4226	+0.0000	0.0006	0.0006	+0.0000
condition-2-ur-5k	456	1	belebele	en	en	None	0.7922	0.7922	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	belebele	en	ur	None	0.7989	0.7989	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	belebele	es	en	None	0.7200	0.7200	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	belebele	es	ur	None	0.7056	0.7056	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	belebele	ur	en	None	0.6222	0.6222	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	belebele	ur	ur	None	0.5378	0.5378	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	belebele	zh	en	None	0.7722	0.7722	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	belebele	zh	ur	None	0.7633	0.7633	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	csqa	en	en	None	0.6120	0.6120	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	csqa	en	ur	None	0.5900	0.5900	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	csqa	es	en	None	0.5450	0.5450	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	csqa	es	ur	None	0.4900	0.4900	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	csqa	ur	en	None	0.3960	0.3960	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	csqa	ur	ur	None	0.3690	0.3690	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	csqa	zh	en	None	0.5610	0.5610	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	csqa	zh	ur	None	0.4850	0.4850	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	sib200	en	en	None	0.7892	0.7794	-0.0098	0.0000	0.0098	+0.0098
condition-2-ur-5k	456	1	sib200	en	ur	None	0.6471	0.5833	-0.0637	0.0000	0.2843	+0.2843
condition-2-ur-5k	456	1	sib200	es	en	None	0.7696	0.7402	-0.0294	0.0000	0.0343	+0.0343
condition-2-ur-5k	456	1	sib200	es	ur	None	0.5833	0.5294	-0.0539	0.0049	0.2892	+0.2843
condition-2-ur-5k	456	1	sib200	ur	en	None	0.7059	0.6961	-0.0098	0.0000	0.0098	+0.0098
condition-2-ur-5k	456	1	sib200	ur	ur	None	0.5049	0.4461	-0.0588	0.0000	0.3088	+0.3088
condition-2-ur-5k	456	1	sib200	zh	en	None	0.7696	0.7451	-0.0245	0.0000	0.0294	+0.0294
condition-2-ur-5k	456	1	sib200	zh	ur	None	0.7255	0.6765	-0.0490	0.0000	0.1422	+0.1422
condition-2-ur-5k	456	1	xnli	en	en	None	0.5383	0.5383	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	xnli	en	ur	None	0.3451	0.3451	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	xnli	es	en	None	0.4878	0.4878	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	xnli	es	ur	None	0.3399	0.3399	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	xnli	ur	en	None	0.4315	0.4315	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	xnli	ur	ur	None	0.3381	0.3381	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	xnli	zh	en	None	0.4485	0.4485	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	1	xnli	zh	ur	None	0.3341	0.3341	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	belebele	en	en	None	0.7900	0.7900	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	belebele	en	ur	None	0.8067	0.8067	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	belebele	es	en	None	0.7400	0.7400	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	belebele	es	ur	None	0.6933	0.6933	+0.0000	0.0011	0.0011	+0.0000
condition-2-ur-5k	456	2	belebele	ur	en	None	0.6311	0.6311	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	belebele	ur	ur	None	0.5544	0.5544	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	belebele	zh	en	None	0.7778	0.7778	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	belebele	zh	ur	None	0.7611	0.7611	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	csqa	en	en	None	0.6160	0.6160	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	csqa	en	ur	None	0.6100	0.6100	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	csqa	es	en	None	0.5390	0.5390	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	csqa	es	ur	None	0.5030	0.5030	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	csqa	ur	en	None	0.3900	0.3900	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	csqa	ur	ur	None	0.3770	0.3770	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	csqa	zh	en	None	0.5390	0.5390	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	csqa	zh	ur	None	0.5020	0.5020	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	sib200	en	en	None	0.6961	0.6961	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	sib200	en	ur	None	0.6863	0.6765	-0.0098	0.1029	0.1373	+0.0343
condition-2-ur-5k	456	2	sib200	es	en	None	0.6618	0.6618	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	sib200	es	ur	None	0.6422	0.6373	-0.0049	0.0686	0.1029	+0.0343
condition-2-ur-5k	456	2	sib200	ur	en	None	0.6667	0.6667	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	sib200	ur	ur	None	0.5882	0.5686	-0.0196	0.0147	0.0784	+0.0637
condition-2-ur-5k	456	2	sib200	zh	en	None	0.6912	0.6863	-0.0049	0.0000	0.0049	+0.0049
condition-2-ur-5k	456	2	sib200	zh	ur	None	0.6863	0.6716	-0.0147	0.0196	0.0588	+0.0392
condition-2-ur-5k	456	2	xnli	en	en	None	0.3786	0.3786	+0.0000	0.0006	0.0006	+0.0000
condition-2-ur-5k	456	2	xnli	en	ur	None	0.3525	0.3525	+0.0000	0.0016	0.0016	+0.0000
condition-2-ur-5k	456	2	xnli	es	en	None	0.3848	0.3848	+0.0000	0.0022	0.0022	+0.0000
condition-2-ur-5k	456	2	xnli	es	ur	None	0.3657	0.3657	+0.0000	0.0008	0.0008	+0.0000
condition-2-ur-5k	456	2	xnli	ur	en	None	0.3399	0.3399	+0.0000	0.0006	0.0006	+0.0000
condition-2-ur-5k	456	2	xnli	ur	ur	None	0.3435	0.3435	+0.0000	0.0018	0.0018	+0.0000
condition-2-ur-5k	456	2	xnli	zh	en	None	0.4405	0.4405	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	456	2	xnli	zh	ur	None	0.4385	0.4385	+0.0000	0.0006	0.0006	+0.0000
condition-2-zh-20k	42	1	belebele	en	en	None	0.7889	0.7889	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	belebele	en	zh	None	0.7978	0.7978	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	belebele	es	en	None	0.6978	0.6978	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	belebele	es	zh	None	0.7144	0.7144	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	belebele	ur	en	None	0.6156	0.6156	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	belebele	ur	zh	None	0.6278	0.6278	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	belebele	zh	en	None	0.7700	0.7700	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	belebele	zh	zh	None	0.7722	0.7722	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	csqa	en	en	None	0.6160	0.6160	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	csqa	en	zh	None	0.6460	0.6460	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	csqa	es	en	None	0.5290	0.5290	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	csqa	es	zh	None	0.5710	0.5710	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	csqa	ur	en	None	0.4250	0.4250	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	csqa	ur	zh	None	0.4360	0.4360	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	csqa	zh	en	None	0.5520	0.5520	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	csqa	zh	zh	None	0.5410	0.5410	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	sib200	en	en	None	0.7500	0.7451	-0.0049	0.0000	0.0049	+0.0049
condition-2-zh-20k	42	1	sib200	en	zh	None	0.6667	0.6667	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	sib200	es	en	None	0.7647	0.7549	-0.0098	0.0000	0.0098	+0.0098
condition-2-zh-20k	42	1	sib200	es	zh	None	0.6520	0.6520	+0.0000	0.0000	0.0049	+0.0049
condition-2-zh-20k	42	1	sib200	ur	en	None	0.6863	0.6863	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	sib200	ur	zh	None	0.5931	0.5931	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	sib200	zh	en	None	0.7696	0.7598	-0.0098	0.0000	0.0098	+0.0098
condition-2-zh-20k	42	1	sib200	zh	zh	None	0.6422	0.6471	+0.0049	0.0147	0.0000	-0.0147
condition-2-zh-20k	42	1	xnli	en	en	None	0.5301	0.5301	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	xnli	en	zh	None	0.3333	0.3333	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	xnli	es	en	None	0.4754	0.4754	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	xnli	es	zh	None	0.3333	0.3333	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	xnli	ur	en	None	0.4565	0.4565	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	xnli	ur	zh	None	0.3335	0.3335	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	xnli	zh	en	None	0.4126	0.4126	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	1	xnli	zh	zh	None	0.3331	0.3331	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	belebele	en	en	None	0.7933	0.7933	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	belebele	en	zh	None	0.8022	0.8022	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	belebele	es	en	None	0.7233	0.7233	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	belebele	es	zh	None	0.7200	0.7200	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	belebele	ur	en	None	0.6256	0.6256	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	belebele	ur	zh	None	0.6267	0.6267	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	belebele	zh	en	None	0.7767	0.7767	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	belebele	zh	zh	None	0.7767	0.7767	+0.0000	0.0011	0.0011	+0.0000
condition-2-zh-20k	42	2	csqa	en	en	None	0.6070	0.6070	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	csqa	en	zh	None	0.6330	0.6330	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	csqa	es	en	None	0.5280	0.5280	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	csqa	es	zh	None	0.5500	0.5500	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	csqa	ur	en	None	0.4230	0.4230	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	csqa	ur	zh	None	0.4130	0.4130	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	csqa	zh	en	None	0.5380	0.5380	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	csqa	zh	zh	None	0.5400	0.5400	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	sib200	en	en	None	0.7108	0.7108	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	sib200	en	zh	None	0.6471	0.6520	+0.0049	0.0049	0.0000	-0.0049
condition-2-zh-20k	42	2	sib200	es	en	None	0.6569	0.6569	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	sib200	es	zh	None	0.5931	0.6176	+0.0245	0.0441	0.0147	-0.0294
condition-2-zh-20k	42	2	sib200	ur	en	None	0.6618	0.6618	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	sib200	ur	zh	None	0.5931	0.5931	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-20k	42	2	sib200	zh	en	None	0.6569	0.6520	-0.0049	0.0000	0.0049	+0.0049
condition-2-zh-20k	42	2	sib200	zh	zh	None	0.6078	0.6471	+0.0392	0.0539	0.0049	-0.0490
condition-2-zh-20k	42	2	xnli	en	en	None	0.3573	0.3573	+0.0000	0.0006	0.0006	+0.0000
condition-2-zh-20k	42	2	xnli	en	zh	None	0.3413	0.3417	+0.0004	0.0038	0.0032	-0.0006
condition-2-zh-20k	42	2	xnli	es	en	None	0.3591	0.3591	+0.0000	0.0036	0.0036	+0.0000
condition-2-zh-20k	42	2	xnli	es	zh	None	0.3359	0.3363	+0.0004	0.0052	0.0046	-0.0006
condition-2-zh-20k	42	2	xnli	ur	en	None	0.3337	0.3337	+0.0000	0.0032	0.0032	+0.0000
condition-2-zh-20k	42	2	xnli	ur	zh	None	0.3265	0.3277	+0.0012	0.0246	0.0224	-0.0022
condition-2-zh-20k	42	2	xnli	zh	en	None	0.4407	0.4407	+0.0000	0.0014	0.0014	+0.0000
condition-2-zh-20k	42	2	xnli	zh	zh	None	0.3673	0.3737	+0.0064	0.0275	0.0168	-0.0108
condition-2-zh-5k	123	1	belebele	en	en	None	0.7800	0.7800	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	belebele	en	zh	None	0.7989	0.7989	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	belebele	es	en	None	0.7044	0.7044	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	belebele	es	zh	None	0.7344	0.7344	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	belebele	ur	en	None	0.6233	0.6233	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	belebele	ur	zh	None	0.6222	0.6222	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	belebele	zh	en	None	0.7656	0.7656	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	belebele	zh	zh	None	0.7811	0.7811	+0.0000	0.0000	0.0000	+0.0000
