condition	target_lang	seed	template	benchmark	data	instr	matched_diagonal	matched_instr	baseline_acc	cond_1_en_5k_acc	cond_acc	delta_vs_baseline	delta_en_finetune_only	delta_language_specific
condition-2-zh-5k	zh	42	1	csqa	ur	en	n	n	0.4240	0.4237	0.4200	-0.0040	-0.0003	-0.0037
condition-2-zh-5k	zh	42	1	csqa	ur	zh	n	y	0.3760	0.3867	0.4280	+0.0520	+0.0107	+0.0413
condition-2-zh-5k	zh	42	1	csqa	zh	en	n	n	0.5450	0.5527	0.5450	+0.0000	+0.0077	-0.0077
condition-2-zh-5k	zh	42	1	csqa	zh	zh	y	y	0.5340	0.5267	0.5480	+0.0140	-0.0073	+0.0213
condition-2-zh-5k	zh	42	1	sib200	en	en	y	n	0.7549	0.7533	0.7647	+0.0098	-0.0016	+0.0114
condition-2-zh-5k	zh	42	1	sib200	en	zh	n	y	0.7157	0.7059	0.6863	-0.0294	-0.0098	-0.0196
condition-2-zh-5k	zh	42	1	sib200	es	en	n	n	0.7745	0.7582	0.7598	-0.0147	-0.0163	+0.0016
condition-2-zh-5k	zh	42	1	sib200	es	zh	n	y	0.6373	0.6324	0.6618	+0.0245	-0.0049	+0.0294
condition-2-zh-5k	zh	42	1	sib200	ur	en	n	n	0.7255	0.6895	0.7059	-0.0196	-0.0359	+0.0163
condition-2-zh-5k	zh	42	1	sib200	ur	zh	n	y	0.5735	0.5539	0.5931	+0.0196	-0.0196	+0.0392
condition-2-zh-5k	zh	42	1	sib200	zh	en	n	n	0.7892	0.7500	0.7451	-0.0441	-0.0392	-0.0049
condition-2-zh-5k	zh	42	1	sib200	zh	zh	y	y	0.6667	0.6650	0.6814	+0.0147	-0.0016	+0.0163
condition-2-zh-5k	zh	42	1	xnli	en	en	y	n	0.4998	0.5226	0.5190	+0.0192	+0.0228	-0.0037
condition-2-zh-5k	zh	42	1	xnli	en	zh	n	y	0.3333	0.3340	0.3327	-0.0006	+0.0007	-0.0013
condition-2-zh-5k	zh	42	1	xnli	es	en	n	n	0.4525	0.4687	0.4585	+0.0060	+0.0162	-0.0102
condition-2-zh-5k	zh	42	1	xnli	es	zh	n	y	0.3337	0.3343	0.3333	-0.0004	+0.0005	-0.0009
condition-2-zh-5k	zh	42	1	xnli	ur	en	n	n	0.4343	0.4375	0.4521	+0.0178	+0.0032	+0.0146
condition-2-zh-5k	zh	42	1	xnli	ur	zh	n	y	0.3311	0.3331	0.3381	+0.0070	+0.0020	+0.0050
condition-2-zh-5k	zh	42	1	xnli	zh	en	n	n	0.3906	0.4034	0.4120	+0.0214	+0.0128	+0.0086
condition-2-zh-5k	zh	42	1	xnli	zh	zh	y	y	0.3329	0.3349	0.3395	+0.0066	+0.0020	+0.0046
condition-2-zh-5k	zh	42	2	belebele	en	en	y	n	0.7822	0.7870	0.7867	+0.0044	+0.0048	-0.0004
condition-2-zh-5k	zh	42	2	belebele	en	zh	n	y	0.8000	0.8015	0.8100	+0.0100	+0.0015	+0.0085
condition-2-zh-5k	zh	42	2	belebele	es	en	n	n	0.7011	0.7096	0.7256	+0.0244	+0.0085	+0.0159
condition-2-zh-5k	zh	42	2	belebele	es	zh	n	y	0.7167	0.7193	0.7411	+0.0244	+0.0026	+0.0219
condition-2-zh-5k	zh	42	2	belebele	ur	en	n	n	0.6144	0.6200	0.6300	+0.0156	+0.0056	+0.0100
condition-2-zh-5k	zh	42	2	belebele	ur	zh	n	y	0.6067	0.6030	0.6389	+0.0322	-0.0037	+0.0359
condition-2-zh-5k	zh	42	2	belebele	zh	en	n	n	0.7589	0.7637	0.7778	+0.0189	+0.0048	+0.0141
condition-2-zh-5k	zh	42	2	belebele	zh	zh	y	y	0.7611	0.7578	0.7911	+0.0300	-0.0033	+0.0333
condition-2-zh-5k	zh	42	2	csqa	en	en	y	n	0.6070	0.6113	0.6160	+0.0090	+0.0043	+0.0047
condition-2-zh-5k	zh	42	2	csqa	en	zh	n	y	0.6310	0.6363	0.6300	-0.0010	+0.0053	-0.0063
condition-2-zh-5k	zh	42	2	csqa	es	en	n	n	0.5170	0.5260	0.5280	+0.0110	+0.0090	+0.0020
condition-2-zh-5k	zh	42	2	csqa	es	zh	n	y	0.5300	0.5293	0.5360	+0.0060	-0.0007	+0.0067
condition-2-zh-5k	zh	42	2	csqa	ur	en	n	n	0.4170	0.4197	0.4180	+0.0010	+0.0027	-0.0017
condition-2-zh-5k	zh	42	2	csqa	ur	zh	n	y	0.4020	0.4030	0.4000	-0.0020	+0.0010	-0.0030
condition-2-zh-5k	zh	42	2	csqa	zh	en	n	n	0.5320	0.5323	0.5310	-0.0010	+0.0003	-0.0013
condition-2-zh-5k	zh	42	2	csqa	zh	zh	y	y	0.5320	0.5343	0.5470	+0.0150	+0.0023	+0.0127
condition-2-zh-5k	zh	42	2	sib200	en	en	y	n	0.7206	0.7092	0.6814	-0.0392	-0.0114	-0.0278
condition-2-zh-5k	zh	42	2	sib200	en	zh	n	y	0.6520	0.6503	0.6667	+0.0147	-0.0016	+0.0163
condition-2-zh-5k	zh	42	2	sib200	es	en	n	n	0.6765	0.6585	0.6520	-0.0245	-0.0180	-0.0065
condition-2-zh-5k	zh	42	2	sib200	es	zh	n	y	0.5931	0.5752	0.6225	+0.0294	-0.0180	+0.0474
condition-2-zh-5k	zh	42	2	sib200	ur	en	n	n	0.6814	0.6667	0.6667	-0.0147	-0.0147	+0.0000
condition-2-zh-5k	zh	42	2	sib200	ur	zh	n	y	0.5343	0.5294	0.5931	+0.0588	-0.0049	+0.0637
condition-2-zh-5k	zh	42	2	sib200	zh	en	n	n	0.6961	0.6716	0.6520	-0.0441	-0.0245	-0.0196
condition-2-zh-5k	zh	42	2	sib200	zh	zh	y	y	0.6225	0.6242	0.6275	+0.0049	+0.0016	+0.0033
condition-2-zh-5k	zh	42	2	xnli	en	en	y	n	0.3786	0.3565	0.3685	-0.0102	-0.0222	+0.0120
condition-2-zh-5k	zh	42	2	xnli	en	zh	n	y	0.3337	0.3840	0.3357	+0.0020	+0.0502	-0.0482
condition-2-zh-5k	zh	42	2	xnli	es	en	n	n	0.3661	0.3547	0.3750	+0.0090	-0.0114	+0.0204
condition-2-zh-5k	zh	42	2	xnli	es	zh	n	y	0.2369	0.3463	0.3345	+0.0976	+0.1094	-0.0118
condition-2-zh-5k	zh	42	2	xnli	ur	en	n	n	0.3357	0.3330	0.3343	-0.0014	-0.0027	+0.0013
condition-2-zh-5k	zh	42	2	xnli	ur	zh	n	y	0.2078	0.2758	0.2495	+0.0417	+0.0681	-0.0263
condition-2-zh-5k	zh	42	2	xnli	zh	en	n	n	0.4649	0.4415	0.4443	-0.0206	-0.0234	+0.0029
condition-2-zh-5k	zh	42	2	xnli	zh	zh	y	y	0.2491	0.2910	0.3517	+0.1026	+0.0418	+0.0607
condition-2-zh-5k	zh	456	1	belebele	en	en	y	n	0.7678	0.7781	0.7822	+0.0144	+0.0104	+0.0041
condition-2-zh-5k	zh	456	1	belebele	en	zh	n	y	0.7889	0.7885	0.8067	+0.0178	-0.0004	+0.0181
condition-2-zh-5k	zh	456	1	belebele	es	en	n	n	0.6911	0.7000	0.7044	+0.0133	+0.0089	+0.0044
condition-2-zh-5k	zh	456	1	belebele	es	zh	n	y	0.6956	0.6937	0.7333	+0.0378	-0.0019	+0.0396
condition-2-zh-5k	zh	456	1	belebele	ur	en	n	n	0.6044	0.6130	0.6133	+0.0089	+0.0085	+0.0004
condition-2-zh-5k	zh	456	1	belebele	ur	zh	n	y	0.5922	0.5996	0.6211	+0.0289	+0.0074	+0.0215
condition-2-zh-5k	zh	456	1	belebele	zh	en	n	n	0.7500	0.7596	0.7700	+0.0200	+0.0096	+0.0104
condition-2-zh-5k	zh	456	1	belebele	zh	zh	y	y	0.7756	0.7752	0.7800	+0.0044	-0.0004	+0.0048
condition-2-zh-5k	zh	456	1	csqa	en	en	y	n	0.6070	0.6120	0.6020	-0.0050	+0.0050	-0.0100
condition-2-zh-5k	zh	456	1	csqa	en	zh	n	y	0.6410	0.6447	0.6500	+0.0090	+0.0037	+0.0053
condition-2-zh-5k	zh	456	1	csqa	es	en	n	n	0.5240	0.5303	0.5230	-0.0010	+0.0063	-0.0073
condition-2-zh-5k	zh	456	1	csqa	es	zh	n	y	0.5470	0.5480	0.5700	+0.0230	+0.0010	+0.0220
condition-2-zh-5k	zh	456	1	csqa	ur	en	n	n	0.4240	0.4237	0.4160	-0.0080	-0.0003	-0.0077
condition-2-zh-5k	zh	456	1	csqa	ur	zh	n	y	0.3760	0.3867	0.4310	+0.0550	+0.0107	+0.0443
condition-2-zh-5k	zh	456	1	csqa	zh	en	n	n	0.5450	0.5527	0.5440	-0.0010	+0.0077	-0.0087
condition-2-zh-5k	zh	456	1	csqa	zh	zh	y	y	0.5340	0.5267	0.5500	+0.0160	-0.0073	+0.0233
condition-2-zh-5k	zh	456	1	sib200	en	en	y	n	0.7549	0.7533	0.7745	+0.0196	-0.0016	+0.0212
condition-2-zh-5k	zh	456	1	sib200	en	zh	n	y	0.7157	0.7059	0.7206	+0.0049	-0.0098	+0.0147
condition-2-zh-5k	zh	456	1	sib200	es	en	n	n	0.7745	0.7582	0.7794	+0.0049	-0.0163	+0.0212
condition-2-zh-5k	zh	456	1	sib200	es	zh	n	y	0.6373	0.6324	0.6863	+0.0490	-0.0049	+0.0539
condition-2-zh-5k	zh	456	1	sib200	ur	en	n	n	0.7255	0.6895	0.7059	-0.0196	-0.0359	+0.0163
condition-2-zh-5k	zh	456	1	sib200	ur	zh	n	y	0.5735	0.5539	0.6520	+0.0784	-0.0196	+0.0980
condition-2-zh-5k	zh	456	1	sib200	zh	en	n	n	0.7892	0.7500	0.7647	-0.0245	-0.0392	+0.0147
condition-2-zh-5k	zh	456	1	sib200	zh	zh	y	y	0.6667	0.6650	0.6863	+0.0196	-0.0016	+0.0212
condition-2-zh-5k	zh	456	1	xnli	en	en	y	n	0.4998	0.5226	0.5234	+0.0236	+0.0228	+0.0007
condition-2-zh-5k	zh	456	1	xnli	en	zh	n	y	0.3333	0.3340	0.3331	-0.0002	+0.0007	-0.0009
condition-2-zh-5k	zh	456	1	xnli	es	en	n	n	0.4525	0.4687	0.4651	+0.0126	+0.0162	-0.0037
condition-2-zh-5k	zh	456	1	xnli	es	zh	n	y	0.3337	0.3343	0.3331	-0.0006	+0.0005	-0.0011
condition-2-zh-5k	zh	456	1	xnli	ur	en	n	n	0.4343	0.4375	0.4485	+0.0142	+0.0032	+0.0110
condition-2-zh-5k	zh	456	1	xnli	ur	zh	n	y	0.3311	0.3331	0.3337	+0.0026	+0.0020	+0.0006
condition-2-zh-5k	zh	456	1	xnli	zh	en	n	n	0.3906	0.4034	0.4168	+0.0261	+0.0128	+0.0134
condition-2-zh-5k	zh	456	1	xnli	zh	zh	y	y	0.3329	0.3349	0.3331	+0.0002	+0.0020	-0.0018
condition-2-zh-5k	zh	456	2	belebele	en	en	y	n	0.7822	0.7870	0.7878	+0.0056	+0.0048	+0.0007
condition-2-zh-5k	zh	456	2	belebele	en	zh	n	y	0.8000	0.8015	0.8133	+0.0133	+0.0015	+0.0119
condition-2-zh-5k	zh	456	2	belebele	es	en	n	n	0.7011	0.7096	0.7167	+0.0156	+0.0085	+0.0070
condition-2-zh-5k	zh	456	2	belebele	es	zh	n	y	0.7167	0.7193	0.7344	+0.0178	+0.0026	+0.0152
condition-2-zh-5k	zh	456	2	belebele	ur	en	n	n	0.6144	0.6200	0.6200	+0.0056	+0.0056	+0.0000
condition-2-zh-5k	zh	456	2	belebele	ur	zh	n	y	0.6067	0.6030	0.6344	+0.0278	-0.0037	+0.0315
condition-2-zh-5k	zh	456	2	belebele	zh	en	n	n	0.7589	0.7637	0.7811	+0.0222	+0.0048	+0.0174
condition-2-zh-5k	zh	456	2	belebele	zh	zh	y	y	0.7611	0.7578	0.7811	+0.0200	-0.0033	+0.0233
condition-2-zh-5k	zh	456	2	csqa	en	en	y	n	0.6070	0.6113	0.6110	+0.0040	+0.0043	-0.0003
condition-2-zh-5k	zh	456	2	csqa	en	zh	n	y	0.6310	0.6363	0.6350	+0.0040	+0.0053	-0.0013
condition-2-zh-5k	zh	456	2	csqa	es	en	n	n	0.5170	0.5260	0.5280	+0.0110	+0.0090	+0.0020
condition-2-zh-5k	zh	456	2	csqa	es	zh	n	y	0.5300	0.5293	0.5470	+0.0170	-0.0007	+0.0177
condition-2-zh-5k	zh	456	2	csqa	ur	en	n	n	0.4170	0.4197	0.4150	-0.0020	+0.0027	-0.0047
condition-2-zh-5k	zh	456	2	csqa	ur	zh	n	y	0.4020	0.4030	0.4060	+0.0040	+0.0010	+0.0030
condition-2-zh-5k	zh	456	2	csqa	zh	en	n	n	0.5320	0.5323	0.5290	-0.0030	+0.0003	-0.0033
condition-2-zh-5k	zh	456	2	csqa	zh	zh	y	y	0.5320	0.5343	0.5470	+0.0150	+0.0023	+0.0127
condition-2-zh-5k	zh	456	2	sib200	en	en	y	n	0.7206	0.7092	0.6814	-0.0392	-0.0114	-0.0278
condition-2-zh-5k	zh	456	2	sib200	en	zh	n	y	0.6520	0.6503	0.6765	+0.0245	-0.0016	+0.0261
condition-2-zh-5k	zh	456	2	sib200	es	en	n	n	0.6765	0.6585	0.6471	-0.0294	-0.0180	-0.0114
condition-2-zh-5k	zh	456	2	sib200	es	zh	n	y	0.5931	0.5752	0.6324	+0.0392	-0.0180	+0.0572
condition-2-zh-5k	zh	456	2	sib200	ur	en	n	n	0.6814	0.6667	0.6765	-0.0049	-0.0147	+0.0098
condition-2-zh-5k	zh	456	2	sib200	ur	zh	n	y	0.5343	0.5294	0.6176	+0.0833	-0.0049	+0.0882
condition-2-zh-5k	zh	456	2	sib200	zh	en	n	n	0.6961	0.6716	0.6667	-0.0294	-0.0245	-0.0049
condition-2-zh-5k	zh	456	2	sib200	zh	zh	y	y	0.6225	0.6242	0.6569	+0.0343	+0.0016	+0.0327
condition-2-zh-5k	zh	456	2	xnli	en	en	y	n	0.3786	0.3565	0.3627	-0.0160	-0.0222	+0.0062
condition-2-zh-5k	zh	456	2	xnli	en	zh	n	y	0.3337	0.3840	0.3303	-0.0034	+0.0502	-0.0536
condition-2-zh-5k	zh	456	2	xnli	es	en	n	n	0.3661	0.3547	0.3675	+0.0014	-0.0114	+0.0128
condition-2-zh-5k	zh	456	2	xnli	es	zh	n	y	0.2369	0.3463	0.3289	+0.0920	+0.1094	-0.0174
condition-2-zh-5k	zh	456	2	xnli	ur	en	n	n	0.3357	0.3330	0.3339	-0.0018	-0.0027	+0.0009
condition-2-zh-5k	zh	456	2	xnli	ur	zh	n	y	0.2078	0.2758	0.3016	+0.0938	+0.0681	+0.0257
condition-2-zh-5k	zh	456	2	xnli	zh	en	n	n	0.4649	0.4415	0.4212	-0.0437	-0.0234	-0.0203
condition-2-zh-5k	zh	456	2	xnli	zh	zh	y	y	0.2491	0.2910	0.3507	+0.1016	+0.0418	+0.0597
condition-3-zh-5k	zh	42	1	belebele	en	en	y	n	0.7678	0.7781	0.7911	+0.0233	+0.0104	+0.0130
condition-3-zh-5k	zh	42	1	belebele	en	zh	n	y	0.7889	0.7885	0.7889	+0.0000	-0.0004	+0.0004
condition-3-zh-5k	zh	42	1	belebele	es	en	n	n	0.6911	0.7000	0.7056	+0.0144	+0.0089	+0.0056
condition-3-zh-5k	zh	42	1	belebele	es	zh	n	y	0.6956	0.6937	0.7133	+0.0178	-0.0019	+0.0196
condition-3-zh-5k	zh	42	1	belebele	ur	en	n	n	0.6044	0.6130	0.6100	+0.0056	+0.0085	-0.0030
condition-3-zh-5k	zh	42	1	belebele	ur	zh	n	y	0.5922	0.5996	0.6144	+0.0222	+0.0074	+0.0148
condition-3-zh-5k	zh	42	1	belebele	zh	en	n	n	0.7500	0.7596	0.7644	+0.0144	+0.0096	+0.0048
condition-3-zh-5k	zh	42	1	belebele	zh	zh	y	y	0.7756	0.7752	0.7789	+0.0033	-0.0004	+0.0037
condition-3-zh-5k	zh	42	1	csqa	en	en	y	n	0.6070	0.6120	0.6090	+0.0020	+0.0050	-0.0030
condition-3-zh-5k	zh	42	1	csqa	en	zh	n	y	0.6410	0.6447	0.6440	+0.0030	+0.0037	-0.0007
condition-3-zh-5k	zh	42	1	csqa	es	en	n	n	0.5240	0.5303	0.5500	+0.0260	+0.0063	+0.0197
condition-3-zh-5k	zh	42	1	csqa	es	zh	n	y	0.5470	0.5480	0.5430	-0.0040	+0.0010	-0.0050
condition-3-zh-5k	zh	42	1	csqa	ur	en	n	n	0.4240	0.4237	0.4240	+0.0000	-0.0003	+0.0003
condition-3-zh-5k	zh	42	1	csqa	ur	zh	n	y	0.3760	0.3867	0.4140	+0.0380	+0.0107	+0.0273
condition-3-zh-5k	zh	42	1	csqa	zh	en	n	n	0.5450	0.5527	0.5570	+0.0120	+0.0077	+0.0043
condition-3-zh-5k	zh	42	1	csqa	zh	zh	y	y	0.5340	0.5267	0.5410	+0.0070	-0.0073	+0.0143
condition-3-zh-5k	zh	42	1	sib200	en	en	y	n	0.7549	0.7533	0.7451	-0.0098	-0.0016	-0.0082
condition-3-zh-5k	zh	42	1	sib200	en	zh	n	y	0.7157	0.7059	0.6814	-0.0343	-0.0098	-0.0245
condition-3-zh-5k	zh	42	1	sib200	es	en	n	n	0.7745	0.7582	0.7402	-0.0343	-0.0163	-0.0180
condition-3-zh-5k	zh	42	1	sib200	es	zh	n	y	0.6373	0.6324	0.6912	+0.0539	-0.0049	+0.0588
condition-3-zh-5k	zh	42	1	sib200	ur	en	n	n	0.7255	0.6895	0.6912	-0.0343	-0.0359	+0.0016
condition-3-zh-5k	zh	42	1	sib200	ur	zh	n	y	0.5735	0.5539	0.6078	+0.0343	-0.0196	+0.0539
condition-3-zh-5k	zh	42	1	sib200	zh	en	n	n	0.7892	0.7500	0.7549	-0.0343	-0.0392	+0.0049
condition-3-zh-5k	zh	42	1	sib200	zh	zh	y	y	0.6667	0.6650	0.6863	+0.0196	-0.0016	+0.0212
condition-3-zh-5k	zh	42	1	xnli	en	en	y	n	0.4998	0.5226	0.5347	+0.0349	+0.0228	+0.0121
condition-3-zh-5k	zh	42	1	xnli	en	zh	n	y	0.3333	0.3340	0.3325	-0.0008	+0.0007	-0.0015
condition-3-zh-5k	zh	42	1	xnli	es	en	n	n	0.4525	0.4687	0.4858	+0.0333	+0.0162	+0.0171
condition-3-zh-5k	zh	42	1	xnli	es	zh	n	y	0.3337	0.3343	0.3325	-0.0012	+0.0005	-0.0017
condition-3-zh-5k	zh	42	1	xnli	ur	en	n	n	0.4343	0.4375	0.4409	+0.0066	+0.0032	+0.0034
condition-3-zh-5k	zh	42	1	xnli	ur	zh	n	y	0.3311	0.3331	0.3311	+0.0000	+0.0020	-0.0020
condition-3-zh-5k	zh	42	1	xnli	zh	en	n	n	0.3906	0.4034	0.4429	+0.0523	+0.0128	+0.0395
condition-3-zh-5k	zh	42	1	xnli	zh	zh	y	y	0.3329	0.3349	0.3323	-0.0006	+0.0020	-0.0026
condition-3-zh-5k	zh	42	2	belebele	en	en	y	n	0.7822	0.7870	0.7911	+0.0089	+0.0048	+0.0041
condition-3-zh-5k	zh	42	2	belebele	en	zh	n	y	0.8000	0.8015	0.8022	+0.0022	+0.0015	+0.0007
condition-3-zh-5k	zh	42	2	belebele	es	en	n	n	0.7011	0.7096	0.7222	+0.0211	+0.0085	+0.0126
condition-3-zh-5k	zh	42	2	belebele	es	zh	n	y	0.7167	0.7193	0.7278	+0.0111	+0.0026	+0.0085
condition-3-zh-5k	zh	42	2	belebele	ur	en	n	n	0.6144	0.6200	0.6289	+0.0144	+0.0056	+0.0089
condition-3-zh-5k	zh	42	2	belebele	ur	zh	n	y	0.6067	0.6030	0.6167	+0.0100	-0.0037	+0.0137
condition-3-zh-5k	zh	42	2	belebele	zh	en	n	n	0.7589	0.7637	0.7733	+0.0144	+0.0048	+0.0096
condition-3-zh-5k	zh	42	2	belebele	zh	zh	y	y	0.7611	0.7578	0.7711	+0.0100	-0.0033	+0.0133
condition-3-zh-5k	zh	42	2	csqa	en	en	y	n	0.6070	0.6113	0.6100	+0.0030	+0.0043	-0.0013
condition-3-zh-5k	zh	42	2	csqa	en	zh	n	y	0.6310	0.6363	0.6440	+0.0130	+0.0053	+0.0077
condition-3-zh-5k	zh	42	2	csqa	es	en	n	n	0.5170	0.5260	0.5380	+0.0210	+0.0090	+0.0120
condition-3-zh-5k	zh	42	2	csqa	es	zh	n	y	0.5300	0.5293	0.5250	-0.0050	-0.0007	-0.0043
condition-3-zh-5k	zh	42	2	csqa	ur	en	n	n	0.4170	0.4197	0.4400	+0.0230	+0.0027	+0.0203
condition-3-zh-5k	zh	42	2	csqa	ur	zh	n	y	0.4020	0.4030	0.4170	+0.0150	+0.0010	+0.0140
condition-3-zh-5k	zh	42	2	csqa	zh	en	n	n	0.5320	0.5323	0.5460	+0.0140	+0.0003	+0.0137
condition-3-zh-5k	zh	42	2	csqa	zh	zh	y	y	0.5320	0.5343	0.5220	-0.0100	+0.0023	-0.0123
condition-3-zh-5k	zh	42	2	sib200	en	en	y	n	0.7206	0.7092	0.6618	-0.0588	-0.0114	-0.0474
condition-3-zh-5k	zh	42	2	sib200	en	zh	n	y	0.6520	0.6503	0.6471	-0.0049	-0.0016	-0.0033
condition-3-zh-5k	zh	42	2	sib200	es	en	n	n	0.6765	0.6585	0.6373	-0.0392	-0.0180	-0.0212
condition-3-zh-5k	zh	42	2	sib200	es	zh	n	y	0.5931	0.5752	0.6078	+0.0147	-0.0180	+0.0327
condition-3-zh-5k	zh	42	2	sib200	ur	en	n	n	0.6814	0.6667	0.6569	-0.0245	-0.0147	-0.0098
condition-3-zh-5k	zh	42	2	sib200	ur	zh	n	y	0.5343	0.5294	0.5441	+0.0098	-0.0049	+0.0147
condition-3-zh-5k	zh	42	2	sib200	zh	en	n	n	0.6961	0.6716	0.6667	-0.0294	-0.0245	-0.0049
condition-3-zh-5k	zh	42	2	sib200	zh	zh	y	y	0.6225	0.6242	0.6078	-0.0147	+0.0016	-0.0163
condition-3-zh-5k	zh	42	2	xnli	en	en	y	n	0.3786	0.3565	0.4006	+0.0220	-0.0222	+0.0441
condition-3-zh-5k	zh	42	2	xnli	en	zh	n	y	0.3337	0.3840	0.3313	-0.0024	+0.0502	-0.0526
condition-3-zh-5k	zh	42	2	xnli	es	en	n	n	0.3661	0.3547	0.4114	+0.0453	-0.0114	+0.0567
condition-3-zh-5k	zh	42	2	xnli	es	zh	n	y	0.2369	0.3463	0.3289	+0.0920	+0.1094	-0.0174
condition-3-zh-5k	zh	42	2	xnli	ur	en	n	n	0.3357	0.3330	0.3455	+0.0098	-0.0027	+0.0125
condition-3-zh-5k	zh	42	2	xnli	ur	zh	n	y	0.2078	0.2758	0.3240	+0.1162	+0.0681	+0.0481
condition-3-zh-5k	zh	42	2	xnli	zh	en	n	n	0.4649	0.4415	0.4840	+0.0192	-0.0234	+0.0426
condition-3-zh-5k	zh	42	2	xnli	zh	zh	y	y	0.2491	0.2910	0.3066	+0.0575	+0.0418	+0.0156
condition-5-es-5k	es	42	1	belebele	en	en	y	n	0.7678	0.7781	0.7833	+0.0156	+0.0104	+0.0052
condition-5-es-5k	es	42	1	belebele	en	es	n	y	0.7611	0.7604	0.7822	+0.0211	-0.0007	+0.0219
condition-5-es-5k	es	42	1	belebele	es	en	n	n	0.6911	0.7000	0.6956	+0.0044	+0.0089	-0.0044
condition-5-es-5k	es	42	1	belebele	es	es	y	y	0.6722	0.6719	0.6744	+0.0022	-0.0004	+0.0026
condition-5-es-5k	es	42	1	belebele	ur	en	n	n	0.6044	0.6130	0.6056	+0.0011	+0.0085	-0.0074
condition-5-es-5k	es	42	1	belebele	ur	es	n	y	0.5389	0.5356	0.5333	-0.0056	-0.0033	-0.0022
condition-5-es-5k	es	42	1	belebele	zh	en	n	n	0.7500	0.7596	0.7522	+0.0022	+0.0096	-0.0074
condition-5-es-5k	es	42	1	belebele	zh	es	n	y	0.7033	0.7044	0.7256	+0.0222	+0.0011	+0.0211
condition-5-es-5k	es	42	1	csqa	en	en	y	n	0.6070	0.6120	0.6020	-0.0050	+0.0050	-0.0100
condition-5-es-5k	es	42	1	csqa	en	es	n	y	0.6040	0.6117	0.5920	-0.0120	+0.0077	-0.0197
condition-5-es-5k	es	42	1	csqa	es	en	n	n	0.5240	0.5303	0.5000	-0.0240	+0.0063	-0.0303
condition-5-es-5k	es	42	1	csqa	es	es	y	y	0.5290	0.5333	0.5220	-0.0070	+0.0043	-0.0113
condition-5-es-5k	es	42	1	csqa	ur	en	n	n	0.4240	0.4237	0.3830	-0.0410	-0.0003	-0.0407
condition-5-es-5k	es	42	1	csqa	ur	es	n	y	0.3960	0.3970	0.3910	-0.0050	+0.0010	-0.0060
condition-5-es-5k	es	42	1	csqa	zh	en	n	n	0.5450	0.5527	0.5070	-0.0380	+0.0077	-0.0457
condition-5-es-5k	es	42	1	csqa	zh	es	n	y	0.5000	0.5067	0.4960	-0.0040	+0.0067	-0.0107
condition-5-es-5k	es	42	1	sib200	en	en	y	n	0.7549	0.7533	0.5980	-0.1569	-0.0016	-0.1552
condition-5-es-5k	es	42	1	sib200	en	es	n	y	0.6618	0.6487	0.5196	-0.1422	-0.0131	-0.1291
condition-5-es-5k	es	42	1	sib200	es	en	n	n	0.7745	0.7582	0.5539	-0.2206	-0.0163	-0.2042
condition-5-es-5k	es	42	1	sib200	es	es	y	y	0.6520	0.6389	0.5245	-0.1275	-0.0131	-0.1144
condition-5-es-5k	es	42	1	sib200	ur	en	n	n	0.7255	0.6895	0.5000	-0.2255	-0.0359	-0.1895
condition-5-es-5k	es	42	1	sib200	ur	es	n	y	0.5343	0.5180	0.4804	-0.0539	-0.0163	-0.0376
condition-5-es-5k	es	42	1	sib200	zh	en	n	n	0.7892	0.7500	0.6127	-0.1765	-0.0392	-0.1373
condition-5-es-5k	es	42	1	sib200	zh	es	n	y	0.5882	0.5735	0.5882	+0.0000	-0.0147	+0.0147
condition-5-es-5k	es	42	1	xnli	en	en	y	n	0.4998	0.5226	0.4319	-0.0679	+0.0228	-0.0907
condition-5-es-5k	es	42	1	xnli	en	es	n	y	0.3980	0.4161	0.4102	+0.0122	+0.0181	-0.0059
condition-5-es-5k	es	42	1	xnli	es	en	n	n	0.4525	0.4687	0.3479	-0.1046	+0.0162	-0.1208
condition-5-es-5k	es	42	1	xnli	es	es	y	y	0.4547	0.4623	0.4479	-0.0068	+0.0077	-0.0144
condition-5-es-5k	es	42	1	xnli	ur	en	n	n	0.4343	0.4375	0.3840	-0.0503	+0.0032	-0.0535
condition-5-es-5k	es	42	1	xnli	ur	es	n	y	0.3727	0.3844	0.3920	+0.0194	+0.0117	+0.0077
condition-5-es-5k	es	42	1	xnli	zh	en	n	n	0.3906	0.4034	0.3525	-0.0381	+0.0128	-0.0509
condition-5-es-5k	es	42	1	xnli	zh	es	n	y	0.3333	0.3333	0.3365	+0.0032	+0.0000	+0.0032
condition-5-es-5k	es	42	2	belebele	en	en	y	n	0.7822	0.7870	0.7956	+0.0133	+0.0048	+0.0085
condition-5-es-5k	es	42	2	belebele	en	es	n	y	0.7756	0.7830	0.8022	+0.0267	+0.0074	+0.0193
condition-5-es-5k	es	42	2	belebele	es	en	n	n	0.7011	0.7096	0.7089	+0.0078	+0.0085	-0.0007
condition-5-es-5k	es	42	2	belebele	es	es	y	y	0.6989	0.6952	0.6978	-0.0011	-0.0037	+0.0026
condition-5-es-5k	es	42	2	belebele	ur	en	n	n	0.6144	0.6200	0.6078	-0.0067	+0.0056	-0.0122
condition-5-es-5k	es	42	2	belebele	ur	es	n	y	0.5544	0.5622	0.5600	+0.0056	+0.0078	-0.0022
